contact_id,name,first_name,last_name,email,is_customer,is_supplier,status,account_number
cn_00001,Donna Whitfield,Donna,Whitfield,donna.whitfield000@example.com,False,True,ACTIVE,
cn_00002,Aria Whitfield,Aria,Whitfield,aria.whitfield001@example.com,True,False,ACTIVE,
cn_00003,Josie Whitfield,Josie,Whitfield,josie.whitfield002@example.com,True,False,ACTIVE,
cn_00004,Wren Whitfield,Wren,Whitfield,wren.whitfield003@example.com,False,True,ACTIVE,
cn_00005,Sable Whitfield,Sable,Whitfield,sable.whitfield004@example.com,True,False,ACTIVE,
cn_00006,Marlow Whitfield,Marlow,Whitfield,marlow.whitfield005@example.com,True,False,ACTIVE,
cn_00007,Piper Whitfield,Piper,Whitfield,piper.whitfield006@example.com,False,True,ACTIVE,
cn_00008,Winslow Whitfield,Winslow,Whitfield,winslow.whitfield007@example.com,True,False,ACTIVE,
cn_00009,Delaney Whitfield,Delaney,Whitfield,delaney.whitfield008@example.com,True,False,ACTIVE,
cn_00010,Kestrel Whitfield,Kestrel,Whitfield,kestrel.whitfield009@example.com,False,True,ACTIVE,
cn_00011,Talia Whitfield,Talia,Whitfield,talia.whitfield010@example.com,True,False,ACTIVE,
cn_00012,Rhys Whitfield,Rhys,Whitfield,rhys.whitfield011@example.com,True,False,ACTIVE,
cn_00013,Everett Whitfield,Everett,Whitfield,everett.whitfield012@example.com,False,True,ACTIVE,
cn_00014,Callum Whitfield,Callum,Whitfield,callum.whitfield013@example.com,True,False,ACTIVE,
cn_00015,Ainsley Whitfield,Ainsley,Whitfield,ainsley.whitfield014@example.com,True,False,ACTIVE,
cn_00016,Bram Whitfield,Bram,Whitfield,bram.whitfield015@example.com,False,True,ACTIVE,
cn_00017,Otis Whitfield,Otis,Whitfield,otis.whitfield016@example.com,True,False,ACTIVE,
cn_00018,Roselyn Whitfield,Roselyn,Whitfield,roselyn.whitfield017@example.com,True,False,ACTIVE,
cn_00019,Tam Whitfield,Tam,Whitfield,tam.whitfield018@example.com,False,True,ACTIVE,
cn_00020,Odessa Whitfield,Odessa,Whitfield,odessa.whitfield019@example.com,True,False,ACTIVE,
cn_00021,Donna Stark,Donna,Stark,donna.stark020@example.com,True,False,ACTIVE,
cn_00022,Aria Stark,Aria,Stark,aria.stark021@example.com,False,True,ACTIVE,
cn_00023,Josie Stark,Josie,Stark,josie.stark022@example.com,True,False,ACTIVE,
cn_00024,Wren Stark,Wren,Stark,wren.stark023@example.com,True,False,ACTIVE,
cn_00025,Sable Stark,Sable,Stark,sable.stark024@example.com,False,True,ACTIVE,
cn_00026,Marlow Stark,Marlow,Stark,marlow.stark025@example.com,True,False,ACTIVE,
cn_00027,Piper Stark,Piper,Stark,piper.stark026@example.com,True,False,ACTIVE,
cn_00028,Winslow Stark,Winslow,Stark,winslow.stark027@example.com,False,True,ACTIVE,
cn_00029,Delaney Stark,Delaney,Stark,delaney.stark028@example.com,True,False,ACTIVE,
cn_00030,Kestrel Stark,Kestrel,Stark,kestrel.stark029@example.com,True,False,ACTIVE,
cn_00031,Talia Stark,Talia,Stark,talia.stark030@example.com,False,True,ACTIVE,
cn_00032,Rhys Stark,Rhys,Stark,rhys.stark031@example.com,True,False,ACTIVE,
cn_00033,Everett Stark,Everett,Stark,everett.stark032@example.com,True,False,ACTIVE,
cn_00034,Callum Stark,Callum,Stark,callum.stark033@example.com,False,True,ACTIVE,
cn_00035,Ainsley Stark,Ainsley,Stark,ainsley.stark034@example.com,True,False,ACTIVE,
cn_00036,Bram Stark,Bram,Stark,bram.stark035@example.com,True,False,ACTIVE,
cn_00037,Otis Stark,Otis,Stark,otis.stark036@example.com,False,True,ACTIVE,
cn_00038,Roselyn Stark,Roselyn,Stark,roselyn.stark037@example.com,True,False,ACTIVE,
cn_00039,Tam Stark,Tam,Stark,tam.stark038@example.com,True,False,ACTIVE,
cn_00040,Odessa Stark,Odessa,Stark,odessa.stark039@example.com,False,True,ACTIVE,
cn_00041,Donna Larkin,Donna,Larkin,donna.larkin040@example.com,True,False,ACTIVE,
cn_00042,Aria Larkin,Aria,Larkin,aria.larkin041@example.com,True,False,ACTIVE,
cn_00043,Josie Larkin,Josie,Larkin,josie.larkin042@example.com,False,True,ACTIVE,
cn_00044,Wren Larkin,Wren,Larkin,wren.larkin043@example.com,True,False,ACTIVE,
cn_00045,Sable Larkin,Sable,Larkin,sable.larkin044@example.com,True,False,ACTIVE,
cn_00046,Marlow Larkin,Marlow,Larkin,marlow.larkin045@example.com,False,True,ACTIVE,
cn_00047,Piper Larkin,Piper,Larkin,piper.larkin046@example.com,True,False,ACTIVE,
cn_00048,Winslow Larkin,Winslow,Larkin,winslow.larkin047@example.com,True,False,ACTIVE,
cn_00049,Delaney Larkin,Delaney,Larkin,delaney.larkin048@example.com,False,True,ACTIVE,
cn_00050,Kestrel Larkin,Kestrel,Larkin,kestrel.larkin049@example.com,True,False,ACTIVE,
cn_00051,Talia Larkin,Talia,Larkin,talia.larkin050@example.com,True,False,ACTIVE,
cn_00052,Rhys Larkin,Rhys,Larkin,rhys.larkin051@example.com,False,True,ACTIVE,
cn_00053,Everett Larkin,Everett,Larkin,everett.larkin052@example.com,True,False,ACTIVE,
cn_00054,Callum Larkin,Callum,Larkin,callum.larkin053@example.com,True,False,ACTIVE,
cn_00055,Ainsley Larkin,Ainsley,Larkin,ainsley.larkin054@example.com,False,True,ACTIVE,
cn_00056,Bram Larkin,Bram,Larkin,bram.larkin055@example.com,True,False,ACTIVE,
cn_00057,Otis Larkin,Otis,Larkin,otis.larkin056@example.com,True,False,ACTIVE,
cn_00058,Roselyn Larkin,Roselyn,Larkin,roselyn.larkin057@example.com,False,True,ACTIVE,
cn_00059,Tam Larkin,Tam,Larkin,tam.larkin058@example.com,True,False,ACTIVE,
cn_00060,Odessa Larkin,Odessa,Larkin,odessa.larkin059@example.com,True,False,ACTIVE,
cn_00061,Donna Trask,Donna,Trask,donna.trask060@example.com,False,True,ACTIVE,
cn_00062,Aria Trask,Aria,Trask,aria.trask061@example.com,True,False,ACTIVE,
cn_00063,Josie Trask,Josie,Trask,josie.trask062@example.com,True,False,ACTIVE,
cn_00064,Wren Trask,Wren,Trask,wren.trask063@example.com,False,True,ACTIVE,
cn_00065,Sable Trask,Sable,Trask,sable.trask064@example.com,True,False,ACTIVE,
cn_00066,Marlow Trask,Marlow,Trask,marlow.trask065@example.com,True,False,ACTIVE,
cn_00067,Piper Trask,Piper,Trask,piper.trask066@example.com,False,True,ACTIVE,
cn_00068,Winslow Trask,Winslow,Trask,winslow.trask067@example.com,True,False,ACTIVE,
cn_00069,Delaney Trask,Delaney,Trask,delaney.trask068@example.com,True,False,ACTIVE,
cn_00070,Kestrel Trask,Kestrel,Trask,kestrel.trask069@example.com,False,True,ACTIVE,
cn_00071,Talia Trask,Talia,Trask,talia.trask070@example.com,True,False,ACTIVE,
cn_00072,Rhys Trask,Rhys,Trask,rhys.trask071@example.com,True,False,ACTIVE,
cn_00073,Everett Trask,Everett,Trask,everett.trask072@example.com,False,True,ACTIVE,
cn_00074,Callum Trask,Callum,Trask,callum.trask073@example.com,True,False,ACTIVE,
cn_00075,Ainsley Trask,Ainsley,Trask,ainsley.trask074@example.com,True,False,ACTIVE,
cn_00076,Bram Trask,Bram,Trask,bram.trask075@example.com,False,True,ACTIVE,
cn_00077,Otis Trask,Otis,Trask,otis.trask076@example.com,True,False,ACTIVE,
cn_00078,Roselyn Trask,Roselyn,Trask,roselyn.trask077@example.com,True,False,ACTIVE,
cn_00079,Tam Trask,Tam,Trask,tam.trask078@example.com,False,True,ACTIVE,
cn_00080,Odessa Trask,Odessa,Trask,odessa.trask079@example.com,True,False,ACTIVE,
cn_00081,Donna Boone,Donna,Boone,donna.boone080@example.com,True,False,ACTIVE,
cn_00082,Aria Boone,Aria,Boone,aria.boone081@example.com,False,True,ACTIVE,
