id,name,login,role,status,language,timezone,space_amount,space_used,max_upload_size,job_title,phone,created_at
usr_aw_box_001,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e001,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e002,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e003,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e004,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e005,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e006,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e007,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e008,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e009,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e010,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e011,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e012,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e013,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e014,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e015,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e016,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e017,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e018,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e019,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e020,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e021,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e022,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e023,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e024,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e025,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e026,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e027,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e028,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e029,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e030,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e031,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e032,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e033,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e034,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e035,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e036,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e037,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e038,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e039,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e040,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e041,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e042,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e043,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e044,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e045,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e046,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e047,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e048,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
usr_aw_box_001-e049,Amanda Webb,amanda.webb@Finthesiss.ai,admin,active,en-US,America/New_York,10737418240,4212736,5368709120,Studio Owner,(484) 741-0419,2024-08-15T00:00:00Z
