id,type,title,username,first_name,last_name,description,member_count
-1001,private,Rodrigo Elizondo (Mexico Turquoise Lot),coral_de_baja,Rodrigo,Elizondo,Mexico turquoise and coral lot negotiations (Sam-gated per persona rule),2
-1002,private,Thomas Kee,thomaskee_sf,Thomas,Kee,Metalworkers group founder,2
-1003,supergroup,SF Metalworkers - stones and lots,sf_metalworkers,,,Santa Fe metalworkers group,14
-1100,private,Chat -1100,chat_1100,,,,3
-1101,group,Chat -1101,chat_1101,,,,4
-1102,private,Chat -1102,chat_1102,,,,6
-1103,private,Chat -1103,chat_1103,,,,7
-1104,private,Chat -1104,chat_1104,,,,14
-1105,private,Chat -1105,chat_1105,,,,7
-1106,private,Chat -1106,chat_1106,,,,14
-1107,private,Chat -1107,chat_1107,,,,3
-1108,private,Chat -1108,chat_1108,,,,7
-1109,private,Chat -1109,chat_1109,,,,4
-1110,private,Chat -1110,chat_1110,,,,12
-1111,group,Chat -1111,chat_1111,,,,9
-1112,private,Chat -1112,chat_1112,,,,5
-1113,private,Chat -1113,chat_1113,,,,6
-1114,private,Chat -1114,chat_1114,,,,12
-1115,private,Chat -1115,chat_1115,,,,3
-1116,group,Chat -1116,chat_1116,,,,13
-1117,private,Chat -1117,chat_1117,,,,15
-1118,private,Chat -1118,chat_1118,,,,10
-1119,group,Chat -1119,chat_1119,,,,6
-1120,group,Chat -1120,chat_1120,,,,3
-1121,group,Chat -1121,chat_1121,,,,8
-1122,group,Chat -1122,chat_1122,,,,4
-1123,private,Chat -1123,chat_1123,,,,10
-1124,group,Chat -1124,chat_1124,,,,9
-1125,group,Chat -1125,chat_1125,,,,2
-1126,private,Chat -1126,chat_1126,,,,15
-1127,group,Chat -1127,chat_1127,,,,9
-1128,group,Chat -1128,chat_1128,,,,8
-1129,private,Chat -1129,chat_1129,,,,3
-1130,group,Chat -1130,chat_1130,,,,14
-1131,private,Chat -1131,chat_1131,,,,5
-1132,group,Chat -1132,chat_1132,,,,7
-1133,group,Chat -1133,chat_1133,,,,13
-1134,group,Chat -1134,chat_1134,,,,14
-1135,private,Chat -1135,chat_1135,,,,14
-1136,private,Chat -1136,chat_1136,,,,11
-1137,private,Chat -1137,chat_1137,,,,11
-1138,private,Chat -1138,chat_1138,,,,15
-1139,private,Chat -1139,chat_1139,,,,11
-1140,private,Chat -1140,chat_1140,,,,4
-1141,private,Chat -1141,chat_1141,,,,7
-1142,private,Chat -1142,chat_1142,,,,12
-1143,group,Chat -1143,chat_1143,,,,2
-1144,group,Chat -1144,chat_1144,,,,4
-1145,group,Chat -1145,chat_1145,,,,6
-1146,group,Chat -1146,chat_1146,,,,15
-1147,group,Chat -1147,chat_1147,,,,5
-1148,private,Chat -1148,chat_1148,,,,3
-1149,private,Chat -1149,chat_1149,,,,15
-1150,private,Chat -1150,chat_1150,,,,9
-1151,group,Chat -1151,chat_1151,,,,5
-1152,group,Chat -1152,chat_1152,,,,10
-1153,private,Chat -1153,chat_1153,,,,15
-1154,group,Chat -1154,chat_1154,,,,4
-1155,private,Chat -1155,chat_1155,,,,12
-1156,group,Chat -1156,chat_1156,,,,15
-1157,group,Chat -1157,chat_1157,,,,10
-1158,group,Chat -1158,chat_1158,,,,12
-1159,group,Chat -1159,chat_1159,,,,4
-1160,group,Chat -1160,chat_1160,,,,8
-1161,private,Chat -1161,chat_1161,,,,4
-1162,group,Chat -1162,chat_1162,,,,2
-1163,private,Chat -1163,chat_1163,,,,14
-1164,private,Chat -1164,chat_1164,,,,7
-1165,private,Chat -1165,chat_1165,,,,11
-1166,private,Chat -1166,chat_1166,,,,14
-1167,private,Chat -1167,chat_1167,,,,13
-1168,private,Chat -1168,chat_1168,,,,6
-1169,private,Chat -1169,chat_1169,,,,13
-1170,private,Chat -1170,chat_1170,,,,13
-1171,group,Chat -1171,chat_1171,,,,10
-1172,group,Chat -1172,chat_1172,,,,5
-1173,group,Chat -1173,chat_1173,,,,5
-1174,private,Chat -1174,chat_1174,,,,9
-1175,group,Chat -1175,chat_1175,,,,2
-1176,private,Chat -1176,chat_1176,,,,5
-1177,private,Chat -1177,chat_1177,,,,9
-1178,private,Chat -1178,chat_1178,,,,8
