Id,DisplayName,GivenName,FamilyName,CompanyName,PrimaryEmailAddr,PrimaryPhone,BillAddr_Line1,BillAddr_City,BillAddr_CountrySubDivisionCode,BillAddr_PostalCode,Balance,Active,Job,Notes
cust_001,Ridgemont Building Supply,,,Ridgemont Building Supply,purchasing@ridgemontbuilding.com,+18654501234,100 Industrial Blvd,Knoxville,TN,37902,4850.00,True,False,Major client - building materials
cust_002,Appalachian Building Materials,,,Appalachian Building Materials,orders@appalachianbuilding.com,+16154502345,500 Commerce St,Nashville,TN,37203,0.00,True,False,Nashville corridor
cust_003,Tennessee Valley Agriculture,,,TN Valley Ag,dispatch@tnvalleyag.com,+18654503456,200 Farm Rd,Maryville,TN,37801,2750.00,True,False,Agricultural transport
cust_010,Client 4,,,Company 4,client4@example.com,,,Knoxville,TN,37900,740.00,True,False,
cust_011,Client 5,,,Company 5,client5@example.com,,,Knoxville,TN,37900,894.00,True,False,
cust_012,Client 6,,,Company 6,client6@example.com,,,Knoxville,TN,37900,2933.00,True,False,
cust_013,Client 7,,,Company 7,client7@example.com,,,Knoxville,TN,37900,2023.00,True,False,
cust_014,Client 8,,,Company 8,client8@example.com,,,Knoxville,TN,37900,519.00,True,False,
cust_015,Client 9,,,Company 9,client9@example.com,,,Knoxville,TN,37900,98.00,True,False,
cust_016,Client 10,,,Company 10,client10@example.com,,,Knoxville,TN,37900,562.00,True,False,
cust_017,Client 11,,,Company 11,client11@example.com,,,Knoxville,TN,37900,1391.00,True,False,
cust_018,Client 12,,,Company 12,client12@example.com,,,Knoxville,TN,37900,2406.00,True,False,
cust_019,Client 13,,,Company 13,client13@example.com,,,Knoxville,TN,37900,2999.00,True,False,
cust_020,Client 14,,,Company 14,client14@example.com,,,Knoxville,TN,37900,2279.00,True,False,
cust_021,Client 15,,,Company 15,client15@example.com,,,Knoxville,TN,37900,2101.00,True,False,
