id,thread_id,from_addr,to_addr,cc_addr,subject,snippet,body,date,internal_date,size_estimate,labels,is_unread,is_starred
msg-10027,thr-112,t.brennan.glenside@gmail.com,brandon.kelly@Greenridertech.co,darren.yates@gmail.com,EV charger install - inquiry,Need a Level 2 charger in the garage. What's involved?,"Hi Brandon, you wired my neighbor's panel last fall. I just got an EV and need a Level 2 charger in the garage. What's involved?",2026-03-22T15:40:00-04:00,1774208400000,704,INBOX,true,false
msg-10020,thr-108,brandon.kelly@Greenridertech.co,market@briarwoodfarmersmarket.org,vendors@briarwoodfarmersmarket.org,Re: Briarwood Market - spring season booth,Same corner works. Set up by 7.,Same corner works. I'll be set up by 7. Thanks.,2026-03-20T18:15:00-04:00,1774044900000,461,SENT,false,false
msg-10019,thr-108,market@briarwoodfarmersmarket.org,brandon.kelly@Greenridertech.co,vendors@briarwoodfarmersmarket.org,Briarwood Market - spring season booth,Spring market opens first Saturday of April. Same booth?,"Hi Brandon, spring market opens the first Saturday of April. Same corner booth as last year? Let us know so we can finalize the map.",2026-03-20T11:00:00-04:00,1774018800000,716,INBOX,true,false
msg-10001,thr-100,brandon.kelly@Greenridertech.co,orders@cedarbrooksupply.com,shipping@cedarbrooksupply.com,Re: Order confirmation - deep frames,Friday works. Add a hive tool if not too late.,Thanks. Friday works. Add a hive tool to the order if not too late.,2026-03-18T18:40:00-04:00,1773873600000,521,SENT,false,false
msg-10000,thr-100,orders@cedarbrooksupply.com,brandon.kelly@Greenridertech.co,shipping@cedarbrooksupply.com,Order confirmation - deep frames,Your order of 20 deep frames and foundation is confirmed - ships Thursday.,"Hi Brandon, your order of 20 deep frames and 5 lbs of foundation is confirmed. Ships Thursday via UPS, should reach you Friday. Tracking to follow.",2026-03-18T09:12:00-04:00,1773839520000,761,INBOX,true,true
msg-10024,thr-110,darren.yates@gmail.com,brandon.kelly@Greenridertech.co,dispatch@Greenridertech.co,Re: Thursday - rewire on Verree Road,Got it. I'll load the van tonight.,Got it. I'll load the van tonight. See you 7.,2026-03-12T07:02:00-04:00,1773313320000,455,INBOX,false,false
msg-10023,thr-110,brandon.kelly@Greenridertech.co,darren.yates@gmail.com,dispatch@Greenridertech.co,Thursday - rewire on Verree Road,Verree Road rewire Thursday 7 AM. Bring fish tape.,"Darren, Verree Road rewire Thursday 7 AM. Bring the fish tape and the longer drill bits. We pull the kitchen circuits first.",2026-03-12T06:15:00-04:00,1773310500000,692,SENT,false,false
msg-10004,thr-101,vasyl.bondarenko@gmail.com,brandon.kelly@Greenridertech.co,roman.tkachuk@gmail.com,Re: Coffee Saturday?,Done. See you Saturday.,Done. See you Saturday.,2026-03-07T20:05:00-05:00,1772931900000,389,INBOX,false,false
msg-10003,thr-101,brandon.kelly@Greenridertech.co,vasyl.bondarenko@gmail.com,roman.tkachuk@gmail.com,Re: Coffee Saturday?,Yes. 8 AM. Bring the board.,"Yes. 8 AM. Bring the board, I bring the appetite.",2026-03-07T18:10:00-05:00,1772925000000,467,SENT,false,false
msg-10002,thr-101,vasyl.bondarenko@gmail.com,brandon.kelly@Greenridertech.co,roman.tkachuk@gmail.com,Coffee Saturday?,Ridgemont Diner Saturday? I owe you a rematch.,"Brandon, Ridgemont Diner Saturday morning? Been a while. I owe you a rematch on that Sicilian.",2026-03-07T07:30:00-05:00,1772886600000,602,INBOX,false,false
msg-10016,thr-106,brandon.kelly@Greenridertech.co,renewals@ridgemontbusinessins.com,steve.hoffman@gmail.com,Re: Kelly Electric - liability renewal,Confirmed. Send the DocuSign.,Confirmed. Send the DocuSign and I'll sign from the truck.,2026-03-05T18:20:00-05:00,1772752800000,494,SENT,false,false
msg-10015,thr-106,renewals@ridgemontbusinessins.com,brandon.kelly@Greenridertech.co,steve.hoffman@gmail.com,Kelly Electric - liability renewal,"GL and workers comp renew April 1. Premium $2,400. Confirm to renew.","Hi Brandon, your general liability and workers comp renew April 1. Premium holds at $2,400 for the year. Reply to confirm and we'll send the DocuSign.",2026-03-05T10:00:00-05:00,1772722800000,770,INBOX,true,true
msg-10007,thr-102,roman.tkachuk@gmail.com,brandon.kelly@Greenridertech.co,vasyl.bondarenko@gmail.com,Re: Spring Open - bracket and registrations,Good. I'll print them. See you Wednesday.,Good. I'll print them. See you Wednesday.,2026-03-02T20:40:00-05:00,1772502000000,443,INBOX,false,false
msg-10006,thr-102,brandon.kelly@Greenridertech.co,roman.tkachuk@gmail.com,vasyl.bondarenko@gmail.com,Re: Spring Open - bracket and registrations,Will look tonight after 7. Bring printed pairings Wednesday.,Will look tonight after 7. Bring the printed pairings Wednesday and we set the rest.,2026-03-02T19:20:00-05:00,1772497200000,572,SENT,false,false
msg-10005,thr-102,roman.tkachuk@gmail.com,brandon.kelly@Greenridertech.co,vasyl.bondarenko@gmail.com,Spring Open - bracket and registrations,Registrations at 24. Drafted the bracket - look before Wednesday?,"Brandon, registrations for the Spring Open are at 24. I drafted the bracket - can you look before Wednesday's club night?",2026-03-02T10:15:00-05:00,1772464500000,683,INBOX,true,false
msg-10022,thr-109,brandon.kelly@Greenridertech.co,permits@cheltenhamtownship.org,darren.yates@gmail.com,Re: Rough inspection - permit #EL-2026-0418,Understood. Panel will be accessible.,Understood. Panel will be open and accessible. I'll be on site.,2026-02-18T18:05:00-05:00,1771455900000,509,SENT,false,false
