id,name,email,avatar_url,type,bot,owner_workspace,created_time
user-jessica,Jessica Murray,jessica@murrayplumbingri.com,,person,false,workspace-murray-plumbing,2024-01-15T09:00:00-04:00
user-mark,Mark Murray,mark@murrayplumbingri.com,,person,false,workspace-murray-plumbing,2024-01-15T09:00:00-04:00
user-paulie,Paulie Morris,paulie@murrayplumbingri.com,,person,false,workspace-murray-plumbing,2024-03-01T09:00:00-04:00
user-dorothy,Dorothy Coletti CPA,dorothy@colettricpas.com,,person,false,workspace-murray-plumbing,2024-02-15T09:00:00-04:00
user-ops,Operations Bot,,,bot,true,workspace-murray-plumbing,2024-01-15T09:00:00-04:00
user-jess-personal,Jessica Murray (personal),jess.murray@gmail.com,,person,false,workspace-murray-plumbing,2024-01-15T09:00:00-04:00
user-jes7e87,Reilly radiant floor loop,patricia.tannenbaum@yahoo.com,,person,false,workspace-murray-plumbing,2025-08-11T16:24:28-04:00
user-jesc877,Ferreira drain cleaning,betty.henderson@cox.net,,bot,false,workspace-murray-plumbing,2025-12-16T11:30:48-04:00
user-jes577b,Fontaine fixture install,thomas.adler@yahoo.com,,person,false,workspace-murray-plumbing,2026-01-14T19:57:13-04:00
user-jes91b4,Esposito sewer line replacement,diane.murphy@yahoo.com,,person,false,workspace-murray-plumbing,2024-08-20T08:59:31-04:00
user-jes95c3,Brennan tankless conversion,richard.chen@cox.net,,person,false,workspace-murray-plumbing,2025-09-08T06:04:41-04:00
user-jescd5d,Volpicelli drain cleaning,jennifer.ferrari@verizon.net,,bot,false,workspace-murray-plumbing,2026-04-30T17:38:41-04:00
user-jes15fd,Patel gas line install,ruth.ricci@comcast.net,,person,false,workspace-murray-plumbing,2024-08-27T14:40:45-04:00
user-jesa781,Novak drain cleaning,betty.horvath@cox.net,,person,true,workspace-murray-plumbing,2026-09-13T09:52:41-04:00
user-jes9af9,Chen backflow test,anthony.adler@yahoo.com,,person,true,workspace-murray-plumbing,2024-10-22T18:12:45-04:00
user-jesd9b1,Nash half bath addition,tony.hayashi@comcast.net,,person,false,workspace-murray-plumbing,2025-06-16T16:28:19-04:00
user-jesb91c,Westminster basement finish,carol.silva@cox.net,,person,false,workspace-murray-plumbing,2025-09-07T12:02:33-04:00
user-jes207a,Conti fixture install,barbara.almeida@yahoo.com,,person,true,workspace-murray-plumbing,2024-12-02T08:26:12-04:00
user-jesc5b8,Brennan water heater replacement,donna.donovan@comcast.net,,person,false,workspace-murray-plumbing,2025-06-10T18:34:23-04:00
user-jesd73e,Wessel half bath addition,sandra.volpicelli@cox.net,,person,false,workspace-murray-plumbing,2026-02-05T17:40:21-04:00
user-jesf4db,Lin sump pump install,rocco.lin@gmail.com,,bot,true,workspace-murray-plumbing,2026-08-23T06:45:06-04:00
user-jes80cf,Greco sewer line replacement,john.adler@comcast.net,,person,false,workspace-murray-plumbing,2025-09-28T18:19:23-04:00
user-jesa620,Adler drain cleaning,james.chen@gmail.com,,person,false,workspace-murray-plumbing,2026-08-03T14:46:36-04:00
user-jesa0a8,Almeida sewer line replacement,rocco.chen@comcast.net,,person,false,workspace-murray-plumbing,2025-04-26T10:32:39-04:00
user-jesd583,Ricci shower valve replace,michael.conti@verizon.net,,person,false,workspace-murray-plumbing,2025-07-09T14:11:16-04:00
user-jes11fc,Reilly kitchen remodel,paul.deluca@yahoo.com,,bot,true,workspace-murray-plumbing,2026-05-29T14:51:08-04:00
user-jesc2af,Kowalski fixture install,carol.pacheco@comcast.net,,person,false,workspace-murray-plumbing,2025-09-06T13:46:47-04:00
user-jes5a48,Silva half bath addition,maria.greco@verizon.net,,person,false,workspace-murray-plumbing,2024-10-24T19:04:54-04:00
user-jes378f,OLeary bath remodel,james.sullivan@yahoo.com,,person,false,workspace-murray-plumbing,2025-09-15T15:36:41-04:00
user-jese9db,Kapoor radiant floor loop,gina.ferrari@yahoo.com,,person,false,workspace-murray-plumbing,2025-01-26T15:27:13-04:00
user-jesf8e7,Almeida water heater replacement,steven.adler@gmail.com,,person,false,workspace-murray-plumbing,2025-11-28T15:32:10-04:00
user-jes4ef3,Correia tankless conversion,carol.conti@gmail.com,,person,false,workspace-murray-plumbing,2025-10-22T18:03:01-04:00
user-jes4734,Horvath bath remodel,vincent.almeida@yahoo.com,,person,false,workspace-murray-plumbing,2025-04-21T15:04:36-04:00
user-jesc9dd,Greco basement finish,diane.sullivan@yahoo.com,,person,false,workspace-murray-plumbing,2024-11-02T20:42:30-04:00
user-jese2bd,Gallo boiler service,sandra.gagnon@verizon.net,,person,true,workspace-murray-plumbing,2024-06-19T10:00:54-04:00
user-jes5258,Fontaine tankless conversion,michelle.horvath@comcast.net,,person,false,workspace-murray-plumbing,2026-08-07T08:52:32-04:00
user-jesb797,Brennan dishwasher hookup,sandra.gallo@cox.net,,person,false,workspace-murray-plumbing,2026-06-02T09:40:25-04:00
user-jes3a0a,Hayashi boiler service,donna.chen@gmail.com,,person,false,workspace-murray-plumbing,2024-06-02T12:08:39-04:00
user-jesc9ba,Nash shower valve replace,mark.ricci@gmail.com,,bot,false,workspace-murray-plumbing,2025-12-23T16:04:51-04:00
user-jes8dc8,Conti backflow test,tony.sullivan@yahoo.com,,person,false,workspace-murray-plumbing,2024-07-29T20:04:35-04:00
user-jes6192,OLeary gas line install,gina.kowalski@cox.net,,person,false,workspace-murray-plumbing,2025-10-04T15:49:54-04:00
user-jesa527,Kowalski sump pump install,maria.ricci@gmail.com,,person,false,workspace-murray-plumbing,2026-06-18T20:47:54-04:00
user-jes595a,OLeary kitchen remodel,steven.pacheco@gmail.com,,person,false,workspace-murray-plumbing,2026-01-01T15:49:44-04:00
user-jes2208,Kapoor copper repipe,gary.novak@yahoo.com,,bot,true,workspace-murray-plumbing,2024-08-22T16:35:59-04:00
user-jese3b5,Ferrari backflow test,mary.romano@verizon.net,,person,true,workspace-murray-plumbing,2025-04-13T15:14:59-04:00
user-jese23c,Ferreira half bath addition,robert.romano@verizon.net,,person,false,workspace-murray-plumbing,2025-02-07T07:34:29-04:00
user-jes77a3,Lin radiant floor loop,frank.bianchi@yahoo.com,,person,false,workspace-murray-plumbing,2025-07-15T06:55:31-04:00
user-jes7bb9,Ferrari dishwasher hookup,diane.adler@cox.net,,person,true,workspace-murray-plumbing,2026-07-26T13:35:15-04:00
user-jes0cb1,Fontaine water heater replacement,donna.conti@yahoo.com,,bot,false,workspace-murray-plumbing,2026-11-05T07:24:09-04:00
