id,company_id,first_name,last_name,email,department,job_title,rate,payment_unit,flsa_status,start_date,terminated
EMP-WT-JP,comp_ward_taxi,Jean-Pierre,Ward,jp.ward@gmail.com,Maintenance,Mechanic/Driver,26.00,Hour,Nonexempt,2020-06-01,false
DRV-01,comp_ward_taxi,Luis,Ferrer,luis.ferrer@wardtaxi.example,Drivers,Driver,18.00,Hour,Nonexempt,2016-09-12,false
DRV-02,comp_ward_taxi,Ronald,Pierce,ronald.pierce@wardtaxi.example,Drivers,Driver,17.50,Hour,Nonexempt,2017-03-20,false
DRV-03,comp_ward_taxi,Teresa,Ellison,teresa.ellison@wardtaxi.example,Drivers,Driver,17.50,Hour,Nonexempt,2018-01-15,false
DRV-04,comp_ward_taxi,Andre,Boseman,andre.boseman@wardtaxi.example,Drivers,Driver,17.00,Hour,Nonexempt,2018-08-06,false
DRV-05,comp_ward_taxi,Delroy,Simmons,delroy.simmons@wardtaxi.example,Drivers,Driver,17.00,Hour,Nonexempt,2019-05-13,false
DRV-06,comp_ward_taxi,Carla,Nunez,carla.nunez@wardtaxi.example,Drivers,Driver,17.00,Hour,Nonexempt,2019-11-25,false
DRV-07,comp_ward_taxi,Marcus,Reddick,marcus.reddick@wardtaxi.example,Drivers,Driver,17.00,Hour,Nonexempt,2020-02-17,false
DRV-08,comp_ward_taxi,Henry,Okafor,henry.okafor@wardtaxi.example,Drivers,Driver,16.50,Hour,Nonexempt,2020-10-05,false
DRV-09,comp_ward_taxi,Sylvia,Trent,sylvia.trent@wardtaxi.example,Drivers,Driver,16.50,Hour,Nonexempt,2021-04-19,false
DRV-10,comp_ward_taxi,Bernard,Louis,bernard.louis@wardtaxi.example,Drivers,Driver,16.50,Hour,Nonexempt,2021-09-30,false
DRV-11,comp_ward_taxi,Patrice,Colon,patrice.colon@wardtaxi.example,Drivers,Driver,16.00,Hour,Nonexempt,2022-03-14,false
DRV-12,comp_ward_taxi,Wendell,Grant,wendell.grant@wardtaxi.example,Drivers,Driver,16.00,Hour,Nonexempt,2022-11-07,false
DRV-13,comp_ward_taxi,Ivan,Castellano,ivan.castellano@wardtaxi.example,Drivers,Driver,16.00,Hour,Nonexempt,2023-06-12,false
DRV-14,comp_ward_taxi,Gloria,Mensah,gloria.mensah@wardtaxi.example,Drivers,Driver,16.00,Hour,Nonexempt,2024-01-22,false
