Id,FirstName,LastName,Company,Email,Phone,Status,LeadSource,Industry,Rating
sf-l-001,Akira,Sasaki,private household,akira.sasaki101@kyoto-univ.jp,+81-90-4867-9837,Working,Web,Private Collector,Warm
sf-l-002,Hiroshi,Kato,private household,hiroshi.kato102@softbank.jp,+81-90-7139-1758,Working,Web,Private Collector,Warm
sf-l-003,Sakura,Abe,private household,sakura.abe103@softbank.jp,+81-90-7699-4734,Working,Web,Private Collector,Warm
sf-l-004,Naomi,Kobayashi,private household,naomi.kobayashi104@docomo.ne.jp,+81-90-3069-2128,Working,Web,Private Collector,Warm
sf-l-005,Yuki,Yamada,private household,yuki.yamada105@outlook.jp,+81-90-8825-7228,Working,Web,Private Collector,Warm
sf-l-006,Sota,Kato,private household,sota.kato106@outlook.jp,+81-90-9949-8639,Working,Web,Private Collector,Warm
sf-l-007,Sho,Ikeda,private household,sho.ikeda107@docomo.ne.jp,+81-90-9026-5157,Working,Web,Private Collector,Warm
sf-l-008,Yui,Suzuki,private household,yui.suzuki108@docomo.ne.jp,+81-90-7723-5615,Working,Web,Private Collector,Warm
sf-l-009,Yuki,Abe,private household,yuki.abe109@docomo.ne.jp,+81-90-2848-6814,Working,Web,Private Collector,Warm
sf-l-010,Ryo,Kimura,private household,ryo.kimura110@gmail.com,+81-90-8011-1668,Working,Web,Private Collector,Warm
