sid,from_number,to_number,body,status,direction,num_segments,price,price_unit,error_code,date_sent,date_created
sms_001,+14105550001,+14105550198,Reminder: Dr. Marsh appointment Oct 23 at 3 PM. Bloodwork needed by Oct 16.,delivered,outbound-api,1,0.0075,USD,,2026-10-08T09:00:00-04:00,2026-10-08T09:00:00-04:00
sms_00002,+14105550001,+14105550198,Confirmation code,delivered,outbound-api,1,0.0075,USD,,2026-07-23T00:00:00-04:00,2026-07-23T00:00:00-04:00
sms_00003,+14105550001,+14105550198,Delivery update,delivered,outbound-api,1,0.0075,USD,,2026-06-03T00:00:00-04:00,2026-06-03T00:00:00-04:00
sms_00004,+14105550001,+14105550198,Payment received,delivered,outbound-api,1,0.0075,USD,,2026-05-19T00:00:00-04:00,2026-05-19T00:00:00-04:00
sms_00005,+14105550001,+14105550198,Schedule change,delivered,outbound-api,1,0.0075,USD,,2026-05-13T00:00:00-04:00,2026-05-13T00:00:00-04:00
sms_00006,+14105550001,+14105550198,New message,delivered,outbound-api,1,0.0075,USD,,2026-05-27T00:00:00-04:00,2026-05-27T00:00:00-04:00
sms_00007,+14105550001,+14105550198,Alert,delivered,outbound-api,1,0.0075,USD,,2026-04-24T00:00:00-04:00,2026-04-24T00:00:00-04:00
sms_00008,+14105550001,+14105550198,Notification,delivered,outbound-api,1,0.0075,USD,,2026-10-01T00:00:00-04:00,2026-10-01T00:00:00-04:00
sms_00009,+14105550001,+14105550198,Status update,delivered,outbound-api,1,0.0075,USD,,2026-05-13T00:00:00-04:00,2026-05-13T00:00:00-04:00
sms_00010,+14105550001,+14105550198,Reminder: appointment,delivered,outbound-api,1,0.0075,USD,,2026-03-06T00:00:00-04:00,2026-03-06T00:00:00-04:00
sms_00011,+14105550001,+14105550198,Your order is ready,delivered,outbound-api,1,0.0075,USD,,2026-07-11T00:00:00-04:00,2026-07-11T00:00:00-04:00
sms_00012,+14105550001,+14105550198,Confirmation code,delivered,outbound-api,1,0.0075,USD,,2026-07-07T00:00:00-04:00,2026-07-07T00:00:00-04:00
sms_00013,+14105550001,+14105550198,Delivery update,delivered,outbound-api,1,0.0075,USD,,2026-01-13T00:00:00-04:00,2026-01-13T00:00:00-04:00
sms_00014,+14105550001,+14105550198,Payment received,delivered,outbound-api,1,0.0075,USD,,2026-03-24T00:00:00-04:00,2026-03-24T00:00:00-04:00
sms_00015,+14105550001,+14105550198,Schedule change,delivered,outbound-api,1,0.0075,USD,,2026-09-23T00:00:00-04:00,2026-09-23T00:00:00-04:00
sms_00016,+14105550001,+14105550198,New message,delivered,outbound-api,1,0.0075,USD,,2026-04-28T00:00:00-04:00,2026-04-28T00:00:00-04:00
sms_00017,+14105550001,+14105550198,Alert,delivered,outbound-api,1,0.0075,USD,,2026-02-22T00:00:00-04:00,2026-02-22T00:00:00-04:00
sms_00018,+14105550001,+14105550198,Notification,delivered,outbound-api,1,0.0075,USD,,2026-09-20T00:00:00-04:00,2026-09-20T00:00:00-04:00
sms_00019,+14105550001,+14105550198,Status update,delivered,outbound-api,1,0.0075,USD,,2026-01-18T00:00:00-04:00,2026-01-18T00:00:00-04:00
sms_00020,+14105550001,+14105550198,Reminder: appointment,delivered,outbound-api,1,0.0075,USD,,2026-01-07T00:00:00-04:00,2026-01-07T00:00:00-04:00
sms_00021,+14105550001,+14105550198,Your order is ready,delivered,outbound-api,1,0.0075,USD,,2026-01-31T00:00:00-04:00,2026-01-31T00:00:00-04:00
sms_00022,+14105550001,+14105550198,Confirmation code,delivered,outbound-api,1,0.0075,USD,,2026-01-16T00:00:00-04:00,2026-01-16T00:00:00-04:00
sms_00023,+14105550001,+14105550198,Delivery update,delivered,outbound-api,1,0.0075,USD,,2026-03-28T00:00:00-04:00,2026-03-28T00:00:00-04:00
sms_00024,+14105550001,+14105550198,Payment received,delivered,outbound-api,1,0.0075,USD,,2026-06-18T00:00:00-04:00,2026-06-18T00:00:00-04:00
sms_00025,+14105550001,+14105550198,Schedule change,delivered,outbound-api,1,0.0075,USD,,2026-09-13T00:00:00-04:00,2026-09-13T00:00:00-04:00
sms_00026,+14105550001,+14105550198,New message,delivered,outbound-api,1,0.0075,USD,,2026-07-22T00:00:00-04:00,2026-07-22T00:00:00-04:00
sms_00027,+14105550001,+14105550198,Alert,delivered,outbound-api,1,0.0075,USD,,2026-07-08T00:00:00-04:00,2026-07-08T00:00:00-04:00
sms_00028,+14105550001,+14105550198,Notification,delivered,outbound-api,1,0.0075,USD,,2026-01-23T00:00:00-04:00,2026-01-23T00:00:00-04:00
sms_00029,+14105550001,+14105550198,Status update,delivered,outbound-api,1,0.0075,USD,,2026-06-10T00:00:00-04:00,2026-06-10T00:00:00-04:00
sms_00030,+14105550001,+14105550198,Reminder: appointment,delivered,outbound-api,1,0.0075,USD,,2026-09-08T00:00:00-04:00,2026-09-08T00:00:00-04:00
sms_00031,+14105550001,+14105550198,Your order is ready,delivered,outbound-api,1,0.0075,USD,,2026-06-07T00:00:00-04:00,2026-06-07T00:00:00-04:00
sms_00032,+14105550001,+14105550198,Confirmation code,delivered,outbound-api,1,0.0075,USD,,2026-07-29T00:00:00-04:00,2026-07-29T00:00:00-04:00
sms_00033,+14105550001,+14105550198,Delivery update,delivered,outbound-api,1,0.0075,USD,,2026-06-07T00:00:00-04:00,2026-06-07T00:00:00-04:00
sms_00034,+14105550001,+14105550198,Payment received,delivered,outbound-api,1,0.0075,USD,,2026-05-23T00:00:00-04:00,2026-05-23T00:00:00-04:00
sms_00035,+14105550001,+14105550198,Schedule change,delivered,outbound-api,1,0.0075,USD,,2026-10-01T00:00:00-04:00,2026-10-01T00:00:00-04:00
sms_00036,+14105550001,+14105550198,New message,delivered,outbound-api,1,0.0075,USD,,2026-06-30T00:00:00-04:00,2026-06-30T00:00:00-04:00
sms_00037,+14105550001,+14105550198,Alert,delivered,outbound-api,1,0.0075,USD,,2026-09-17T00:00:00-04:00,2026-09-17T00:00:00-04:00
