id,customer,amount,currency,status,paid,refunded,amount_refunded,description,payment_intent,created
ch_0000,cust_0027,14254,usd,succeeded,true,false,0,Mykonos Taverna charge 0,pi_0000,2026-07-28T15:30:34Z
ch_0001,cust_0028,11965,usd,succeeded,true,false,0,Mykonos Taverna charge 1,pi_0001,2026-03-28T03:38:10Z
ch_0002,cust_0013,7837,usd,succeeded,true,false,0,Mykonos Taverna charge 2,pi_0002,2026-04-23T07:30:21Z
ch_0003,cust_0049,4513,usd,succeeded,true,false,0,Mykonos Taverna charge 3,pi_0003,2026-04-27T11:00:39Z
ch_0004,cust_0002,1549,usd,succeeded,true,false,0,Mykonos Taverna charge 4,pi_0004,2026-02-27T16:34:50Z
ch_0005,cust_0044,10862,usd,succeeded,true,false,0,Mykonos Taverna charge 5,pi_0005,2026-10-06T17:26:03Z
ch_0006,cust_0037,10876,usd,succeeded,true,false,0,Mykonos Taverna charge 6,pi_0006,2026-06-25T16:42:06Z
ch_0007,cust_0043,3234,usd,succeeded,true,false,0,Mykonos Taverna charge 7,pi_0007,2026-06-29T19:24:05Z
ch_0008,cust_0030,5539,usd,succeeded,true,false,0,Mykonos Taverna charge 8,pi_0008,2026-09-20T14:08:35Z
ch_0009,cust_0041,14085,usd,succeeded,true,false,0,Mykonos Taverna charge 9,pi_0009,2026-01-09T19:49:58Z
ch_0010,cust_0006,2621,usd,succeeded,true,false,0,Mykonos Taverna charge 10,pi_0010,2026-04-08T19:14:32Z
ch_0011,cust_0017,4307,usd,succeeded,true,false,0,Mykonos Taverna charge 11,pi_0011,2026-02-26T20:41:16Z
ch_0012,cust_0037,13181,usd,succeeded,true,false,0,Mykonos Taverna charge 12,pi_0012,2026-03-27T03:40:37Z
ch_0013,cust_0030,12586,usd,succeeded,true,false,0,Mykonos Taverna charge 13,pi_0013,2026-06-16T00:35:06Z
ch_0014,cust_0047,13408,usd,succeeded,true,false,0,Mykonos Taverna charge 14,pi_0014,2026-09-14T07:47:00Z
ch_0015,cust_0006,9315,usd,succeeded,true,false,0,Mykonos Taverna charge 15,pi_0015,2026-04-09T21:08:32Z
ch_0016,cust_0043,11500,usd,succeeded,true,false,0,Mykonos Taverna charge 16,pi_0016,2026-07-15T04:20:19Z
ch_0017,cust_0001,4451,usd,succeeded,true,false,0,Mykonos Taverna charge 17,pi_0017,2026-02-13T06:03:45Z
ch_0018,cust_0049,4920,usd,succeeded,true,false,0,Mykonos Taverna charge 18,pi_0018,2026-06-20T09:50:12Z
ch_0019,cust_0022,6111,usd,succeeded,true,false,0,Mykonos Taverna charge 19,pi_0019,2026-05-02T17:17:02Z
ch_0020,cust_0030,2279,usd,succeeded,true,false,0,Mykonos Taverna charge 20,pi_0020,2026-03-06T20:58:52Z
ch_0021,cust_0019,4970,usd,succeeded,true,false,0,Mykonos Taverna charge 21,pi_0021,2026-06-14T07:11:31Z
ch_0022,cust_0046,7519,usd,succeeded,true,false,0,Mykonos Taverna charge 22,pi_0022,2026-08-15T04:16:52Z
ch_0023,cust_0042,7508,usd,succeeded,true,false,0,Mykonos Taverna charge 23,pi_0023,2026-07-18T19:18:31Z
ch_0024,cust_0001,5475,usd,succeeded,true,false,0,Mykonos Taverna charge 24,pi_0024,2026-03-31T07:20:29Z
ch_0025,cust_0032,5269,usd,succeeded,true,false,0,Mykonos Taverna charge 25,pi_0025,2026-04-08T16:58:52Z
ch_0026,cust_0014,2753,usd,succeeded,true,false,0,Mykonos Taverna charge 26,pi_0026,2026-07-01T14:45:35Z
ch_0027,cust_0047,3136,usd,succeeded,true,false,0,Mykonos Taverna charge 27,pi_0027,2026-05-09T17:19:16Z
ch_0028,cust_0033,2877,usd,succeeded,true,false,0,Mykonos Taverna charge 28,pi_0028,2026-09-24T04:51:22Z
ch_0029,cust_0024,8224,usd,succeeded,true,false,0,Mykonos Taverna charge 29,pi_0029,2026-02-27T17:53:05Z
ch_0030,cust_0018,11166,usd,succeeded,true,false,0,Mykonos Taverna charge 30,pi_0030,2026-04-25T11:24:32Z
ch_0031,cust_0002,9130,usd,succeeded,true,false,0,Mykonos Taverna charge 31,pi_0031,2026-03-05T06:56:15Z
ch_0032,cust_0013,13822,usd,succeeded,true,false,0,Mykonos Taverna charge 32,pi_0032,2026-07-27T18:26:23Z
ch_0033,cust_0021,13177,usd,succeeded,true,false,0,Mykonos Taverna charge 33,pi_0033,2026-02-09T15:03:37Z
ch_0034,cust_0002,12324,usd,succeeded,true,false,0,Mykonos Taverna charge 34,pi_0034,2026-01-30T19:33:54Z
ch_0035,cust_0034,4805,usd,succeeded,true,false,0,Mykonos Taverna charge 35,pi_0035,2026-06-19T10:34:20Z
ch_0036,cust_0043,9678,usd,succeeded,true,false,0,Mykonos Taverna charge 36,pi_0036,2026-08-15T18:30:25Z
ch_0037,cust_0003,5973,usd,succeeded,true,false,0,Mykonos Taverna charge 37,pi_0037,2026-03-14T19:57:56Z
ch_0038,cust_0021,11123,usd,succeeded,true,false,0,Mykonos Taverna charge 38,pi_0038,2026-04-20T01:24:56Z
ch_0039,cust_0005,4477,usd,succeeded,true,false,0,Mykonos Taverna charge 39,pi_0039,2026-03-06T10:49:48Z
ch_0040,cust_0041,13503,usd,succeeded,true,false,0,Mykonos Taverna charge 40,pi_0040,2026-01-17T17:14:33Z
ch_0041,cust_0004,2472,usd,succeeded,true,false,0,Mykonos Taverna charge 41,pi_0041,2026-10-03T16:41:30Z
ch_0042,cust_0048,4998,usd,succeeded,true,false,0,Mykonos Taverna charge 42,pi_0042,2026-07-07T11:26:37Z
ch_0043,cust_0007,13428,usd,succeeded,true,false,0,Mykonos Taverna charge 43,pi_0043,2026-03-24T23:09:01Z
ch_0044,cust_0017,3633,usd,succeeded,true,false,0,Mykonos Taverna charge 44,pi_0044,2026-03-10T12:02:30Z
ch_0045,cust_0016,8050,usd,succeeded,true,false,0,Mykonos Taverna charge 45,pi_0045,2026-04-23T09:07:05Z
ch_0046,cust_0034,11329,usd,succeeded,true,false,0,Mykonos Taverna charge 46,pi_0046,2026-08-20T07:54:11Z
ch_0047,cust_0043,11796,usd,succeeded,true,false,0,Mykonos Taverna charge 47,pi_0047,2026-01-08T02:11:42Z
ch_0048,cust_0018,12822,usd,succeeded,true,false,0,Mykonos Taverna charge 48,pi_0048,2026-03-01T01:26:43Z
ch_0049,cust_0026,8595,usd,succeeded,true,false,0,Mykonos Taverna charge 49,pi_0049,2026-07-11T17:57:54Z
ch_0050,cust_0022,10107,usd,succeeded,true,false,0,Mykonos Taverna charge 50,pi_0050,2026-01-16T22:53:07Z
ch_0051,cust_0012,7975,usd,succeeded,true,false,0,Mykonos Taverna charge 51,pi_0051,2026-01-17T23:49:23Z
ch_0052,cust_0025,10491,usd,succeeded,true,false,0,Mykonos Taverna charge 52,pi_0052,2026-06-26T10:47:48Z
ch_0053,cust_0041,2936,usd,succeeded,true,false,0,Mykonos Taverna charge 53,pi_0053,2026-07-25T07:42:19Z
ch_0054,cust_0023,4514,usd,succeeded,true,false,0,Mykonos Taverna charge 54,pi_0054,2026-04-05T01:03:39Z
ch_0055,cust_0025,14307,usd,succeeded,true,false,0,Mykonos Taverna charge 55,pi_0055,2026-02-10T08:06:57Z
ch_0056,cust_0014,11044,usd,succeeded,true,false,0,Mykonos Taverna charge 56,pi_0056,2026-01-01T15:22:15Z
ch_0057,cust_0025,4569,usd,succeeded,true,false,0,Mykonos Taverna charge 57,pi_0057,2026-07-18T16:38:45Z
ch_0058,cust_0008,3995,usd,succeeded,true,false,0,Mykonos Taverna charge 58,pi_0058,2026-03-20T15:35:16Z
ch_0059,cust_0046,9580,usd,succeeded,true,false,0,Mykonos Taverna charge 59,pi_0059,2026-08-07T21:30:45Z
ch_0060,cust_0027,5734,usd,succeeded,true,false,0,Mykonos Taverna charge 60,pi_0060,2026-06-10T11:44:54Z
ch_0061,cust_0048,5849,usd,succeeded,true,false,0,Mykonos Taverna charge 61,pi_0061,2026-03-16T12:02:57Z
ch_0062,cust_0014,3617,usd,succeeded,true,false,0,Mykonos Taverna charge 62,pi_0062,2026-05-03T08:55:55Z
ch_0063,cust_0009,13427,usd,succeeded,true,false,0,Mykonos Taverna charge 63,pi_0063,2026-03-04T01:52:49Z
ch_0064,cust_0018,7564,usd,succeeded,true,false,0,Mykonos Taverna charge 64,pi_0064,2026-06-12T19:39:52Z
ch_0065,cust_0011,6993,usd,succeeded,true,false,0,Mykonos Taverna charge 65,pi_0065,2026-05-25T16:53:41Z
ch_0066,cust_0026,11095,usd,succeeded,true,false,0,Mykonos Taverna charge 66,pi_0066,2026-01-02T16:58:33Z
ch_0067,cust_0009,9380,usd,succeeded,true,false,0,Mykonos Taverna charge 67,pi_0067,2026-07-24T11:42:10Z
ch_0068,cust_0040,3126,usd,succeeded,true,false,0,Mykonos Taverna charge 68,pi_0068,2026-03-08T10:19:22Z
ch_0069,cust_0023,1572,usd,succeeded,true,false,0,Mykonos Taverna charge 69,pi_0069,2026-07-14T19:34:29Z
ch_0070,cust_0045,13699,usd,succeeded,true,false,0,Mykonos Taverna charge 70,pi_0070,2026-08-25T18:23:16Z
ch_0071,cust_0026,11324,usd,succeeded,true,false,0,Mykonos Taverna charge 71,pi_0071,2026-05-12T15:18:38Z
ch_0072,cust_0019,12352,usd,succeeded,true,false,0,Mykonos Taverna charge 72,pi_0072,2026-09-14T11:19:33Z
ch_0073,cust_0017,11194,usd,succeeded,true,false,0,Mykonos Taverna charge 73,pi_0073,2026-01-04T05:01:05Z
ch_0074,cust_0026,11011,usd,succeeded,true,false,0,Mykonos Taverna charge 74,pi_0074,2026-04-15T02:11:19Z
ch_0075,cust_0019,3446,usd,succeeded,true,false,0,Mykonos Taverna charge 75,pi_0075,2026-06-06T03:13:00Z
ch_0076,cust_0035,10649,usd,succeeded,true,false,0,Mykonos Taverna charge 76,pi_0076,2026-07-25T00:20:32Z
