id,customer,subscription,amount_due,amount_paid,currency,status,number,charge,created,due_date
sinv_0000,cust_0024,,4695,4045,usd,open,INV-1000,ch_0000,2026-05-03T22:14:51Z,2026-01-21
sinv_0001,cust_0010,,4141,9176,usd,paid,INV-1001,ch_0001,2026-07-18T04:11:41Z,2026-03-12
sinv_0002,cust_0012,,5413,366,usd,open,INV-1002,ch_0002,2026-05-14T19:28:38Z,2026-05-16
sinv_0003,cust_0004,,6661,1554,usd,open,INV-1003,ch_0003,2026-07-30T02:52:33Z,2026-05-29
sinv_0004,cust_0045,,4029,9424,usd,open,INV-1004,ch_0004,2026-01-11T09:45:59Z,2026-05-22
sinv_0005,cust_0035,,4297,9194,usd,open,INV-1005,ch_0005,2026-01-11T00:07:09Z,2026-09-14
sinv_0006,cust_0046,,8895,1027,usd,paid,INV-1006,ch_0006,2026-07-12T02:09:56Z,2026-02-03
sinv_0007,cust_0003,,9063,2865,usd,paid,INV-1007,ch_0007,2026-05-10T09:57:20Z,2026-01-04
sinv_0008,cust_0023,,2172,3427,usd,paid,INV-1008,ch_0008,2026-04-03T01:22:18Z,2026-03-28
sinv_0009,cust_0004,,6059,2937,usd,open,INV-1009,ch_0009,2026-05-14T21:41:16Z,2026-02-27
sinv_0010,cust_0024,,8031,1843,usd,paid,INV-1010,ch_0010,2026-10-04T01:10:53Z,2026-06-02
sinv_0011,cust_0022,,3815,8646,usd,paid,INV-1011,ch_0011,2026-09-23T08:26:32Z,2026-07-15
sinv_0012,cust_0039,,5973,9321,usd,paid,INV-1012,ch_0012,2026-07-06T07:48:44Z,2026-02-23
sinv_0013,cust_0015,,8427,3086,usd,paid,INV-1013,ch_0013,2026-01-07T05:27:05Z,2026-02-18
sinv_0014,cust_0017,,7466,3479,usd,open,INV-1014,ch_0014,2026-02-23T17:29:12Z,2026-10-01
sinv_0015,cust_0045,,5989,1488,usd,paid,INV-1015,ch_0015,2026-01-26T09:05:00Z,2026-08-26
sinv_0016,cust_0004,,3789,8389,usd,open,INV-1016,ch_0016,2026-07-07T00:21:40Z,2026-06-12
sinv_0017,cust_0043,,9105,8188,usd,open,INV-1017,ch_0017,2026-10-02T22:56:13Z,2026-10-09
sinv_0018,cust_0017,,5447,5107,usd,open,INV-1018,ch_0018,2026-08-02T12:57:19Z,2026-01-14
sinv_0019,cust_0040,,7545,7803,usd,paid,INV-1019,ch_0019,2026-01-18T05:30:04Z,2026-09-24
sinv_0020,cust_0020,,8346,3287,usd,paid,INV-1020,ch_0020,2026-03-31T00:54:22Z,2026-03-31
sinv_0021,cust_0016,,5814,2432,usd,paid,INV-1021,ch_0021,2026-09-23T05:08:02Z,2026-04-13
sinv_0022,cust_0039,,3766,9456,usd,open,INV-1022,ch_0022,2026-08-27T11:21:34Z,2026-03-22
