contact_id,name,first_name,last_name,email,is_customer,is_supplier,status,account_number
cnt_xero_who,World Health Organization,,,who-consulting@who.int,true,false,ACTIVE,WHO-2026
cnt_xero_unicef,UNICEF ESA,,,unicef-consulting@unicef.org,true,false,ACTIVE,UNICEF-2026
cnt_xero_delta,Delta Air Lines,,,,false,true,ACTIVE,DL-2026
cnt_xero_airbnb,Airbnb,,,,false,true,ACTIVE,ABB-2026
cnt_xero_path,PATH,,,david.kim@path.org,true,false,ACTIVE,PATH-2026
cnt_xero_gavi,Gavi Vaccine Alliance,,,sonia.rosales@gavi.org,true,false,ACTIVE,GAVI-2026
cnt_xero_mc,Malaria Consortium,,,sarah.fitzgerald@malariaconsortium.org,true,false,ACTIVE,MC-2026
cnt_xero_uber,Uber Technologies,,,,false,true,ACTIVE,UBR-2026
cnt_xero_zoto,Zotero,,,,false,true,ACTIVE,ZOT-2026
cnt_xero_stata,StataCorp,,,,false,true,ACTIVE,STATA-2026
cnt_xero_rev,Rev.com,,,,false,true,ACTIVE,REV-2026
cnt_xero_twilio,Twilio,,,,false,true,ACTIVE,TWL-2026
cnt_xero_att,AT&T,,,,false,true,ACTIVE,ATT-2026
cnt_xero_marriott,Marriott,,,,false,true,ACTIVE,MRT-CONF-2026
cnt_xero_eventbrite,Eventbrite,,,,false,true,ACTIVE,EVB-2026
cnt_xero_idsa,ID Society,,,,false,true,ACTIVE,IDS-2026
cnt_xero_aap,AAP,,,,false,true,ACTIVE,AAP-2026
cnt_xero_shea,SHEA,,,,false,true,ACTIVE,SHEA-2026
