account_id,display_name,email,active
acc-cfcd208495,Amanda Martinez,amanda.martinez@Finthesiss.ai,true
acc-c4ca4238a0,Chukwuemeka Martinez,emeka.martinez@gmail.com,true
acc-c81e728d9d,Ngozi Martinez,ngozi.martinez@gmail.com,true
acc-eccbc87e4b,Adaeze Martinez,ada.martinez@gmail.com,true
acc-a87ff679a2,Obinna Okafor,obinna.okafor@gmail.com,true
acc-e4da3b7fbb,Kwame Osei,kwame.osei@gmail.com,true
acc-1679091c5a,Yemi Adeyemi,yemi.adeyemi@gmail.com,true
acc-8f14e45fce,DJ Sage,dj.sage@gmail.com,true
acc-c9f0f895fb,Amina Diallo,amina.diallo@gmail.com,true
acc-45c48cce2e,Marcus Cole,marcus.cole@ashdaletech.com,true
acc-cfcd208495-010,Tunde Bakare,tunde.bakare@gmail.com,true
acc-c4ca4238a0-011,Mr. Philip Schultz DDS,mr.philip.schultz.dds@hotmail.com,true
acc-c81e728d9d-012,Kristin Wilkinson,kristin.wilkinson@icloud.com,true
acc-eccbc87e4b-013,Andrew Keller,andrew.keller@yahoo.com,true
acc-a87ff679a2-014,Rebecca Murray,rebecca.murray@icloud.com,true
acc-e4da3b7fbb-015,Sylvia Williams,sylvia.williams@me.com,true
acc-1679091c5a-016,Joseph Miller MD,joseph.miller.md@hotmail.com,true
acc-8f14e45fce-017,Pamela Mullins,pamela.mullins@hotmail.com,true
acc-c9f0f895fb-018,Jennifer Jones,jennifer.jones@yahoo.com,true
acc-45c48cce2e-019,Shannon Fernandez,shannon.fernandez@icloud.com,true
