account_id,display_name,email,active
acc-gloria,Gloria Gross,gloria.gross@nordmeer-mu.de,true
acc-nils,Nils Johansen,nils@frisian-dive.example.de,true
acc-karin,Karin Henriksen,karin@nf7.example.de,true
accoun-00004,Zephyr quartz 4,alex.frank004@example.com,false
accoun-00005,Iris pine 5,rowan.lorenz005@example.com,true
accoun-00006,Bravo quartz 6,nora.frank006@example.com,false
accoun-00007,Quartz grove 7,sven.meyer007@example.com,true
accoun-00008,Grove meadow 8,alex.sommer008@example.com,false
accoun-00009,Zephyr tidal 9,timo.vogel009@example.com,false
accoun-00010,Iris pine 10,riley.schulz010@example.com,true
accoun-00011,Pine frost 11,sage.frank011@example.com,true
accoun-00012,Iris ember 12,emil.richter012@example.com,false
accoun-00013,Harbor grove 13,alex.berg013@example.com,false
accoun-00014,Kelp iris 14,taylor.sommer014@example.com,true
accoun-00015,Violet zephyr 15,alex.sommer015@example.com,false
accoun-00016,Ember frost 16,lena.haas016@example.com,false
accoun-00017,Cedar pine 17,paul.haas017@example.com,false
accoun-00018,Delta quartz 18,sam.lorenz018@example.com,true
accoun-00019,Grove pine 19,paul.arnold019@example.com,false
accoun-00020,Ember willow 20,avery.haas020@example.com,true
accoun-00021,Cedar harbor 21,parker.schulz021@example.com,true
accoun-00022,Meadow kelp 22,paul.meyer022@example.com,false
accoun-00023,Alpha tidal 23,avery.wolf023@example.com,true
accoun-00024,River iris 24,reese.klein024@example.com,false
accoun-00025,River harbor 25,sage.busch025@example.com,false
accoun-00026,Pine willow 26,sven.braun026@example.com,true
accoun-00027,Meadow haze 27,taylor.koch027@example.com,true
accoun-00028,Frost frost 28,emil.richter028@example.com,false
accoun-00029,Summit coral 29,lena.winter029@example.com,false
accoun-00030,Jade bravo 30,quinn.vogel030@example.com,false
accoun-00031,River harbor 31,avery.arnold031@example.com,true
accoun-00032,Kelp tidal 32,avery.wolf032@example.com,true
accoun-00033,Quartz harbor 33,sage.meyer033@example.com,true
accoun-00034,Pine frost 34,blair.berg034@example.com,false
accoun-00035,Pine jade 35,mara.richter035@example.com,true
accoun-00036,Zephyr umber 36,timo.berg036@example.com,true
accoun-00037,Coral umber 37,taylor.haas037@example.com,true
accoun-00038,Ember meadow 38,taylor.lorenz038@example.com,false
accoun-00039,Zephyr bravo 39,avery.frank039@example.com,true
accoun-00040,Summit iris 40,sam.richter040@example.com,false
accoun-00041,Summit orbit 41,morgan.schulz041@example.com,false
accoun-00042,Frost cedar 42,avery.richter042@example.com,false
