contact_id,name,first_name,last_name,email,is_customer,is_supplier,status,account_number
xc-terre,Galerie Terre,Jean Luc,Moreau,jl.moreau@galerie-terre.fr,True,False,ACTIVE,GT-001
xc-terre-forwarder,Paris Art Forwarders,Camille,Dupont,camille@paris-art-forwarders.fr,False,True,ACTIVE,PAF-011
xc-fedex-fr,FedEx France,Julien,Bernard,biz@fedex.fr,False,True,ACTIVE,FDX-FR-023
xc-insurance,AXA Fine Art,Sophie,Laurent,studio@axa-fineart.fr,False,True,ACTIVE,AXA-FA-014
xc-print-fr,Atelier Papier Paris,Marc,Perrin,orders@papier-paris.fr,False,True,ACTIVE,APP-045
xc-translator-fr,Alicia Chen Translations,Alicia,Chen,alicia@chen-trans.fr,False,True,ACTIVE,ACT-021
xc-terre-collector-1,Isabelle Rousseau,Isabelle,Rousseau,isabelle.rousseau@paris-collector.fr,True,False,ACTIVE,COL-011
xc-terre-collector-2,Antoine Girard,Antoine,Girard,antoine.girard@paris-collector.fr,True,False,ACTIVE,COL-012
xc-bank-bnp,BNP Paribas,Bank,BNP,support@bnpparibas.fr,False,True,ACTIVE,BNP-021
xc-bank-wise,Wise Payments,Bank,Wise,support@wise.com,False,True,ACTIVE,WISE-011
