invoice_id,invoice_number,type,contact_id,contact_name,date,due_date,status,line_amount_types,sub_total,total_tax,total,amount_due,amount_paid,currency_code,reference
83ff7134-8a5a-058b-80d7-df5d3bf6b28f,INV-2001,ACCREC,90e91a47-64e7-1834-6513-7dea38a80e80,Cedar Hills Nursery,2026-01-08,2026-02-07,PAID,Exclusive,40.00,0.00,40.00,0.00,40.00,USD,2026 Annual dues
2daa4791-5d4d-655f-ab7d-de503039459c,INV-2002,ACCREC,8876fb54-62c6-0b9e-8ac5-f8eeaab3fd66,Portland Bark Supply,2026-01-15,2026-02-14,PAID,Exclusive,40.00,0.00,40.00,0.00,40.00,USD,2026 Annual dues
1fad6a3d-f78b-fd5a-7510-249fb56e5573,INV-2003,ACCREC,278df8c2-18b6-5a21-ad0a-e2916609871c,Beaverton Community Center,2026-01-22,2026-02-21,PAID,Exclusive,40.00,0.00,40.00,0.00,40.00,USD,2026 Annual dues
17538854-24ca-14eb-6617-9ee5c0601098,INV-2004,ACCREC,3291328d-36f7-0829-2a50-c27971620bd9,Rainier Insurance Group,2026-01-29,2026-02-28,PAID,Exclusive,40.00,0.00,40.00,0.00,40.00,USD,2026 Annual dues
e6f70eee-4cdc-f5fd-d1dc-dfb88937c7a5,INV-2005,ACCREC,5576b15b-1d83-3482-9cf5-ff566f791fdd,PGE - Community Grant Program,2026-02-05,2026-03-07,AUTHORISED,Exclusive,40.00,0.00,40.00,40.00,0.00,USD,2026 Annual dues
a6208f27-9b0e-4b61-2cfe-e0fb5887d2f9,INV-2006,ACCREC,15b95009-3ac0-f127-544d-6d2b6de76c45,Nancy Delgado,2026-02-12,2026-03-14,PAID,Exclusive,40.00,0.00,40.00,0.00,40.00,USD,2026 Annual dues
5d0a60fb-7370-f536-a2d1-73c7d6c350fe,INV-2007,ACCREC,f7036c13-9869-cd86-0a21-b6acbddbe9d6,Ruth Kobayashi,2026-02-19,2026-03-21,PAID,Exclusive,40.00,0.00,40.00,0.00,40.00,USD,2026 Annual dues
5db63daa-5c1f-d5f5-6585-fd0e4a662bd6,INV-2008,ACCREC,5ee0feb0-238d-1e70-f7c6-5912757e05f8,Margaret Kim,2026-02-26,2026-03-28,PAID,Exclusive,40.00,0.00,40.00,0.00,40.00,USD,2026 Annual dues
dd35928f-b70b-1406-d267-400b3b38257f,INV-2009,ACCREC,603b094b-baab-25b6-75c9-5d530fa0bb81,Harold Bennett,2026-03-05,2026-04-04,PAID,Exclusive,40.00,0.00,40.00,0.00,40.00,USD,2026 Annual dues
13e8eb9b-375a-d5f2-5531-bed8cccbc51c,INV-2010,ACCREC,9fda2347-42a2-f18e-0f0c-96f0301dba4f,Emily Nakashima,2026-03-12,2026-04-11,AUTHORISED,Exclusive,40.00,0.00,40.00,40.00,0.00,USD,2026 Annual dues
