contact_id,name,first_name,last_name,email,is_customer,is_supplier,status,account_number
c-frisian-dive,Frisian Dive Operations,Nils,Johansen,nils@frisian-dive.example.de,false,true,ACTIVE,FDO-001
contac-00002,Kelp quartz 2,Quinn,Winter,timo.berg002@example.com,tidal-2,iris-2,open,215
contac-00003,Alpha tidal 3,Sven,Schulz,inga.klein003@example.com,harbor-3,grove-3,standard,509
contac-00004,Harbor iris 4,Alex,Schulz,reese.busch004@example.com,cedar-4,coral-4,closed,464
contac-00005,Orbit violet 5,Sam,Arnold,jamie.koch005@example.com,summit-5,delta-5,active,717
contac-00006,Umber meadow 6,Alex,Meyer,timo.berg006@example.com,alpha-6,zephyr-6,closed,882
contac-00007,Zephyr orbit 7,Sage,Lorenz,sage.sommer007@example.com,pine-7,harbor-7,closed,35
contac-00008,Pine orbit 8,Riley,Busch,sam.koch008@example.com,delta-8,coral-8,pending,522
contac-00009,Cedar ember 9,Devon,Frank,timo.klein009@example.com,coral-9,pine-9,open,427
contac-00010,Orbit summit 10,Timo,Frank,blair.wolf010@example.com,meadow-10,cedar-10,closed,830
contac-00011,Iris harbor 11,Lena,Klein,nora.frank011@example.com,frost-11,meadow-11,closed,426
contac-00012,Umber haze 12,Sam,Busch,morgan.wolf012@example.com,pine-12,cedar-12,closed,893
contac-00013,Ember summit 13,Avery,Richter,blair.richter013@example.com,jade-13,ember-13,closed,860
contac-00014,Tidal cedar 14,Casey,Sommer,emil.meyer014@example.com,harbor-14,bravo-14,pending,25
contac-00015,Pine frost 15,Devon,Lorenz,paul.sommer015@example.com,willow-15,meadow-15,closed,340
contac-00016,Bravo frost 16,Blair,Richter,taylor.koch016@example.com,jade-16,quartz-16,active,313
contac-00017,Willow tidal 17,Morgan,Busch,devon.haas017@example.com,pine-17,zephyr-17,closed,785
contac-00018,Jade harbor 18,Emil,Meyer,paul.schulz018@example.com,violet-18,bravo-18,pending,3
contac-00019,Meadow umber 19,Quinn,Vogel,jordan.richter019@example.com,ember-19,pine-19,general,855
contac-00020,Bravo kelp 20,Quinn,Lorenz,riley.wolf020@example.com,zephyr-20,ember-20,standard,536
contac-00021,Jade bravo 21,Blair,Winter,inga.schulz021@example.com,haze-21,orbit-21,general,540
contac-00022,Ember summit 22,Parker,Lorenz,jamie.wolf022@example.com,zephyr-22,pine-22,closed,623
contac-00023,Cedar quartz 23,Lena,Haas,timo.haas023@example.com,pine-23,orbit-23,closed,425
contac-00024,Ember tidal 24,Morgan,Busch,reese.berg024@example.com,meadow-24,delta-24,general,408
contac-00025,Cedar alpha 25,Morgan,Haas,sven.richter025@example.com,willow-25,quartz-25,general,842
contac-00026,Grove pine 26,Jordan,Braun,inga.meyer026@example.com,quartz-26,haze-26,standard,691
contac-00027,Alpha willow 27,Emil,Arnold,timo.winter027@example.com,kelp-27,tidal-27,general,314
contac-00028,Tidal quartz 28,Sam,Braun,jordan.berg028@example.com,frost-28,cedar-28,pending,75
contac-00029,Violet pine 29,Riley,Sommer,inga.busch029@example.com,violet-29,tidal-29,open,541
contac-00030,Alpha jade 30,Alex,Arnold,reese.sommer030@example.com,quartz-30,quartz-30,closed,896
contac-00031,Summit delta 31,Timo,Busch,riley.frank031@example.com,quartz-31,cedar-31,pending,642
contac-00032,Zephyr kelp 32,Jordan,Klein,jordan.braun032@example.com,ember-32,willow-32,active,395
contac-00033,Ember ember 33,Parker,Meyer,lena.klein033@example.com,jade-33,quartz-33,pending,55
contac-00034,Haze frost 34,Casey,Vogel,quinn.richter034@example.com,violet-34,grove-34,open,883
contac-00035,Pine kelp 35,Paul,Winter,blair.haas035@example.com,willow-35,meadow-35,closed,333
contac-00036,Willow frost 36,Casey,Schulz,inga.winter036@example.com,haze-36,quartz-36,active,188
contac-00037,Delta bravo 37,Mara,Sommer,taylor.wolf037@example.com,jade-37,bravo-37,general,31
contac-00038,Coral willow 38,Avery,Haas,parker.haas038@example.com,harbor-38,river-38,standard,820
contac-00039,Frost harbor 39,Rowan,Busch,sam.busch039@example.com,umber-39,river-39,closed,246
contac-00040,Jade delta 40,Nora,Berg,nora.busch040@example.com,haze-40,delta-40,pending,458
contac-00041,Quartz frost 41,Sage,Braun,sage.winter041@example.com,delta-41,frost-41,closed,269
contac-00042,Kelp haze 42,Sage,Frank,emil.frank042@example.com,zephyr-42,zephyr-42,pending,307
contac-00043,Harbor grove 43,Reese,Schulz,lena.klein043@example.com,ember-43,iris-43,pending,351
