envelope_id,status,email_subject,sender_name,sender_email,created_time,sent_time,completed_time,template_id
env-consent-en-v3-2,sent,IRB Renewal Consent Form v3.2 EN - Please Review and Sign,Amanda Torres,a.torres@coastalcardiology.com,2026-09-10T14:00:00Z,2026-09-10T14:15:00Z,in_flight,tpl-consent
env-consent-es-v3-2,draft,IRB Renewal Consent Form v3.2 ES - Please Review and Sign,Amanda Torres,a.torres@coastalcardiology.com,2026-09-20T09:00:00Z,2026-09-10T00:00:00Z,in_flight,tpl-consent
env-investigator-brochure-v4,sent,Investigator Brochure v4 - Please Review,Jason Campbell,j.campbell@coastalcardiology.com,2026-09-12T10:00:00Z,2026-09-12T10:30:00Z,in_flight,tpl-ib
env-financial-disc-2026,expired,Financial Disclosure 2026 - Please Sign,Jason Campbell,j.campbell@coastalcardiology.com,2026-06-01T09:00:00Z,2026-06-01T10:00:00Z,in_flight,tpl-financial-disc
env-dsmb-minutes-q3,completed,DSMB Q3 Member Acknowledgment - Please Sign,Jason Campbell,j.campbell@coastalcardiology.com,2026-09-15T09:00:00Z,2026-09-15T09:30:00Z,2026-09-19T14:00:00Z,tpl-dsmb
env-coord-cred-torres,sent,Coordinator Training Completion - Please Sign,Jason Campbell,j.campbell@coastalcardiology.com,2026-09-18T09:00:00Z,2026-09-18T10:00:00Z,in_flight,tpl-coord-cred
env-mayo-site-agreement,completed,Site Initiation Certificate - Please Sign,Jason Campbell,j.campbell@coastalcardiology.com,2026-08-01T09:00:00Z,2026-08-01T09:30:00Z,2026-08-15T14:00:00Z,tpl-site-agreement
env-baptist-site-agreement,sent,Data Sharing Agreement - Please Review and Sign,Jason Campbell,j.campbell@coastalcardiology.com,2026-09-05T09:00:00Z,2026-09-05T10:00:00Z,in_flight,tpl-site-agreement
env-summit-site-agreement,expired,Manuscript Authorship Agreement - Please Review,Jason Campbell,j.campbell@coastalcardiology.com,2026-06-01T09:00:00Z,2026-06-01T10:00:00Z,in_flight,tpl-site-agreement
env-ref-000,completed,Grant Milestone Acknowledgment - Please Sign,Amanda Torres,a.torres@coastalcardiology.com,2026-03-09T09:00:00Z,2026-07-10T10:00:00Z,2026-09-25T00:00:00Z,tpl-site-agreement
env-ref-001,declined,Coordinator Handoff Notes - Please Countersign,Amanda Torres,a.torres@coastalcardiology.com,2026-07-02T09:00:00Z,2026-03-16T10:00:00Z,in_flight,tpl-consent
env-ref-002,draft,Q4 Rotation Certificate - Please Sign,Amanda Torres,a.torres@coastalcardiology.com,2026-05-12T09:00:00Z,2026-06-01T10:00:00Z,in_flight,tpl-consent
env-ref-003,expired,Fellowship Completion Certificate - Please Sign,Amanda Torres,a.torres@coastalcardiology.com,2026-06-24T09:00:00Z,2026-03-04T10:00:00Z,in_flight,tpl-site-agreement
env-ref-004,voided,Practice Standing Orders - Please Countersign,Amanda Torres,a.torres@coastalcardiology.com,2026-03-28T09:00:00Z,2026-02-16T10:00:00Z,in_flight,tpl-consent
env-ref-005,declined,Consent Form v3.1 Retirement - Please Acknowledge,Amanda Torres,a.torres@coastalcardiology.com,2026-02-19T09:00:00Z,2026-05-16T10:00:00Z,in_flight,tpl-amendment
env-ref-006,completed,Site Visit Report - Please Countersign,Amanda Torres,a.torres@coastalcardiology.com,2026-04-06T09:00:00Z,2026-06-10T10:00:00Z,2026-08-23T00:00:00Z,tpl-amendment
env-ref-007,declined,DSMB Q3 Minutes - Please Countersign,Amanda Torres,a.torres@coastalcardiology.com,2026-01-26T09:00:00Z,2026-01-03T10:00:00Z,in_flight,tpl-amendment
env-ref-008,sent,Manuscript Section 3 Draft - Please Review,Amanda Torres,a.torres@coastalcardiology.com,2026-05-16T09:00:00Z,2026-01-09T10:00:00Z,in_flight,tpl-amendment
env-ref-009,expired,Manuscript Section 2 Draft - Please Review,Amanda Torres,a.torres@coastalcardiology.com,2026-04-06T09:00:00Z,2026-07-21T10:00:00Z,in_flight,tpl-consent
env-ref-010,sent,Manuscript Section 4 Draft - Please Review,Amanda Torres,a.torres@coastalcardiology.com,2026-05-26T09:00:00Z,2026-03-10T10:00:00Z,in_flight,tpl-site-agreement
env-ref-011,sent,Data Management Plan v2 - Please Review,Amanda Torres,a.torres@coastalcardiology.com,2026-07-17T09:00:00Z,2026-03-06T10:00:00Z,in_flight,tpl-amendment
env-ref-012,sent,Analysis Pipeline v1.4.0 - Please Countersign,Amanda Torres,a.torres@coastalcardiology.com,2026-02-22T09:00:00Z,2026-08-02T10:00:00Z,in_flight,tpl-consent
env-ref-013,sent,Q4 Site Visit Report - Riverside Main - Please Sign,Amanda Torres,a.torres@coastalcardiology.com,2026-07-05T09:00:00Z,2026-03-20T10:00:00Z,in_flight,tpl-site-agreement
env-ref-014,declined,Q4 Site Visit Report - Riverside Annex - Please Sign,Amanda Torres,a.torres@coastalcardiology.com,2026-06-08T09:00:00Z,2026-03-20T10:00:00Z,in_flight,tpl-consent
env-ref-015,sent,Q4 Site Visit Report - Summit Primary - Please Sign,Amanda Torres,a.torres@coastalcardiology.com,2026-05-14T09:00:00Z,2026-07-03T10:00:00Z,in_flight,tpl-site-agreement
env-ref-016,completed,Q4 Site Visit Report - Summit Satellite - Please Sign,Amanda Torres,a.torres@coastalcardiology.com,2026-02-18T09:00:00Z,2026-03-18T10:00:00Z,2026-08-17T00:00:00Z,tpl-consent
env-ref-017,declined,Q4 Site Visit Report - St Johns Main - Please Sign,Amanda Torres,a.torres@coastalcardiology.com,2026-05-12T09:00:00Z,2026-07-20T10:00:00Z,in_flight,tpl-consent
env-ref-018,expired,Q4 Site Visit Report - St Johns Annex - Please Sign,Amanda Torres,a.torres@coastalcardiology.com,2026-04-23T09:00:00Z,2026-02-14T10:00:00Z,in_flight,tpl-consent
env-ref-019,completed,Fellowship Interview Confidentiality Agreement,Amanda Torres,a.torres@coastalcardiology.com,2026-05-19T09:00:00Z,2026-08-07T10:00:00Z,2026-10-02T00:00:00Z,tpl-consent
env-ref-020,declined,Peer Review Committee Acknowledgment,Amanda Torres,a.torres@coastalcardiology.com,2026-08-12T09:00:00Z,2026-03-12T10:00:00Z,in_flight,tpl-amendment
env-ref-021,expired,IRB Renewal Consent Form v3.2 EN - Please Review and Sign,Amanda Torres,a.torres@coastalcardiology.com,2026-05-15T09:00:00Z,2026-05-26T10:00:00Z,in_flight,tpl-site-agreement
env-ref-022,expired,IRB Renewal Consent Form v3.2 ES - Please Review and Sign,Amanda Torres,a.torres@coastalcardiology.com,2026-02-06T09:00:00Z,2026-08-20T10:00:00Z,in_flight,tpl-consent
env-ref-023,expired,Investigator Brochure v4 - Please Review,Amanda Torres,a.torres@coastalcardiology.com,2026-06-17T09:00:00Z,2026-01-18T10:00:00Z,in_flight,tpl-consent
env-ref-024,expired,Financial Disclosure 2026 - Please Sign,Amanda Torres,a.torres@coastalcardiology.com,2026-02-20T09:00:00Z,2026-08-06T10:00:00Z,in_flight,tpl-site-agreement
env-ref-025,completed,DSMB Q3 Member Acknowledgment - Please Sign,Amanda Torres,a.torres@coastalcardiology.com,2026-06-13T09:00:00Z,2026-07-27T10:00:00Z,2026-09-02T00:00:00Z,tpl-site-agreement
env-ref-026,declined,Coordinator Training Completion - Please Sign,Amanda Torres,a.torres@coastalcardiology.com,2026-05-19T09:00:00Z,2026-05-15T10:00:00Z,in_flight,tpl-amendment
env-ref-027,voided,Site Initiation Certificate - Please Sign,Amanda Torres,a.torres@coastalcardiology.com,2026-04-16T09:00:00Z,2026-01-05T10:00:00Z,in_flight,tpl-amendment
env-ref-028,voided,Data Sharing Agreement - Please Review and Sign,Amanda Torres,a.torres@coastalcardiology.com,2026-03-21T09:00:00Z,2026-05-10T10:00:00Z,in_flight,tpl-site-agreement
env-ref-029,draft,Manuscript Authorship Agreement - Please Review,Amanda Torres,a.torres@coastalcardiology.com,2026-02-19T09:00:00Z,2026-02-26T10:00:00Z,in_flight,tpl-amendment
env-ref-030,completed,Grant Milestone Acknowledgment - Please Sign,Amanda Torres,a.torres@coastalcardiology.com,2026-08-07T09:00:00Z,2026-03-21T10:00:00Z,2026-08-31T00:00:00Z,tpl-consent
env-ref-031,draft,Coordinator Handoff Notes - Please Countersign,Amanda Torres,a.torres@coastalcardiology.com,2026-03-01T09:00:00Z,2026-05-16T10:00:00Z,in_flight,tpl-amendment
env-ref-032,declined,Q4 Rotation Certificate - Please Sign,Amanda Torres,a.torres@coastalcardiology.com,2026-06-27T09:00:00Z,2026-04-12T10:00:00Z,in_flight,tpl-amendment
env-ref-033,expired,Fellowship Completion Certificate - Please Sign,Amanda Torres,a.torres@coastalcardiology.com,2026-03-23T09:00:00Z,2026-06-04T10:00:00Z,in_flight,tpl-amendment
env-ref-034,expired,Practice Standing Orders - Please Countersign,Amanda Torres,a.torres@coastalcardiology.com,2026-07-26T09:00:00Z,2026-02-15T10:00:00Z,in_flight,tpl-site-agreement
env-ref-035,draft,Consent Form v3.1 Retirement - Please Acknowledge,Amanda Torres,a.torres@coastalcardiology.com,2026-01-27T09:00:00Z,2026-06-11T10:00:00Z,in_flight,tpl-site-agreement
env-ref-036,completed,Site Visit Report - Please Countersign,Amanda Torres,a.torres@coastalcardiology.com,2026-08-12T09:00:00Z,2026-06-27T10:00:00Z,2026-08-30T00:00:00Z,tpl-site-agreement
env-ref-037,sent,DSMB Q3 Minutes - Please Countersign,Amanda Torres,a.torres@coastalcardiology.com,2026-08-10T09:00:00Z,2026-07-17T10:00:00Z,in_flight,tpl-consent
