id,name,email,avatar_url,type,bot,owner_workspace,created_time
N-U-AP,Andrew Pham,andrew.pham@Finthesiss.ai,,person,False,W-ANDREW-STUDY,2021-04-11T09:00:00-05:00
N-U-KP,Kevin Park,kevin.park@coisd.org,,person,False,W-ANDREW-STUDY,2022-08-15T09:00:00-05:00
N-U-JW,Jamal Washington,jamal.washington@coisd.org,,person,False,W-ANDREW-STUDY,2023-08-15T09:00:00-05:00
N-U-AB,Angela Brooks,angela.brooks@lsapta.org,,person,False,W-ANDREW-STUDY,2024-09-01T09:00:00-05:00
N-U-AM,Alan Marsh,alan.marsh@coisd.org,,person,False,W-ANDREW-STUDY,2022-06-01T09:00:00-05:00
N-U-NO,Nadia Ortiz,nadia.ortiz@coisd.org,,person,False,W-ANDREW-STUDY,2023-01-15T09:00:00-06:00
N-U-DE,Diane Ellsworth,diane.ellsworth@coisd.org,,person,False,W-ANDREW-STUDY,2023-01-15T09:00:00-06:00
N-U-LILY,Lily Pham,lily.pham@magnolialaw.edu,,person,False,W-ANDREW-STUDY,2022-01-05T20:00:00-06:00
N-U-MARCUS,Marcus Pham,marcus.pham@ironworkscreative.com,,person,False,W-ANDREW-STUDY,2022-01-05T20:00:00-06:00
N-U-DT,Danny Tran,danny.tran@citrinewellness.com,,person,False,W-ANDREW-STUDY,2022-02-14T20:00:00-06:00
N-U-ML,Minh Le,minh.le@goldenphoenix.org,,person,False,W-ANDREW-STUDY,2022-02-14T20:00:00-06:00
N-U-DUCVO,Thay Duc Vo,ducvo@jadelotustemple.org,,person,False,W-ANDREW-STUDY,2022-02-14T20:00:00-06:00
N-U-KIM,Kim Hoang,kim.hoang.rn@gmail.com,,person,False,W-ANDREW-STUDY,2024-01-15T09:00:00-06:00
N-U-SANDOVAL,Patricia Sandoval MD,patricia.sandoval@houstonmemorycenter.org,,person,False,W-ANDREW-STUDY,2024-01-15T09:00:00-06:00
N-U-CLAW,OpenClaw Assistant,openclaw@Finthesiss.ai,,bot,True,W-ANDREW-STUDY,2025-11-01T09:00:00-06:00
