event_id,email,display_name,response_status,optional,organizer
evt_showcase_segment,susan.hayes.brightwater@gmail.com,Susan Hayes,accepted,False,False
evt_showcase_segment,rodney.beckett.cosmo@gmail.com,Rodney Beckett,tentative,True,False
evt_showcase_loadin,susan.hayes.brightwater@gmail.com,Susan Hayes,accepted,False,False
evt_lineup_lock,susan.hayes.brightwater@gmail.com,Susan Hayes,accepted,False,False
evt_bazaar,karen.doyle.cbus@gmail.com,Karen Doyle,accepted,False,False
evt_bazaar,denise.webb@family.local,Denise Webb,accepted,False,False
evt_bazaar_prep_fri,karen.doyle.cbus@gmail.com,Karen Doyle,accepted,False,False
evt_bazaar_menu_lock,karen.doyle.cbus@gmail.com,Karen Doyle,accepted,False,False
evt_christmas,marcus.webb.hvac@gmail.com,Marcus Webb,accepted,False,False
evt_christmas,denise.webb@family.local,Denise Webb,accepted,False,True
