id,email,first_name,last_name,country,list_ids,created_at,updated_at
sg_cl01,client1@example.com,Tampa,Ortega,US,list_repair_clients,2025-09-02T10:00:00Z,2026-05-20T10:00:00Z
sg_cl02,client2@example.com,Sarah,Pereira,PT,list_repair_clients,2025-09-04T11:00:00Z,2026-05-18T09:00:00Z
sg_cl03,client3@example.com,Doug,Park,KR,list_repair_clients,2025-09-12T14:00:00Z,2026-05-15T16:00:00Z
sg_cl04,client4@example.com,Ramblers,Bansal,IN,list_repair_clients,2025-10-02T09:00:00Z,2026-05-22T11:00:00Z
sg_cl05,client5@example.com,Ortiz,Aziz,AE,list_repair_clients,2025-10-18T16:00:00Z,2026-05-19T13:00:00Z
sg_cl06,client6@example.com,Vance,Rossi,IT,list_repair_clients,2026-01-15T09:00:00Z,2026-05-21T08:00:00Z
sg_cl07_7,client7@example.com,Coastal,Ortega,US,list_repair_clients,2025-09-02T10:00:00Z,2026-05-20T10:00:00Z
sg_cl08_8,client8@example.com,Ferro,Pereira,PT,list_repair_clients,2025-09-04T11:00:00Z,2026-05-18T09:00:00Z
sg_cl09_9,client9@example.com,Delgado,Park,KR,list_repair_clients,2025-09-12T14:00:00Z,2026-05-15T16:00:00Z
sg_cl10_10,client10@example.com,Hobbs,Bansal,IN,list_repair_clients,2025-10-02T09:00:00Z,2026-05-22T11:00:00Z
