transaction_id,account_id,amount,iso_currency_code,date,name,merchant_name,category,pending,payment_channel
txn_aw_0001,plaid-acc-aw-checking-001,2418.62,USD,2026-10-09,DIRECT DEPOSIT LAUREL CREEK REG MED CTR PAYROLL,Laurel Creek Regional Medical Center,Transfer;Payroll,false,other
txn_aw_0002,plaid-acc-aw-checking-001,-85.00,USD,2026-10-08,ACH DEBIT PA DANCE EDUCATORS GROUP LIABILITY,PA Dance Educators Group,Service;Insurance,false,online
txn_aw_0003,plaid-acc-aw-checking-001,-180.00,USD,2026-10-06,ACH DEBIT MARIBEL SANTOS STUDIO RENT SEP,Maribel Santos,Transfer,false,online
txn_aw_0004,plaid-acc-aw-savings-002,0.43,USD,2026-10-03,INTEREST CREDIT,First Keystone FCU,Interest,false,other
txn_aw_0005,plaid-acc-aw-checking-001,-45.00,USD,2026-09-29,RECURRING DEBIT NOTION LABS,Notion Labs,Service;Software,false,online
txn_aw_0006,plaid-acc-aw-savings-002,500.00,USD,2026-09-28,INTERNAL XFER FROM 4419,First Keystone FCU,Transfer;Internal,false,online
txn_aw_0007,plaid-acc-aw-checking-001,-500.00,USD,2026-09-28,INTERNAL XFER TO 5882,First Keystone FCU,Transfer;Internal,false,online
txn_aw_0008,plaid-acc-aw-checking-001,-22.99,USD,2026-09-22,RECURRING DEBIT SPOTIFY PREMIUM,Spotify,Service;Subscription,false,online
txn_aw_0009,plaid-acc-aw-checking-001,-135.00,USD,2026-09-15,ACH DEBIT ACA HEALTH MARKETPLACE PREMIUM SHARE,ACA Health Marketplace,Healthcare,false,online
txn_aw_0010,plaid-acc-aw-checking-001,2418.62,USD,2026-09-12,DIRECT DEPOSIT LAUREL CREEK REG MED CTR PAYROLL,Laurel Creek Regional Medical Center,Transfer;Payroll,false,other
txn_aw_0011,plaid-acc-aw-savings-002,0.41,USD,2026-09-04,INTEREST CREDIT,First Keystone FCU,Interest,false,other
txn_aw_0012,plaid-acc-aw-checking-001,-500.00,USD,2026-08-31,CHECK 1487 MARIBEL SANTOS RENT AUG,Maribel Santos,Rent,false,other
txn_aw_0013,plaid-acc-aw-checking-001,2418.62,USD,2026-08-29,DIRECT DEPOSIT LAUREL CREEK REG MED CTR PAYROLL,Laurel Creek Regional Medical Center,Transfer;Payroll,false,other
