event_id,email,display_name,response_status,optional,organizer
evt_001,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_001,wayne.prater@prateraccounting.com,Wayne Prater,accepted,False,False
evt_002,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,False
evt_002,keith.burgess@wfs-partner.com,Keith Burgess,accepted,False,False
evt_003,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_003,donna.whitaker@valleyviewmed.com,Donna Whitaker,accepted,False,False
evt_005,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_005,donna.whitaker@valleyviewmed.com,Donna Whitaker,accepted,False,False
evt_007,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_007,keith.burgess@wfs-partner.com,Keith Burgess,accepted,False,False
evt_007,darl.whitaker@whitakerhauling.com,Darl Whitaker,needsAction,False,False
evt_0100,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0101,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0102,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0103,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0104,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0105,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0106,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0107,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0108,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0109,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0110,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0111,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0112,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0113,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0114,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0115,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0116,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0117,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0118,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0119,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0120,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0121,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0122,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0123,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0124,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0125,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0126,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0127,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0128,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0129,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0130,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0131,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0132,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0133,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0134,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0135,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0136,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0137,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0138,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
evt_0139,floyd.whitaker@Finthesiss.ai,Floyd Whitaker,accepted,False,True
