id,firstname,lastname,email,phone,jobtitle,company,lifecyclestage,createdate,lastmodifieddate
hct-00000,Aisha,Vasquez,lead0@company0.example.com,+14165559000,Director,Company 0,customer,2025-06-01,2026-01-01
hct-00001,Liam,Nguyen,lead1@company1.example.com,+14165559001,Coordinator,Company 1,lead,2025-06-02,2026-01-02
hct-00002,Sofia,Okafor,lead2@company2.example.com,+14165559002,Director,Company 2,customer,2025-06-03,2026-01-03
hct-00003,Noah,Patel,lead3@company3.example.com,+14165559003,Coordinator,Company 3,lead,2025-06-04,2026-01-04
hct-00004,Emma,Chen,lead4@company4.example.com,+14165559004,Director,Company 4,opportunity,2025-06-05,2026-01-05
hct-00005,Mateo,Rossi,lead5@company5.example.com,+14165559005,Manager,Company 5,lead,2025-06-06,2026-01-06
hct-00006,Olivia,Kowalski,lead6@company6.example.com,+14165559006,Director,Company 6,customer,2025-06-07,2026-01-07
hct-00007,Lucas,Silva,lead7@company7.example.com,+14165559007,Manager,Company 7,customer,2025-06-08,2026-01-08
hct-00008,Ava,Ahmed,lead8@company8.example.com,+14165559008,Director,Company 8,opportunity,2025-06-09,2026-01-09
hct-00009,Ethan,Murphy,lead9@company9.example.com,+14165559009,Coordinator,Company 9,lead,2025-06-10,2026-01-10
hct-00010,Isabella,Dubois,lead10@company10.example.com,+14165559010,Coordinator,Company 10,lead,2025-06-11,2026-01-11
hct-00011,Diego,Santos,lead11@company11.example.com,+14165559011,Coordinator,Company 11,opportunity,2025-06-12,2026-01-12
hct-00012,Mia,Kim,lead12@company12.example.com,+14165559012,Coordinator,Company 12,opportunity,2025-06-13,2026-01-13
hct-00013,Jayden,Reyes,lead13@company13.example.com,+14165559013,Director,Company 13,opportunity,2025-06-14,2026-01-14
hct-00014,Amara,Haddad,lead14@company14.example.com,+14165559014,Coordinator,Company 14,lead,2025-06-15,2026-01-15
hct-00015,Priya,Sharma,lead15@company15.example.com,+14165559015,Coordinator,Company 15,customer,2025-06-16,2026-01-16
hct-00016,Wei,Zhang,lead16@company16.example.com,+14165559016,Manager,Company 16,lead,2025-06-17,2026-01-17
hct-00017,Fatima,Ali,lead17@company17.example.com,+14165559017,Coordinator,Company 17,lead,2025-06-18,2026-01-18
hct-00018,Hassan,Osei,lead18@company18.example.com,+14165559018,Director,Company 18,customer,2025-06-19,2026-01-19
hct-00019,Grace,Thompson,lead19@company19.example.com,+14165559019,Coordinator,Company 19,lead,2025-06-20,2026-01-20
hct-00020,Daniel,Ferreira,lead20@company20.example.com,+14165559020,Manager,Company 20,lead,2025-06-21,2026-01-21
hct-00021,Chloe,Larsson,lead21@company21.example.com,+14165559021,Manager,Company 21,lead,2025-06-22,2026-01-22
hct-00022,Marcus,Novak,lead22@company22.example.com,+14165559022,Coordinator,Company 22,lead,2025-06-23,2026-01-23
hct-00023,Nadia,Mbeki,lead23@company23.example.com,+14165559023,Manager,Company 23,lead,2025-06-24,2026-01-24
hct-00024,Omar,Costa,lead24@company24.example.com,+14165559024,Manager,Company 24,customer,2025-06-25,2026-01-25
hct-00025,Leah,Bauer,lead25@company25.example.com,+14165559025,Director,Company 25,lead,2025-06-26,2026-01-26
hct-00026,Kwame,Ivanov,lead26@company26.example.com,+14165559026,Director,Company 26,lead,2025-06-27,2026-01-27
hct-00027,Yuki,Tremblay,lead27@company27.example.com,+14165559027,Manager,Company 27,lead,2025-06-28,2026-01-28
hct-00028,Ravi,Bianchi,lead28@company28.example.com,+14165559028,Coordinator,Company 28,lead,2025-06-29,2026-01-29
hct-00029,Elena,Wallace,lead29@company29.example.com,+14165559029,Director,Company 29,customer,2025-06-30,2026-01-30
hct-00030,Tariq,Fernandez,lead30@company30.example.com,+14165559030,Coordinator,Company 30,opportunity,2025-07-01,2026-01-31
hct-00031,Ingrid,Adeyemi,lead31@company31.example.com,+14165559031,Director,Company 31,lead,2025-07-02,2026-02-01
hct-00032,Carlos,Petrov,lead32@company32.example.com,+14165559032,Director,Company 32,opportunity,2025-07-03,2026-02-02
hct-00033,Rosa,Sullivan,lead33@company33.example.com,+14165559033,Director,Company 33,lead,2025-07-04,2026-02-03
hct-00034,Eduardo,Mensah,lead34@company34.example.com,+14165559034,Manager,Company 34,opportunity,2025-07-05,2026-02-04
hct-00035,Lucia,Rivera,lead35@company35.example.com,+14165559035,Coordinator,Company 35,customer,2025-07-06,2026-02-05
hct-00036,Patricia,Cohen,lead36@company36.example.com,+14165559036,Manager,Company 36,customer,2025-07-07,2026-02-06
hct-00037,James,Park,lead37@company37.example.com,+14165559037,Director,Company 37,opportunity,2025-07-08,2026-02-07
hct-00038,Grace,Boateng,lead38@company38.example.com,+14165559038,Manager,Company 38,customer,2025-07-09,2026-02-08
hct-00039,Bianca,Hernandez,lead39@company39.example.com,+14165559039,Manager,Company 39,customer,2025-07-10,2026-02-09
hct-00040,Simon,Vidal,lead40@company40.example.com,+14165559040,Manager,Company 40,opportunity,2025-07-11,2026-02-10
hct-00041,Deepa,Okonkwo,lead41@company41.example.com,+14165559041,Coordinator,Company 41,customer,2025-07-12,2026-02-11
hct-00042,Anton,Lindqvist,lead42@company42.example.com,+14165559042,Manager,Company 42,opportunity,2025-07-13,2026-02-12
hct-00043,Marisol,Antoine,lead43@company43.example.com,+14165559043,Manager,Company 43,lead,2025-07-14,2026-02-13
hct-00044,Hiro,Yamada,lead44@company44.example.com,+14165559044,Coordinator,Company 44,lead,2025-07-15,2026-02-14
hct-00045,Nina,Bello,lead45@company45.example.com,+14165559045,Director,Company 45,lead,2025-07-16,2026-02-15
hct-00046,Kofi,Dupont,lead46@company46.example.com,+14165559046,Director,Company 46,lead,2025-07-17,2026-02-16
hct-00047,Zara,Serrano,lead47@company47.example.com,+14165559047,Coordinator,Company 47,opportunity,2025-07-18,2026-02-17
hct-00048,Victor,Vasquez,lead48@company48.example.com,+14165559048,Director,Company 48,customer,2025-07-19,2026-02-18
hct-00049,Lena,Nguyen,lead49@company49.example.com,+14165559049,Director,Company 49,lead,2025-07-20,2026-02-19
hct-00050,Sam,Okafor,lead50@company50.example.com,+14165559050,Manager,Company 50,customer,2025-07-21,2026-02-20
hct-00051,Farah,Patel,lead51@company51.example.com,+14165559051,Coordinator,Company 51,customer,2025-07-22,2026-02-21
hct-00052,Owen,Chen,lead52@company52.example.com,+14165559052,Coordinator,Company 52,lead,2025-07-23,2026-02-22
hct-00053,Talia,Rossi,lead53@company53.example.com,+14165559053,Manager,Company 53,customer,2025-07-24,2026-02-23
hct-00054,Bruno,Kowalski,lead54@company54.example.com,+14165559054,Manager,Company 54,opportunity,2025-07-25,2026-02-24
hct-00055,Cora,Silva,lead55@company55.example.com,+14165559055,Coordinator,Company 55,opportunity,2025-07-26,2026-02-25
hct-00056,Idris,Ahmed,lead56@company56.example.com,+14165559056,Manager,Company 56,customer,2025-07-27,2026-02-26
hct-00057,Maya,Murphy,lead57@company57.example.com,+14165559057,Coordinator,Company 57,opportunity,2025-07-28,2026-02-27
hct-00058,Reza,Dubois,lead58@company58.example.com,+14165559058,Manager,Company 58,opportunity,2025-07-29,2026-02-28
hct-00059,Sinead,Santos,lead59@company59.example.com,+14165559059,Coordinator,Company 59,opportunity,2025-07-30,2026-03-01
hct-00060,Aisha,Kim,lead60@company60.example.com,+14165559060,Coordinator,Company 60,customer,2025-07-31,2026-03-02
hct-00061,Liam,Reyes,lead61@company61.example.com,+14165559061,Director,Company 61,lead,2025-08-01,2026-03-03
hct-00062,Sofia,Haddad,lead62@company62.example.com,+14165559062,Manager,Company 62,opportunity,2025-08-02,2026-03-04
hct-00063,Noah,Sharma,lead63@company63.example.com,+14165559063,Coordinator,Company 63,opportunity,2025-08-03,2026-03-05
hct-00064,Emma,Zhang,lead64@company64.example.com,+14165559064,Manager,Company 64,lead,2025-08-04,2026-03-06
hct-00065,Mateo,Ali,lead65@company65.example.com,+14165559065,Coordinator,Company 65,customer,2025-08-05,2026-03-07
hct-00066,Olivia,Osei,lead66@company66.example.com,+14165559066,Coordinator,Company 66,lead,2025-08-06,2026-03-08
hct-00067,Lucas,Thompson,lead67@company67.example.com,+14165559067,Director,Company 67,customer,2025-08-07,2026-03-09
hct-00068,Ava,Ferreira,lead68@company68.example.com,+14165559068,Manager,Company 68,customer,2025-08-08,2026-03-10
hct-00069,Ethan,Larsson,lead69@company69.example.com,+14165559069,Coordinator,Company 69,customer,2025-08-09,2026-03-11
hct-00070,Isabella,Novak,lead70@company70.example.com,+14165559070,Director,Company 70,opportunity,2025-08-10,2026-03-12
hct-00071,Diego,Mbeki,lead71@company71.example.com,+14165559071,Manager,Company 71,customer,2025-08-11,2026-03-13
hct-00072,Mia,Costa,lead72@company72.example.com,+14165559072,Manager,Company 72,customer,2025-08-12,2026-03-14
hct-00073,Jayden,Bauer,lead73@company73.example.com,+14165559073,Coordinator,Company 73,lead,2025-08-13,2026-03-15
hct-00074,Amara,Ivanov,lead74@company74.example.com,+14165559074,Manager,Company 74,customer,2025-08-14,2026-03-16
hct-00075,Priya,Tremblay,lead75@company75.example.com,+14165559075,Director,Company 75,customer,2025-08-15,2026-03-17
hct-00076,Wei,Bianchi,lead76@company76.example.com,+14165559076,Director,Company 76,opportunity,2025-08-16,2026-03-18
