Id,FirstName,LastName,Email,Phone,Title,AccountId,MailingCity
003Ax00000134F3DBA,Devon,Marsh,devon.marsh@praxafresh.com,+1-415-555-0632,Senior Creative Producer,001Ax0000012405EFC,San Francisco
003Ax000002E363021,Marcus,Chen,m.chen@edgewaterfoodjournal.com,+1-919-555-0408,Features Editor,001Ax000003586FA94,Brooklyn
003Ax00000346895D4,Tomás,Herrera,tomas@gmail.com,+1-212-555-0178,Agent,001Ax000004FB634EF,New York
003Ax000004568C196,Sophie,Lindqvist,sophie.lindqvist@oatly.com,+1-929-555-0567,Creator Partnerships Manager,001Ax000002DC6E833,Brooklyn
003Ax000005DF234E7,Jin,Park,jin.park@praxafresh.com,+1-415-555-0634,Brand Strategist,001Ax0000012405EFC,San Francisco
003Ax0000060C5385B,Cohort,Brief,cohort.brief@praxafresh.com,+1-415-555-0633,Cohort Coordinator,001Ax0000012405EFC,San Francisco
003Ax000007D8B4DF0,Elena,Ruiz,elena.ruiz@tangerinemag.com,+1-212-555-0457,Photo Editor,001Ax0000053E0B474,New York
003Ax00000878A0B32,Lena,Wright,lena.wright@saltandpress.com,+1-212-555-0614,Legal Counsel,001Ax000006451811F,New York
003Ax00000922CAE06,Talia,Cross,talia.cross@edgewaterfoodjournal.com,+1-917-555-0724,Editor in Chief,001Ax000003586FA94,Brooklyn
003Ax000010EAC3444,Production,Team,production@saltandpress.com,+1-212-555-0613,Production,001Ax000006451811F,New York
003Ax0000117C2466F,Ana,Moreira,ana.moreira@gmail.com,+1-718-555-0189,Chef and Owner,001Ax000007C36CFD9,Brooklyn
003Ax000012B2F82D1,Rebecca,Allenford,rebecca.a@saltandpress.com,+1-212-555-0511,Senior Editor,001Ax000006451811F,New York
003Ax000013CC4D5E6,Priya,Shah,priya.shah@tangerinemag.com,+1-212-555-0456,Senior Food Editor,001Ax0000053E0B474,New York
003Ax0000146829FBD,Maya,Cole,maya.cole@cobblehillkitchen.com,+1-718-555-0298,Marketing Lead,001Ax000008EA12C43,Brooklyn
003Ax0000152465226,Aiden,Cho,aiden.cho@brooklyngrange.com,+1-718-555-0312,Brand Director,001Ax000012D71F9DC,Brooklyn
