id,username,name,description,verified,protected,location,profile_image_url,created_at,followers_count,following_count,tweet_count
1000000000000000001,amanda_martinez,Amanda Martinez,,true,true,,,2021-11-05T15:43:50+00:00,240,180,320
1000000000000000002,chukwuemeka2,Chukwuemeka Martinez,,true,true,,,2024-03-22T01:16:35+00:00,137,133,580
1000000000000000003,ngozi3,Ngozi Martinez,,true,true,,,2022-02-28T06:06:21+00:00,551,199,366
1000000000000000004,adaeze4,Adaeze Martinez,,true,true,,,2024-10-24T18:36:18+00:00,189,446,346
1000000000000000005,obinna5,Obinna Okafor,,true,true,,,2026-02-12T13:54:31+00:00,501,597,297
1000000000000000006,kwame6,Kwame Osei,,true,true,,,2025-01-18T00:08:17+00:00,236,398,819
1000000000000000007,yemi7,Yemi Adeyemi,,true,true,,,2025-01-29T17:51:36+00:00,632,42,76
1000000000000000008,dj8,DJ Sage,,true,true,,,2022-10-13T14:43:55+00:00,264,514,824
1000000000000000009,amina9,Amina Diallo,,true,true,,,2025-02-01T20:23:04+00:00,144,210,621
1000000000000000010,marcus10,Marcus Cole,,true,true,,,2024-12-13T08:26:42+00:00,713,305,593
1000000000000000011,chidinma11,Chidinma Eze,,true,true,,,2022-11-17T04:48:14+00:00,343,62,763
1000000000000000012,tunde12,Tunde Bakare,,true,true,,,2025-12-06T15:33:09+00:00,284,214,777
1000000000000000013,joseph13,Joseph Young,,true,true,,,2022-12-23T06:56:53+00:00,127,361,559
1000000000000000014,johnny14,Johnny Howard,,true,true,,,2026-01-17T11:55:51+00:00,252,536,850
1000000000000000015,katherine15,Katherine Byrd,,true,true,,,2025-01-24T23:42:53+00:00,456,40,658
1000000000000000016,michelle16,Michelle Vance,,true,true,,,2025-12-22T01:21:44+00:00,770,383,112
1000000000000000017,scott17,Scott Brooks,,true,true,,,2024-01-01T01:56:33+00:00,763,583,246
1000000000000000018,calvin18,Calvin Morales,,true,true,,,2024-02-01T10:17:31+00:00,299,301,625
1000000000000000019,mark19,Mark Burgess,,true,true,,,2022-03-15T05:49:50+00:00,504,175,193
1000000000000000020,richard20,Richard Grant,,true,true,,,2023-12-15T11:27:00+00:00,426,478,428
1000000000000000021,eric21,Eric Horne,,true,true,,,2024-01-17T03:36:00+00:00,88,400,102
