sid,from_number,to_number,status,direction,duration,price,price_unit,answered_by,start_time,end_time,date_created
CA000000000000001,+15055555729,+15055551847,completed,inbound,198,-0.013,USD,human,2026-07-02T13:08:00Z,2026-07-02T13:07:23Z,2026-07-02T13:06:57Z
CA000000000000002,+15055559306,+15055551847,completed,inbound,104,-0.013,USD,human,2026-07-02T13:07:57Z,2026-07-02T13:07:25Z,2026-07-02T13:07:49Z
CA000000000000003,+15055554240,+15055551847,completed,inbound,270,-0.013,USD,human,2026-07-02T13:06:57Z,2026-07-02T13:06:58Z,2026-07-02T13:07:42Z
CA000000000000004,+15055556129,+15055551847,completed,inbound,55,-0.013,USD,human,2026-07-02T13:06:54Z,2026-07-02T13:06:21Z,2026-07-02T13:06:29Z
CA000000000000005,+15055557125,+15055551847,completed,inbound,108,-0.013,USD,human,2026-07-02T13:07:40Z,2026-07-02T13:08:05Z,2026-07-02T13:07:34Z
CA000000000000006,+15055553448,+15055551847,completed,inbound,247,-0.013,USD,human,2026-07-02T13:06:15Z,2026-07-02T13:07:56Z,2026-07-02T13:07:03Z
CA000000000000007,+15055552523,+15055551847,completed,inbound,163,-0.013,USD,human,2026-07-02T13:07:28Z,2026-07-02T13:08:02Z,2026-07-02T13:08:04Z
CA000000000000008,+15055555957,+15055551847,completed,inbound,187,-0.013,USD,human,2026-07-02T13:07:54Z,2026-07-02T13:07:06Z,2026-07-02T13:06:47Z
CA000000000000009,+15055553009,+15055551847,completed,inbound,278,-0.013,USD,human,2026-07-02T13:06:28Z,2026-07-02T13:07:43Z,2026-07-02T13:07:40Z
CA000000000000010,+15055553258,+15055551847,completed,inbound,142,-0.013,USD,human,2026-07-02T13:07:49Z,2026-07-02T13:07:20Z,2026-07-02T13:06:52Z
CA000000000000011,+15055556036,+15055551847,completed,inbound,50,-0.013,USD,human,2026-07-02T13:06:55Z,2026-07-02T13:06:37Z,2026-07-02T13:06:41Z
CA000000000000012,+15055559061,+15055551847,completed,inbound,210,-0.013,USD,human,2026-07-02T13:08:00Z,2026-07-02T13:08:00Z,2026-07-02T13:07:47Z
CA000000000000013,+15055559495,+15055551847,completed,inbound,253,-0.013,USD,human,2026-07-02T13:06:15Z,2026-07-02T13:06:53Z,2026-07-02T13:06:15Z
CA000000000000014,+15055559825,+15055551847,completed,inbound,213,-0.013,USD,human,2026-07-02T13:08:04Z,2026-07-02T13:07:17Z,2026-07-02T13:07:26Z
