id,createdTime,Name,Email,Company,Role
rec_vol_001,2026-10-15T10:00:00Z,Maria Alvarez,maria.alvarez@gracechurchelpaso.org,Volunteer/confirmed/Food Service,Food Service
rec_vol_002,2026-10-15T10:00:00Z,Rosa Bustos,rosa.bustos@gracechurchelpaso.org,Volunteer/confirmed/Setup,Setup
rec_vol_003,2026-10-15T10:00:00Z,Carmen Cervantes,carmen.cervantes@gracechurchelpaso.org,Volunteer/confirmed/Children's Area,Children's Area
rec_vol_004,2026-10-15T10:00:00Z,Ana Cruz,ana.cruz@gracechurchelpaso.org,Volunteer/confirmed/Parking,Parking
rec_vol_005,2026-10-15T10:00:00Z,Elena Dominguez,elena.dominguez@gracechurchelpaso.org,Volunteer/confirmed/Registration,Registration
rec_vol_006,2026-10-15T10:00:00Z,Sofia Flores,sofia.flores@gracechurchelpaso.org,Volunteer/confirmed/Cleanup,Cleanup
rec_vol_007,2026-10-15T10:00:00Z,Lucia Garza,lucia.garza@gracechurchelpaso.org,Volunteer/confirmed/Wellness Booth,Wellness Booth
rec_vol_008,2026-10-15T10:00:00Z,Isabel Hinojosa,isabel.hinojosa@gracechurchelpaso.org,Volunteer/confirmed/General Float,General Float
rec_vol_009,2026-10-15T10:00:00Z,Alicia Juarez,alicia.juarez@gracechurchelpaso.org,Volunteer/confirmed/Photography,Photography
rec_vol_010,2026-10-15T10:00:00Z,Yolanda Luna,yolanda.luna@gracechurchelpaso.org,Volunteer/confirmed/Food Service,Food Service
rec_vol_011,2026-10-15T10:00:00Z,Consuelo Mendez,consuelo.mendez@gracechurchelpaso.org,Volunteer/confirmed/Setup,Setup
rec_vol_012,2026-10-15T10:00:00Z,Dolores Montez,dolores.montez@gracechurchelpaso.org,Volunteer/confirmed/Children's Area,Children's Area
rec_vol_013,2026-10-15T10:00:00Z,Beatriz Nunez,beatriz.nunez@gracechurchelpaso.org,Volunteer/confirmed/Parking,Parking
rec_vol_014,2026-10-15T10:00:00Z,Estela Ortiz,estela.ortiz@gracechurchelpaso.org,Volunteer/confirmed/Registration,Registration
rec_vol_015,2026-10-15T10:00:00Z,Rosalinda Pena,rosalinda.pena@gracechurchelpaso.org,Volunteer/confirmed/Cleanup,Cleanup
rec_vol_016,2026-10-15T10:00:00Z,Ramona Ramirez,ramona.ramirez@gracechurchelpaso.org,Volunteer/confirmed/Wellness Booth,Wellness Booth
rec_vol_017,2026-10-15T10:00:00Z,Guadalupe Rios,guadalupe.rios@gracechurchelpaso.org,Volunteer/confirmed/General Float,General Float
rec_vol_018,2026-10-15T10:00:00Z,Patricia Rodriguez,patricia.rodriguez@gracechurchelpaso.org,Volunteer/confirmed/Photography,Photography
rec_vol_019,2026-10-15T10:00:00Z,Silvia Ruiz,silvia.ruiz@gracechurchelpaso.org,Volunteer/confirmed/Food Service,Food Service
rec_vol_020,2026-10-15T10:00:00Z,Norma Santos,norma.santos@gracechurchelpaso.org,Volunteer/confirmed/Setup,Setup
rec_vol_021,2026-10-15T10:00:00Z,Adela Suarez,adela.suarez@gracechurchelpaso.org,Volunteer/confirmed/Children's Area,Children's Area
rec_vol_022,2026-10-15T10:00:00Z,Blanca Torres,blanca.torres@gracechurchelpaso.org,Volunteer/confirmed/Parking,Parking
rec_vol_023,2026-10-15T10:00:00Z,Diana Valdez,diana.valdez@gracechurchelpaso.org,Volunteer/confirmed/Registration,Registration
rec_vol_024,2026-10-15T10:00:00Z,Esperanza Vasquez,esperanza.vasquez@gracechurchelpaso.org,Volunteer/confirmed/Cleanup,Cleanup
rec_vol_025,2026-10-15T10:00:00Z,Francisca Villalobos,francisca.villalobos@gracechurchelpaso.org,Volunteer/confirmed/Wellness Booth,Wellness Booth
rec_vol_026,2026-10-15T10:00:00Z,Graciela Zamora,graciela.zamora@gracechurchelpaso.org,Volunteer/confirmed/General Float,General Float
rec_vol_027,2026-10-15T10:00:00Z,Herlinda Zuniga,herlinda.zuniga@gracechurchelpaso.org,Volunteer/confirmed/Photography,Photography
rec_vol_028,2026-10-15T10:00:00Z,Imelda Barrera,imelda.barrera@gracechurchelpaso.org,Volunteer/confirmed/Food Service,Food Service
rec_vol_029,2026-10-15T10:00:00Z,Josefina Castillo,josefina.castillo@gracechurchelpaso.org,Volunteer/confirmed/Setup,Setup
rec_vol_030,2026-10-15T10:00:00Z,Karla Cortez,karla.cortez@gracechurchelpaso.org,Volunteer/confirmed/Children's Area,Children's Area
rec_vol_031,2026-10-15T10:00:00Z,Laura Diaz,laura.diaz@gracechurchelpaso.org,Volunteer/confirmed/Parking,Parking
rec_vol_032,2026-10-15T10:00:00Z,Magdalena Fernandez,magdalena.fernandez@gracechurchelpaso.org,Volunteer/confirmed/Registration,Registration
rec_vol_033,2026-10-15T10:00:00Z,Nydia Gallardo,nydia.gallardo@gracechurchelpaso.org,Volunteer/confirmed/Cleanup,Cleanup
rec_vol_034,2026-10-15T10:00:00Z,Ofelia Herrera,ofelia.herrera@gracechurchelpaso.org,Volunteer/confirmed/Wellness Booth,Wellness Booth
rec_vol_035,2026-10-15T10:00:00Z,Paula Jimenez,paula.jimenez@gracechurchelpaso.org,Volunteer/confirmed/General Float,General Float
rec_vol_036,2026-10-15T10:00:00Z,Raquel Leal,raquel.leal@gracechurchelpaso.org,Volunteer/confirmed/Photography,Photography
rec_vol_037,2026-10-15T10:00:00Z,Sandra Medina,sandra.medina@gracechurchelpaso.org,Volunteer/confirmed/Food Service,Food Service
rec_vol_038,2026-10-15T10:00:00Z,Teresa Molina,teresa.molina@gracechurchelpaso.org,Volunteer/confirmed/Setup,Setup
rec_vol_039,2026-10-15T10:00:00Z,Vicky Navarro,vicky.navarro@gracechurchelpaso.org,Volunteer/maybe/Children's Area,Children's Area
rec_vol_040,2026-10-15T10:00:00Z,Ximena Ortega,ximena.ortega@gracechurchelpaso.org,Volunteer/maybe/Parking,Parking
rec_vol_041,2026-10-15T10:00:00Z,Yvonne Paredes,yvonne.paredes@gracechurchelpaso.org,Volunteer/maybe/Registration,Registration
rec_vol_042,2026-10-15T10:00:00Z,Zoraida Quintero,zoraida.quintero@gracechurchelpaso.org,Volunteer/maybe/Cleanup,Cleanup
rec_vol_043,2026-10-15T10:00:00Z,Miguel Reyna,miguel.reyna@gracechurchelpaso.org,Volunteer/maybe/Wellness Booth,Wellness Booth
rec_vol_044,2026-10-15T10:00:00Z,Jose Rocha,jose.rocha@gracechurchelpaso.org,Volunteer/maybe/General Float,General Float
rec_vol_045,2026-10-15T10:00:00Z,Juan Romero,juan.romero@gracechurchelpaso.org,Volunteer/maybe/Photography,Photography
rec_vol_046,2026-10-15T10:00:00Z,Carlos Sanchez,carlos.sanchez@gracechurchelpaso.org,Volunteer/maybe/Food Service,Food Service
rec_vol_047,2026-10-15T10:00:00Z,Luis Soto,luis.soto@gracechurchelpaso.org,Volunteer/no_response/Setup,Setup
rec_vol_048,2026-10-15T10:00:00Z,Pedro Tejeda,pedro.tejeda@gracechurchelpaso.org,Volunteer/no_response/Children's Area,Children's Area
rec_vol_049,2026-10-15T10:00:00Z,Fernando Uribe,fernando.uribe@gracechurchelpaso.org,Volunteer/no_response/Parking,Parking
rec_vol_050,2026-10-15T10:00:00Z,Ricardo Vargas,ricardo.vargas@gracechurchelpaso.org,Volunteer/no_response/Registration,Registration
rec_vol_051,2026-10-15T10:00:00Z,Roberto Velazquez,roberto.velazquez@gracechurchelpaso.org,Volunteer/no_response/Cleanup,Cleanup
rec_vol_052,2026-10-15T10:00:00Z,Ramon Villareal,ramon.villareal@gracechurchelpaso.org,Volunteer/no_response/Wellness Booth,Wellness Booth
rec_vol_053,2026-10-15T10:00:00Z,Salvador Zavala,salvador.zavala@gracechurchelpaso.org,Volunteer/no_response/General Float,General Float
rec_vol_054,2026-10-15T10:00:00Z,Enrique Aguilar,enrique.aguilar@gracechurchelpaso.org,Volunteer/no_response/Photography,Photography
rec_wc_001,2024-04-17T14:00:00Z,Isabel Reyna,isabel.reyna@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_002,2024-02-01T14:00:00Z,Consuelo Marquez,consuelo.marquez@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_003,2024-09-08T14:00:00Z,Maria Delgado,maria.delgado@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_004,2024-09-28T14:00:00Z,Dolores Perez,dolores.perez@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_005,2024-11-01T14:00:00Z,Yolanda Cruz,yolanda.cruz@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_006,2024-08-27T14:00:00Z,Alicia Ochoa,alicia.ochoa@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_007,2024-02-11T14:00:00Z,Carmen Barrera,carmen.barrera@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_008,2024-03-13T14:00:00Z,Rosalinda Herrera,rosalinda.herrera@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_009,2024-12-24T14:00:00Z,Estela Salinas,estela.salinas@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_010,2024-01-06T14:00:00Z,Beatriz Cardenas,beatriz.cardenas@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_011,2024-04-11T14:00:00Z,Alma Fuentes,alma.fuentes@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_012,2024-02-05T14:00:00Z,Nora Espinoza,nora.espinoza@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_013,2024-04-11T14:00:00Z,Cecilia Ibarra,cecilia.ibarra@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_014,2024-06-22T14:00:00Z,Refugio Jimenez,refugio.jimenez@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_015,2024-01-23T14:00:00Z,Elisa Landeros,elisa.landeros@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_016,2024-07-14T14:00:00Z,Amelia Leal,amelia.leal@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_017,2024-06-10T14:00:00Z,Guillermina Luna,guillermina.luna@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_018,2024-12-27T14:00:00Z,Hortencia Medina,hortencia.medina@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_019,2024-07-25T14:00:00Z,Josefina Mendez,josefina.mendez@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_020,2024-08-06T14:00:00Z,Katya Molina,katya.molina@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_021,2024-06-02T14:00:00Z,Luz Montez,luz.montez@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_022,2024-12-24T14:00:00Z,Miriam Navarro,miriam.navarro@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_023,2024-05-25T14:00:00Z,Nydia Ochoa,nydia.ochoa@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_024,2024-11-10T14:00:00Z,Otilia Padilla,otilia.padilla@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_025,2024-09-02T14:00:00Z,Pilar Paredes,pilar.paredes@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_026,2024-06-05T14:00:00Z,Quintana Pena,quintana.pena@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_027,2024-06-04T14:00:00Z,Renata Quintero,renata.quintero@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_028,2024-11-25T14:00:00Z,Sara Reyna,sara.reyna@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_029,2024-09-19T14:00:00Z,Teresa Rios,teresa.rios@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_030,2024-10-17T14:00:00Z,Ursula Rivera,ursula.rivera@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_031,2024-05-26T14:00:00Z,Vera Rocha,vera.rocha@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_032,2024-05-20T14:00:00Z,Wendy Rojas,wendy.rojas@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_033,2024-12-06T14:00:00Z,Xochitl Romero,xochitl.romero@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_034,2024-12-05T14:00:00Z,Yolotli Ruiz,yolotli.ruiz@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_035,2024-04-01T14:00:00Z,Zaira Salinas,zaira.salinas@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_036,2024-05-11T14:00:00Z,Aurora Santos,aurora.santos@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_037,2024-11-27T14:00:00Z,Blanca Solis,blanca.solis@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_038,2024-08-24T14:00:00Z,Cristina Soto,cristina.soto@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_039,2024-07-06T14:00:00Z,Delia Suarez,delia.suarez@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_040,2024-02-12T14:00:00Z,Erika Tamayo,erika.tamayo@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_041,2024-10-17T14:00:00Z,Fabiola Tejeda,fabiola.tejeda@gmail.com,Wellness Client/Active,Curandera Client
rec_wc_042,2024-10-04T14:00:00Z,Genoveva Trevino,genoveva.trevino@gmail.com,Wellness Client/Active,Curandera Client
rec_dir_001,2024-03-25T09:00:00Z,Maria Alvarez,maria.alvarez@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_002,2019-10-28T09:00:00Z,Isabel Diaz,isabel.diaz@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_003,2020-12-28T09:00:00Z,Rosalinda Ibarra,rosalinda.ibarra@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_004,2017-02-06T09:00:00Z,Blanca Montez,blanca.montez@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_005,2017-03-23T09:00:00Z,Josefina Quintero,josefina.quintero@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_006,2015-11-04T09:00:00Z,Raquel Salinas,raquel.salinas@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_007,2022-07-19T09:00:00Z,Miguel Valdez,miguel.valdez@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_008,2016-02-28T09:00:00Z,Ricardo Zavala,ricardo.zavala@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_009,2023-01-14T09:00:00Z,Antonio Cruz,antonio.cruz@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_010,2019-06-13T09:00:00Z,Cesar Herrera,cesar.herrera@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_011,2022-09-25T09:00:00Z,Jaime Mendoza,jaime.mendoza@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_012,2023-07-10T09:00:00Z,Rene Pena,rene.pena@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_013,2015-04-11T09:00:00Z,Yuri Romero,yuri.romero@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_014,2016-02-24T09:00:00Z,Sofia Trevino,sofia.trevino@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_015,2021-03-08T09:00:00Z,Beatriz Zamora,beatriz.zamora@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_016,2019-04-12T09:00:00Z,Norma Chavez,norma.chavez@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_017,2023-04-26T09:00:00Z,Herlinda Garza,herlinda.garza@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_018,2015-06-02T09:00:00Z,Ofelia Medina,ofelia.medina@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_019,2015-02-05T09:00:00Z,Yvonne Padilla,yvonne.padilla@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_020,2020-02-06T09:00:00Z,Pedro Rodriguez,pedro.rodriguez@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_021,2024-01-21T09:00:00Z,David Tejeda,david.tejeda@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_022,2022-08-23T09:00:00Z,Armando Villanueva,armando.villanueva@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_023,2015-04-02T09:00:00Z,Hector Castillo,hector.castillo@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_024,2019-03-22T09:00:00Z,Oscar Fuentes,oscar.fuentes@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_025,2016-02-22T09:00:00Z,Wilfredo Luna,wilfredo.luna@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_026,2024-08-23T09:00:00Z,Ana Ortega,ana.ortega@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_027,2016-12-27T09:00:00Z,Consuelo Rivera,consuelo.rivera@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_028,2015-09-11T09:00:00Z,Patricia Suarez,patricia.suarez@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_029,2019-06-03T09:00:00Z,Francisca Velazquez,francisca.velazquez@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_030,2024-12-27T09:00:00Z,Magdalena Bustos,magdalena.bustos@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_031,2019-07-15T09:00:00Z,Vicky Fernandez,vicky.fernandez@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_032,2017-11-26T09:00:00Z,Carlos Landeros,carlos.landeros@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_033,2018-09-12T09:00:00Z,Salvador Nunez,salvador.nunez@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_034,2022-06-01T09:00:00Z,Alberto Reyna,alberto.reyna@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_035,2024-04-28T09:00:00Z,Felipe Solis,felipe.solis@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_036,2024-07-15T09:00:00Z,Mario Vasquez,mario.vasquez@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_037,2019-07-04T09:00:00Z,Ulises Aguilar,ulises.aguilar@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_038,2016-07-26T09:00:00Z,Rosa Dominguez,rosa.dominguez@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_039,2015-04-16T09:00:00Z,Alicia Jimenez,alicia.jimenez@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_dir_040,2020-11-18T09:00:00Z,Ramona Munoz,ramona.munoz@gracechurchelpaso.org,Church Member/Directory,Congregation
rec_fam_001,2020-01-01T00:00:00Z,Sofia Coleman-Alarcon,sofia.alarcon@gmail.com,Family/Daughter,Daughter/POA
rec_fam_002,2020-01-01T00:00:00Z,Carlos Coleman,carlos.coleman@gmail.com,Family/Son,Son
rec_fam_003,2020-01-01T00:00:00Z,Diego Alarcon,diego.alarcon@gmail.com,Family/Son-in-law,Son-in-law
rec_fam_004,2020-01-01T00:00:00Z,Jamie Morales,jamie.morales@gmail.com,Family/Carlos partner,Partner
rec_fam_005,2020-01-01T00:00:00Z,Lupe Coleman-Reyes,lupe.coleman@gmail.com,Family/Sister/Backup ICE,Sister
rec_fam_006,2020-01-01T00:00:00Z,Aunt Carmen Coleman,,Family/Aunt/Las Cruces,Aunt
rec_fam_007,2020-01-01T00:00:00Z,Isabella Alarcon,,Family/Granddaughter/Esperanza,Granddaughter
rec_fam_008,2020-01-01T00:00:00Z,Mateo Alarcon,,Family/Grandson/Kindergarten,Grandson
rec_fam_009,2020-01-01T00:00:00Z,Rosa Villarreal,rosa.villarreal@gmail.com,Family/Best Friend,Best Friend
rec_fam_010,2020-01-01T00:00:00Z,Pastor David Henning,pastor@gracechurchelpaso.org,Church/Pastor,Pastor
rec_fam_011,2020-01-01T00:00:00Z,Frank Herrera,frank.herrera@gracechurchelpaso.org,Church/Treasurer,Treasurer
rec_fam_012,2020-01-01T00:00:00Z,Dr. Patricia Ramirez,,Medical/PCP,PCP
rec_fam_013,2020-01-01T00:00:00Z,Dr. Manuel Ortega,,Medical/Ortho,Orthopedist
rec_fam_014,2020-01-01T00:00:00Z,Dr. Elena Vasquez,,Medical/Ophthalmology,Ophthalmologist
rec_fam_015,2020-01-01T00:00:00Z,Lorena Castillo,lorena.castillo@gmail.com,Legal/Estate Attorney,Attorney
