message_id,conversation_id,direction,from_wa_id,to_wa_id,type,text,template_name,status,sent_at
wa_001,chat_elaine,,timothy.pratt,elaine.pratt.peters,text,"Sounds good, drive safe. Storm might be coming Tue-Wed so leave early if you can.",,sent,2027-03-22T20:15:00-07:00
wa_002,chat_elaine,,elaine.pratt.peters,timothy.pratt,text,Will do Dad. Tyler can't wait to see the calves!,,received,2027-03-22T20:18:00-07:00
wa_003,chat_walter,,walter.bishop,timothy.pratt,text,Fish fry Friday at the VFW. You coming?,,received,2027-03-22T19:05:00-07:00
wa_n001,chat_elaine,,calvin.hunter,timothy.pratt,text,Weather looks rough,,delivered,2027-03-17T14:07:00-07:00
wa_n002,chat_elaine,,calvin.hunter,elaine.pratt.peters,text,Talk later,,delivered,2027-03-20T12:56:00-07:00
wa_n003,chat_james,,calvin.hunter,elaine.pratt.peters,text,Ok,,delivered,2027-03-22T21:52:00-07:00
wa_n004,chat_elaine,,james.pratt,timothy.pratt,text,See you Sunday,,delivered,2027-03-20T16:41:00-07:00
wa_n005,chat_walter,,james.pratt,elaine.pratt.peters,text,See you Sunday,,delivered,2027-03-21T09:14:00-07:00
wa_n006,chat_walter,,walter.bishop,elaine.pratt.peters,text,Thanks,,delivered,2027-03-22T08:23:00-07:00
wa_n007,chat_church_group,,calvin.hunter,james.pratt,text,See you Sunday,,delivered,2027-03-20T11:51:00-07:00
wa_n008,chat_walter,,timothy.pratt,timothy.pratt,text,Talk later,,delivered,2027-03-15T18:51:00-07:00
wa_n009,chat_james,,timothy.pratt,elaine.pratt.peters,text,Will check,,delivered,2027-03-17T12:29:00-07:00
wa_n010,chat_walter,,walter.bishop,timothy.pratt,text,Call me when you can,,delivered,2027-03-15T15:24:00-07:00
wa_n011,chat_church_group,,james.pratt,james.pratt,text,Weather looks rough,,delivered,2027-03-17T20:31:00-07:00
wa_n012,chat_walter,,james.pratt,elaine.pratt.peters,text,Got it,,delivered,2027-03-15T13:31:00-07:00
wa_n013,chat_walter,,walter.bishop,elaine.pratt.peters,text,Weather looks rough,,delivered,2027-03-22T18:56:00-07:00
wa_n014,chat_james,,timothy.pratt,james.pratt,text,Got it,,delivered,2027-03-16T15:51:00-07:00
wa_n015,chat_james,,james.pratt,timothy.pratt,text,See you Sunday,,delivered,2027-03-21T19:13:00-07:00
wa_n016,chat_walter,,walter.bishop,timothy.pratt,text,Sounds good,,delivered,2027-03-22T08:31:00-07:00
wa_n017,chat_church_group,,calvin.hunter,timothy.pratt,text,Will check,,delivered,2027-03-18T12:46:00-07:00
wa_n018,chat_calvin,,walter.bishop,james.pratt,text,Sounds good,,delivered,2027-03-17T18:22:00-07:00
wa_n019,chat_elaine,,calvin.hunter,timothy.pratt,text,Got it,,delivered,2027-03-18T13:32:00-07:00
wa_n020,chat_calvin,,elaine.pratt.peters,james.pratt,text,How's Blue?,,delivered,2027-03-20T14:10:00-07:00
wa_n021,chat_calvin,,walter.bishop,james.pratt,text,Got it,,delivered,2027-03-18T07:32:00-07:00
wa_n022,chat_calvin,,elaine.pratt.peters,timothy.pratt,text,See you Sunday,,delivered,2027-03-19T14:06:00-07:00
wa_n023,chat_james,,elaine.pratt.peters,elaine.pratt.peters,text,Talk later,,delivered,2027-03-19T20:43:00-07:00
wa_n024,chat_walter,,walter.bishop,james.pratt,text,Ok,,delivered,2027-03-15T12:42:00-07:00
wa_n025,chat_walter,,elaine.pratt.peters,elaine.pratt.peters,text,Ok,,delivered,2027-03-22T20:31:00-07:00
wa_n026,chat_james,,walter.bishop,elaine.pratt.peters,text,See you Sunday,,delivered,2027-03-20T13:38:00-07:00
wa_n027,chat_calvin,,timothy.pratt,timothy.pratt,text,Call me when you can,,delivered,2027-03-19T18:54:00-07:00
