id,first_name,last_name,email,username,role,billing_city,billing_country,is_paying_customer,date_created
1,Aisha,Patel,apatel@blueteam.dev,aishapatel,customer,Reston,US,true,2026-11-21T19:28:23.422581+00:00T00:00:00
2,Diego,Ramirez,dramirez@detection.works,diegoramirez,customer,Denver,US,true,2024-04-25T09:56:58.279909+00:00T00:00:00
3,Priya,Kumar,pkumar@soc-notes.io,priyakumar,customer,San Jose,US,true,2024-12-16T09:19:56.144035+00:00T00:00:00
4,Marcus,Bailey,mbailey@threat.hunt,marcusbailey,customer,Atlanta,US,true,2026-05-27T17:06:13.248135+00:00T00:00:00
5,Yuki,Tanaka,ytanaka@siem-ops.jp,yukitanaka,customer,Chicago,US,true,2026-06-12T23:59:25.627008+00:00T00:00:00
6,Margaret,Cohen,angelica92@example.com,shaunlara,customer,West Samuelborough,US,true,2025-12-08T03:55:25.006585+00:00T00:00:00
7,Sean,Swanson,proy@example.org,lorrainesalazar,customer,West Pamelafort,US,true,2024-07-14T21:18:35.170303+00:00T00:00:00
8,Jennifer,Parker,sullivanjesus@example.org,valentinechristina,customer,East Raymond,US,true,2024-08-04T07:56:04.647651+00:00T00:00:00
9,Marcus,Diaz,arobertson@example.net,coxdavid,customer,Lake Amy,US,false,2026-12-15T16:46:19.755102+00:00T00:00:00
10,Jessica,Snyder,christopher79@example.org,brian83,customer,Lisaton,US,true,2024-03-12T11:38:10.816632+00:00T00:00:00
11,Dana,Erickson,dustincampos@example.com,kenneth73,customer,Klineshire,US,true,2025-08-23T15:01:09.934958+00:00T00:00:00
12,Joseph,Castaneda,mark64@example.org,qking,customer,Deannaberg,US,true,2026-02-23T02:38:40.830117+00:00T00:00:00
13,Aimee,Robinson,davisvictoria@example.org,hernandezashley,customer,North Jesus,US,true,2026-12-20T10:57:29.560672+00:00T00:00:00
14,Donald,Patterson,jeffrey04@example.org,swalsh,customer,Melissahaven,US,true,2024-05-25T15:26:00.541575+00:00T00:00:00
15,Angel,Wright,rdudley@example.org,kimberly51,customer,Melaniechester,US,false,2025-03-08T05:19:18.481747+00:00T00:00:00
16,Daniel,Ashley,mcdonaldsarah@example.net,kaylasantos,customer,Charlottetown,US,true,2024-09-01T08:47:22.827182+00:00T00:00:00
17,Debra,Cherry,lreeves@example.net,sean29,customer,North Stephanieville,US,true,2024-09-14T14:37:27.883747+00:00T00:00:00
18,Stacy,Lucas,steven04@example.net,xmorton,customer,Port Robertborough,US,true,2024-08-27T12:08:19.981806+00:00T00:00:00
19,Ernest,Roth,karen76@example.org,brownamanda,customer,Gardnermouth,US,false,2024-03-13T12:57:42.423472+00:00T00:00:00
20,Scott,Woodard,hmoore@example.org,juarezmarissa,customer,Jonathanview,US,true,2027-03-21T04:19:06.674171+00:00T00:00:00
21,Michelle,Sullivan,deborah36@example.org,waltersfrank,customer,South Diane,US,true,2024-04-03T08:26:46.432549+00:00T00:00:00
22,Tyler,Moore,nwhitaker@example.net,quinnshaun,customer,Washingtonmouth,US,true,2024-09-19T02:42:30.269696+00:00T00:00:00
23,Chelsea,Hubbard,johnsonjessica@example.org,cmendoza,customer,Courtneyberg,US,false,2026-03-02T15:56:15.970973+00:00T00:00:00
24,Sarah,Jensen,janewatson@example.org,dholder,customer,Tatemouth,US,false,2025-09-14T21:18:41.744949+00:00T00:00:00
25,Rodney,Keith,brittanybrown@example.org,brownphillip,customer,Grantville,US,false,2026-05-06T04:01:24.800404+00:00T00:00:00
