list_id,email_address,full_name,status,timestamp_signup,member_rating
list_main,aaron.garcia@Finthesiss.ai,Aaron Garcia,subscribed,2018-01-15,5
list_main,eleni.garcia.cpa@gmail.com,Eleni Garcia,subscribed,2018-01-15,5
list_main,s52@yahoo.com,First0 Last0,cleaned,2026-05-23T16:00:06Z,5
list_main,j59@yahoo.com,First1 Last1,subscribed,2026-09-26T12:56:50Z,3
list_main,s89@gmail.com,First2 Last2,subscribed,2026-03-12T06:14:07Z,5
list_main,a54@gmail.com,First3 Last3,subscribed,2026-09-30T16:31:34Z,2
list_main,k13@gmail.com,First4 Last4,unsubscribed,2026-09-30T23:57:39Z,5
list_main,k90@yahoo.com,First5 Last5,subscribed,2026-06-25T02:28:50Z,2
list_main,k33@yahoo.com,First6 Last6,subscribed,2026-04-03T07:23:45Z,5
list_main,j84@gmail.com,First7 Last7,unsubscribed,2026-06-17T16:41:31Z,1
list_main,j32@yahoo.com,First8 Last8,cleaned,2026-05-15T14:34:57Z,2
list_main,k91@gmail.com,First9 Last9,cleaned,2026-01-13T04:42:10Z,4
list_main,j65@yahoo.com,First10 Last10,unsubscribed,2026-02-03T22:15:19Z,5
list_main,j18@yahoo.com,First11 Last11,cleaned,2026-01-07T13:50:05Z,4
list_main,k12@gmail.com,First12 Last12,cleaned,2026-07-02T17:27:10Z,3
list_main,j88@yahoo.com,First13 Last13,cleaned,2026-04-16T04:54:58Z,2
list_main,s79@gmail.com,First14 Last14,cleaned,2026-03-08T16:03:03Z,1
list_main,a43@yahoo.com,First15 Last15,subscribed,2026-05-05T10:07:34Z,3
list_main,j57@gmail.com,First16 Last16,unsubscribed,2026-08-06T14:02:20Z,5
list_main,a58@gmail.com,First17 Last17,subscribed,2026-07-04T16:19:49Z,2
list_main,a24@gmail.com,First18 Last18,subscribed,2026-09-06T04:15:05Z,1
list_main,j97@yahoo.com,First19 Last19,subscribed,2026-09-25T13:04:34Z,4
list_main,m16@gmail.com,First20 Last20,subscribed,2026-03-16T10:25:40Z,2
