id,list_id,type,status,subject_line,from_name,reply_to,title,emails_sent,send_time,create_time
mc_0000,list_main,automated,sent,Campaign 0,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 0,2210,2026-03-11T04:36:40Z,2026-07-17T11:02:48Z
mc_0001,list_main,regular,schedule,Campaign 1,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 1,2575,2026-04-03T17:52:54Z,2026-02-20T15:18:45Z
mc_0002,list_main,regular,draft,Campaign 2,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 2,1524,2026-08-24T17:38:05Z,2026-03-26T17:40:49Z
mc_0003,list_main,regular,sent,Campaign 3,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 3,589,2026-09-07T14:46:18Z,2026-06-14T01:43:36Z
mc_0004,list_main,regular,schedule,Campaign 4,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 4,1308,2026-02-02T06:36:38Z,2026-09-21T13:45:25Z
mc_0005,list_main,regular,draft,Campaign 5,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 5,2249,2026-09-06T23:29:38Z,2026-04-19T11:50:20Z
mc_0006,list_main,regular,sent,Campaign 6,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 6,2238,2026-05-19T11:26:31Z,2026-01-19T21:16:04Z
mc_0007,list_main,automated,schedule,Campaign 7,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 7,2154,2026-06-17T19:17:21Z,2026-01-18T11:52:04Z
mc_0008,list_main,regular,sent,Campaign 8,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 8,1561,2026-08-14T11:23:50Z,2026-08-19T00:54:04Z
mc_0009,list_main,regular,draft,Campaign 9,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 9,2709,2026-02-21T21:01:08Z,2026-02-21T08:41:59Z
mc_0010,list_main,automated,schedule,Campaign 10,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 10,1551,2026-08-15T22:30:24Z,2026-06-08T23:01:04Z
mc_0011,list_main,automated,draft,Campaign 11,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 11,2389,2026-03-11T15:08:13Z,2026-06-17T17:16:16Z
mc_0012,list_main,automated,draft,Campaign 12,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 12,1121,2026-06-05T14:06:06Z,2026-09-29T10:28:18Z
mc_0013,list_main,regular,sent,Campaign 13,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 13,2584,2026-06-07T10:28:47Z,2026-04-18T17:42:29Z
mc_0014,list_main,regular,schedule,Campaign 14,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 14,1301,2026-05-05T10:12:44Z,2026-08-31T11:21:22Z
mc_0015,list_main,automated,sent,Campaign 15,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 15,1427,2026-06-11T13:27:15Z,2026-04-22T18:16:31Z
mc_0016,list_main,automated,draft,Campaign 16,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 16,709,2026-04-14T09:54:30Z,2026-02-24T15:40:22Z
mc_0017,list_main,regular,draft,Campaign 17,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 17,2767,2026-10-08T05:25:39Z,2026-02-06T02:21:53Z
mc_0018,list_main,automated,schedule,Campaign 18,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 18,1813,2026-05-05T03:49:35Z,2026-10-03T11:18:18Z
mc_0019,list_main,automated,draft,Campaign 19,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 19,2510,2026-01-23T18:47:37Z,2026-05-21T00:52:20Z
mc_0020,list_main,regular,draft,Campaign 20,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 20,1198,2026-03-08T00:16:50Z,2026-02-01T15:27:04Z
mc_0021,list_main,automated,sent,Campaign 21,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 21,967,2026-03-25T17:01:12Z,2026-08-11T17:35:32Z
mc_0022,list_main,regular,sent,Campaign 22,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 22,2640,2026-07-16T23:57:19Z,2026-02-01T15:50:25Z
mc_0023,list_main,automated,sent,Campaign 23,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 23,1943,2026-04-20T07:53:57Z,2026-03-27T01:42:29Z
mc_0024,list_main,automated,draft,Campaign 24,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 24,2770,2026-01-29T12:20:31Z,2026-05-07T22:13:23Z
mc_0025,list_main,automated,schedule,Campaign 25,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 25,2502,2026-09-12T09:48:40Z,2026-07-20T11:21:00Z
mc_0026,list_main,regular,sent,Campaign 26,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 26,1669,2026-03-22T17:11:52Z,2026-03-01T07:25:46Z
mc_0027,list_main,automated,schedule,Campaign 27,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 27,2740,2026-05-29T14:11:24Z,2026-05-10T11:40:29Z
mc_0028,list_main,regular,draft,Campaign 28,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 28,1495,2026-04-13T18:15:08Z,2026-04-04T18:34:56Z
mc_0029,list_main,automated,draft,Campaign 29,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 29,2060,2026-02-21T03:07:51Z,2026-04-01T21:17:11Z
mc_0030,list_main,automated,schedule,Campaign 30,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 30,625,2026-08-23T23:15:10Z,2026-05-14T04:44:14Z
mc_0031,list_main,regular,sent,Campaign 31,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 31,2227,2026-03-02T17:04:24Z,2026-09-13T21:17:06Z
mc_0032,list_main,automated,sent,Campaign 32,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 32,2453,2026-03-30T10:44:45Z,2026-09-10T21:39:43Z
mc_0033,list_main,regular,schedule,Campaign 33,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 33,776,2026-05-30T17:49:24Z,2026-05-08T09:24:03Z
mc_0034,list_main,automated,sent,Campaign 34,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 34,1761,2026-06-30T08:20:50Z,2026-08-08T14:35:34Z
mc_0035,list_main,regular,schedule,Campaign 35,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 35,1071,2026-01-24T16:30:48Z,2026-06-16T13:40:42Z
mc_0036,list_main,regular,sent,Campaign 36,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 36,781,2026-09-23T20:48:41Z,2026-10-06T22:36:27Z
mc_0037,list_main,regular,draft,Campaign 37,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 37,2047,2026-02-15T21:37:21Z,2026-08-03T22:07:00Z
mc_0038,list_main,automated,sent,Campaign 38,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 38,2065,2026-09-05T22:55:23Z,2026-03-23T22:41:44Z
mc_0039,list_main,regular,sent,Campaign 39,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 39,2426,2026-10-02T01:41:02Z,2026-02-16T15:20:45Z
mc_0040,list_main,regular,sent,Campaign 40,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 40,2953,2026-05-03T20:59:07Z,2026-04-14T23:38:27Z
mc_0041,list_main,automated,draft,Campaign 41,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 41,2863,2026-01-05T07:09:02Z,2026-04-28T22:44:24Z
mc_0042,list_main,automated,draft,Campaign 42,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 42,1619,2026-07-24T05:54:46Z,2026-06-17T17:50:41Z
mc_0043,list_main,automated,draft,Campaign 43,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 43,2670,2026-05-13T20:52:11Z,2026-08-27T19:39:59Z
mc_0044,list_main,regular,sent,Campaign 44,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 44,2274,2026-05-24T03:12:43Z,2026-01-22T19:55:04Z
mc_0045,list_main,regular,draft,Campaign 45,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 45,2694,2026-09-28T18:46:54Z,2026-03-21T14:27:16Z
mc_0046,list_main,regular,schedule,Campaign 46,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 46,788,2026-06-05T10:07:31Z,2026-08-22T02:03:16Z
mc_0047,list_main,regular,draft,Campaign 47,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 47,2843,2026-01-24T14:27:07Z,2026-01-06T00:51:47Z
mc_0048,list_main,automated,sent,Campaign 48,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 48,2644,2026-08-08T11:47:09Z,2026-04-09T22:22:23Z
mc_0049,list_main,automated,sent,Campaign 49,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 49,2056,2026-05-25T14:33:17Z,2026-01-25T15:54:30Z
mc_0050,list_main,regular,sent,Campaign 50,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 50,794,2026-05-26T18:57:48Z,2026-01-24T06:21:20Z
mc_0051,list_main,regular,sent,Campaign 51,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 51,1466,2026-07-02T18:18:35Z,2026-01-30T12:25:54Z
mc_0052,list_main,regular,sent,Campaign 52,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 52,2703,2026-07-17T02:58:14Z,2026-07-20T11:17:57Z
mc_0053,list_main,automated,sent,Campaign 53,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 53,2688,2026-07-19T21:06:39Z,2026-06-13T11:02:27Z
mc_0054,list_main,regular,draft,Campaign 54,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 54,1194,2026-06-08T19:18:25Z,2026-01-21T14:03:37Z
mc_0055,list_main,automated,draft,Campaign 55,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 55,1279,2026-05-26T20:18:48Z,2026-03-24T17:36:10Z
mc_0056,list_main,automated,draft,Campaign 56,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 56,699,2026-06-27T23:09:34Z,2026-03-27T00:24:05Z
mc_0057,list_main,automated,draft,Campaign 57,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 57,512,2026-06-22T19:13:50Z,2026-03-27T21:01:50Z
mc_0058,list_main,regular,schedule,Campaign 58,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 58,769,2026-04-29T17:41:26Z,2026-08-18T02:18:48Z
mc_0059,list_main,regular,schedule,Campaign 59,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 59,2576,2026-01-23T03:42:43Z,2026-10-14T14:58:34Z
mc_0060,list_main,regular,sent,Campaign 60,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 60,2910,2026-01-03T07:38:51Z,2026-08-25T18:41:24Z
mc_0061,list_main,automated,sent,Campaign 61,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 61,1524,2026-03-09T04:45:40Z,2026-05-21T18:29:51Z
mc_0062,list_main,regular,sent,Campaign 62,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 62,2978,2026-07-10T21:19:20Z,2026-01-19T14:23:39Z
mc_0063,list_main,automated,draft,Campaign 63,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 63,1529,2026-06-10T22:40:48Z,2026-10-02T02:57:15Z
mc_0064,list_main,regular,schedule,Campaign 64,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 64,2442,2026-07-02T11:10:58Z,2026-08-14T16:02:49Z
mc_0065,list_main,regular,schedule,Campaign 65,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 65,2406,2026-09-15T16:10:20Z,2026-05-03T20:42:56Z
mc_0066,list_main,automated,schedule,Campaign 66,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 66,2486,2026-03-09T01:45:41Z,2026-07-08T13:36:58Z
mc_0067,list_main,automated,sent,Campaign 67,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 67,1501,2026-04-06T04:13:59Z,2026-07-22T04:25:13Z
mc_0068,list_main,automated,sent,Campaign 68,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 68,2752,2026-03-20T21:06:32Z,2026-08-08T11:45:35Z
mc_0069,list_main,automated,draft,Campaign 69,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 69,1597,2026-02-19T13:04:47Z,2026-04-17T23:32:08Z
mc_0070,list_main,automated,schedule,Campaign 70,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 70,873,2026-04-21T03:16:04Z,2026-02-03T19:29:10Z
mc_0071,list_main,automated,sent,Campaign 71,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 71,1737,2026-06-14T21:14:38Z,2026-05-16T01:51:10Z
mc_0072,list_main,regular,sent,Campaign 72,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 72,544,2026-08-12T11:41:25Z,2026-08-20T07:54:20Z
mc_0073,list_main,automated,sent,Campaign 73,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 73,1100,2026-08-07T09:23:39Z,2026-01-24T10:24:11Z
mc_0074,list_main,automated,schedule,Campaign 74,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 74,1354,2026-08-19T12:13:19Z,2026-06-01T12:18:53Z
mc_0075,list_main,automated,sent,Campaign 75,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 75,1904,2026-10-13T02:11:14Z,2026-04-14T11:09:26Z
mc_0076,list_main,regular,schedule,Campaign 76,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 76,1494,2026-02-11T14:29:36Z,2026-05-18T22:03:49Z
mc_0077,list_main,regular,sent,Campaign 77,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 77,2264,2026-05-25T06:47:30Z,2026-06-02T11:16:05Z
mc_0078,list_main,automated,sent,Campaign 78,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 78,2381,2026-07-27T03:27:29Z,2026-03-21T21:24:01Z
mc_0079,list_main,regular,schedule,Campaign 79,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 79,2732,2026-06-15T11:59:55Z,2026-07-24T23:49:05Z
mc_0080,list_main,automated,draft,Campaign 80,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 80,1026,2026-01-10T15:35:35Z,2026-01-14T23:41:28Z
mc_0081,list_main,regular,draft,Campaign 81,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 81,1089,2026-07-03T23:52:55Z,2026-08-31T13:07:37Z
mc_0082,list_main,regular,schedule,Campaign 82,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 82,522,2026-07-18T05:55:24Z,2026-07-23T03:10:48Z
mc_0083,list_main,automated,draft,Campaign 83,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 83,583,2026-08-29T21:10:11Z,2026-04-30T16:01:03Z
mc_0084,list_main,automated,draft,Campaign 84,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 84,1708,2026-03-08T22:25:34Z,2026-09-15T13:09:13Z
mc_0085,list_main,regular,schedule,Campaign 85,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 85,987,2026-09-26T08:34:29Z,2026-09-22T00:28:10Z
mc_0086,list_main,automated,draft,Campaign 86,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 86,2234,2026-06-04T06:07:01Z,2026-05-31T06:25:28Z
mc_0087,list_main,regular,sent,Campaign 87,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 87,2646,2026-05-06T00:52:32Z,2026-01-27T15:57:03Z
mc_0088,list_main,automated,draft,Campaign 88,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 88,2326,2026-08-01T10:39:46Z,2026-02-11T01:21:18Z
mc_0089,list_main,regular,draft,Campaign 89,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 89,869,2026-08-11T05:39:01Z,2026-05-29T19:41:11Z
mc_0090,list_main,regular,schedule,Campaign 90,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 90,1798,2026-08-24T01:01:34Z,2026-05-04T11:58:19Z
mc_0091,list_main,automated,schedule,Campaign 91,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 91,1112,2026-09-14T22:57:21Z,2026-07-21T00:19:19Z
mc_0092,list_main,regular,sent,Campaign 92,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 92,2002,2026-06-28T11:36:31Z,2026-03-14T06:29:58Z
mc_0093,list_main,automated,schedule,Campaign 93,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 93,1976,2026-03-21T15:07:39Z,2026-04-19T05:37:56Z
mc_0094,list_main,automated,sent,Campaign 94,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 94,781,2026-09-03T10:11:24Z,2026-01-24T06:00:52Z
mc_0095,list_main,regular,draft,Campaign 95,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 95,1093,2026-08-16T15:16:21Z,2026-07-19T05:54:27Z
mc_0096,list_main,regular,schedule,Campaign 96,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 96,1825,2026-08-01T11:12:56Z,2026-06-14T18:24:43Z
mc_0097,list_main,regular,sent,Campaign 97,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 97,2273,2026-04-07T16:06:30Z,2026-02-04T13:53:11Z
mc_0098,list_main,automated,sent,Campaign 98,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 98,1602,2026-02-25T12:19:08Z,2026-07-30T01:02:55Z
mc_0099,list_main,automated,draft,Campaign 99,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 99,1931,2026-07-28T10:55:54Z,2026-10-12T03:44:55Z
mc_0100,list_main,automated,sent,Campaign 100,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 100,1201,2026-04-14T20:39:45Z,2026-04-03T18:47:35Z
mc_0101,list_main,regular,schedule,Campaign 101,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 101,1417,2026-08-25T21:54:26Z,2026-07-29T19:55:32Z
mc_0102,list_main,regular,draft,Campaign 102,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 102,1961,2026-10-13T12:58:16Z,2026-04-29T10:18:42Z
mc_0103,list_main,regular,schedule,Campaign 103,Mykonos Taverna,newsletter@mykonostaverna.com,Campaign Title 103,770,2026-06-07T12:18:27Z,2026-05-31T03:33:36Z
