id,name,real_name,email,is_admin,is_bot,tz,status_text,presence
U1000,mary.vasquez,Mary Vasquez,mary.vasquez@Finthesiss.ai,true,false,America/Toronto,Principal,active
U1001,hassan.costa1001,Hassan Costa,hassan.costa1001@ridgewoodcollegiate.ca,false,false,America/Toronto,Numeracy Lead Teacher,away
U1002,sofia.chen1002,Sofia Chen,sofia.chen1002@ridgewoodcollegiate.ca,false,false,America/Toronto,Science Teacher,active
U1003,carlos.mensah1003,Carlos Mensah,carlos.mensah1003@ridgewoodcollegiate.ca,false,false,America/Toronto,History Teacher,active
U1004,nina.dupont1004,Nina Dupont,nina.dupont1004@ridgewoodcollegiate.ca,false,false,America/Toronto,French Teacher,active
U1005,ravi.vasquez1005,Ravi Vasquez,ravi.vasquez1005@ridgewoodcollegiate.ca,false,false,America/Toronto,Athletics Coordinator,active
U1006,diego.novak1006,Diego Novak,diego.novak1006@ridgewoodcollegiate.ca,false,false,America/Toronto,Visual Arts Teacher,away
U1007,lucia.sharma1007,Lucia Sharma,lucia.sharma1007@ridgewoodcollegiate.ca,false,false,America/Toronto,Computer Studies Teacher,active
U1008,talia.mensah1008,Talia Mensah,talia.mensah1008@ridgewoodcollegiate.ca,false,false,America/Toronto,Guidance Counsellor,active
U1009,maya.bauer1009,Maya Bauer,maya.bauer1009@ridgewoodcollegiate.ca,false,false,America/Toronto,Education Assistant,active
U1010,lucia.dupont1010,Lucia Dupont,lucia.dupont1010@ridgewoodcollegiate.ca,false,false,America/Toronto,Attendance Secretary,away
U1011,hiro.petrov1011,Hiro Petrov,hiro.petrov1011@ridgewoodcollegiate.ca,false,false,America/Toronto,Maintenance Technician,active
U1012,yuki.hernandez1012,Yuki Hernandez,yuki.hernandez1012@ridgewoodcollegiate.ca,false,false,America/Toronto,English Teacher,away
U1013,leah.bello1013,Leah Bello,leah.bello1013@ridgewoodcollegiate.ca,false,false,America/Toronto,Numeracy Lead Teacher,active
U1014,wei.dupont1014,Wei Dupont,wei.dupont1014@ridgewoodcollegiate.ca,false,false,America/Toronto,Science Teacher,active
U1015,lucia.patel1015,Lucia Patel,lucia.patel1015@ridgewoodcollegiate.ca,false,false,America/Toronto,History Teacher,active
U1016,olivia.rivera1016,Olivia Rivera,olivia.rivera1016@ridgewoodcollegiate.ca,false,false,America/Toronto,French Teacher,away
U1017,liam.vasquez1017,Liam Vasquez,liam.vasquez1017@ridgewoodcollegiate.ca,false,false,America/Toronto,Athletics Coordinator,away
U1018,bruno.park1018,Bruno Park,bruno.park1018@ridgewoodcollegiate.ca,false,false,America/Toronto,Visual Arts Teacher,active
U1019,owen.costa1019,Owen Costa,owen.costa1019@ridgewoodcollegiate.ca,false,false,America/Toronto,Computer Studies Teacher,away
U1020,eduardo.santos1020,Eduardo Santos,eduardo.santos1020@ridgewoodcollegiate.ca,false,false,America/Toronto,Guidance Counsellor,away
U1021,lucas.adeyemi1021,Lucas Adeyemi,lucas.adeyemi1021@ridgewoodcollegiate.ca,false,false,America/Toronto,Education Assistant,away
U1022,hassan.thompson1022,Hassan Thompson,hassan.thompson1022@ridgewoodcollegiate.ca,false,false,America/Toronto,Attendance Secretary,active
U1023,diego.wallace1023,Diego Wallace,diego.wallace1023@ridgewoodcollegiate.ca,false,false,America/Toronto,Maintenance Technician,active
U1024,emma.petrov1024,Emma Petrov,emma.petrov1024@ridgewoodcollegiate.ca,false,false,America/Toronto,English Teacher,active
U1025,talia.chen1025,Talia Chen,talia.chen1025@ridgewoodcollegiate.ca,false,false,America/Toronto,Numeracy Lead Teacher,active
U1026,lucia.serrano1026,Lucia Serrano,lucia.serrano1026@ridgewoodcollegiate.ca,false,false,America/Toronto,Science Teacher,active
U1027,marcus.antoine1027,Marcus Antoine,marcus.antoine1027@ridgewoodcollegiate.ca,false,false,America/Toronto,History Teacher,active
U1028,leah.dupont1028,Leah Dupont,leah.dupont1028@ridgewoodcollegiate.ca,false,false,America/Toronto,French Teacher,active
U1029,ethan.boateng1029,Ethan Boateng,ethan.boateng1029@ridgewoodcollegiate.ca,false,false,America/Toronto,Athletics Coordinator,active
U1030,diego.ivanov1030,Diego Ivanov,diego.ivanov1030@ridgewoodcollegiate.ca,false,false,America/Toronto,Visual Arts Teacher,away
U1031,lucia.dubois1031,Lucia Dubois,lucia.dubois1031@ridgewoodcollegiate.ca,false,false,America/Toronto,Computer Studies Teacher,away
U1032,james.silva1032,James Silva,james.silva1032@ridgewoodcollegiate.ca,false,false,America/Toronto,Guidance Counsellor,away
U1033,nina.wallace1033,Nina Wallace,nina.wallace1033@ridgewoodcollegiate.ca,false,false,America/Toronto,Education Assistant,active
U1034,ravi.adeyemi1034,Ravi Adeyemi,ravi.adeyemi1034@ridgewoodcollegiate.ca,false,false,America/Toronto,Attendance Secretary,away
U1035,lucas.patel1035,Lucas Patel,lucas.patel1035@ridgewoodcollegiate.ca,false,false,America/Toronto,Maintenance Technician,active
