tableId,id,name,type
tblParticipants,fldName,Name,singleLineText
tblParticipants,fldAge,Age,number
tblParticipants,fldSchool,School,singleLineText
tblParticipants,fldCohort,Cohort,singleLineText
tblParticipants,fldGuardian,Guardian,singleLineText
tblParticipants,fldGuardianEmail,GuardianEmail,singleLineText
tblParticipants,fldWaiver,WaiverSigned,checkbox
tblParticipants,fldDinnerSeats,DinnerSeatsRequested,number
tblParticipants,fldStatus,Status,singleLineText
tblBuilding,fldItem,Item,singleLineText
tblBuilding,fldValue,Value,singleLineText
tblBuilding,fldNote,Note,singleLineText
tblBuilding,fldUpdated,LastUpdated,singleLineText
tblPlanning,fldLine,LineItem,singleLineText
tblPlanning,fldEstimate,EstimateUSD,number
tblPlanning,fldOwner,Owner,singleLineText
tblPlanning,fldNote,Note,singleLineText
