id,given_name,family_name,email_address,phone_number,company_name,created_at
CUST_HARPER01,Harper,Nguyen,harper.nguyen@example.com,+14155550101,Riverside Cafe,2025-08-12T09:00:00Z
CUST_DIEGO02,Diego,Ramos,diego.ramos@example.com,+14155550102,,2025-09-03T11:30:00Z
CUST_MAYA03,Maya,Fischer,maya.fischer@example.com,+14155550103,Fischer Bakery,2025-09-21T14:10:00Z
CUST_OMAR04,Omar,Haddad,omar.haddad@example.com,+14155550104,,2025-10-05T16:45:00Z
CUST_LENA05,Lena,Sorensen,lena.sorensen@example.com,+14155550105,Sorensen Goods,2025-10-19T08:20:00Z
CUST_PRIYA06,Priya,Kapoor,priya.kapoor@example.com,+14155550106,,2025-11-02T13:00:00Z
CUST_TOMAS07,Tomas,Varga,tomas.varga@example.com,+14155550107,Varga Roasters,2025-11-18T10:15:00Z
CUST_ELISE08,Elise,Monroe,elise.monroe@example.com,+14155550108,,2026-01-14T09:45:00Z
CUST_NOAH09,Noah,Bennett,noah.bennett@example.com,+14155550109,,2026-02-08T12:20:00Z
CUST_SOFIA10,Sofia,Delgado,sofia.delgado@example.com,+14155550110,Delgado Catering,2026-03-02T15:05:00Z
CUST_LEO11,Leo,Kowalski,leo.kowalski@example.com,+14155550111,,2026-03-27T10:40:00Z
CUST_MAYA12,Maya,Abbott,maya.abbott@example.com,+14155550112,,2026-04-19T13:15:00Z
CUST_RUBEN13,Ruben,Ortiz,ruben.ortiz@example.com,+14155550113,Ortiz Provisions,2026-05-11T08:55:00Z
CUST_HANA14,Hana,Yoshida,hana.yoshida@example.com,+14155550114,,2026-06-06T14:30:00Z
CUST_WALK15,Walter,Brennan,walter.brennan@example.com,+14155550115,,2026-07-21T11:10:00Z
CUST_ISLA16,Isla,Ferreira,isla.ferreira@example.com,+14155550116,Ferreira Flowers,2026-08-30T16:00:00Z
CUST_DREW17,Drew,Callahan,drew.callahan@example.com,+14155550117,,2026-09-17T09:25:00Z
