id,company_id,first_name,last_name,email,department,job_title,rate,payment_unit,flsa_status,start_date,terminated
id-00001,compan-00001,Devon,Braun,blair.braun001@example.com,coral-1,Delta umber 1,1000.0,willow-1,general,2026-11-28T05:40:00Z,572
id-00002,compan-00002,Emil,Lorenz,jordan.frank002@example.com,ember-2,Willow orbit 2,1001.0,tidal-2,active,2026-07-01T10:47:00Z,890
id-00003,compan-00003,Morgan,Richter,jamie.braun003@example.com,cedar-3,River delta 3,1002.0,willow-3,general,2026-02-28T14:42:00Z,438
id-00004,compan-00004,Sage,Haas,blair.braun004@example.com,pine-4,Coral cedar 4,1003.0,ember-4,active,2026-01-18T10:19:00Z,552
id-00005,compan-00005,Avery,Richter,lena.sommer005@example.com,meadow-5,Bravo ember 5,1004.0,delta-5,general,2026-06-17T22:41:00Z,197
id-00006,compan-00006,Jamie,Busch,sage.frank006@example.com,bravo-6,Bravo tidal 6,1005.0,pine-6,pending,2026-05-14T14:51:00Z,231
id-00007,compan-00007,Riley,Vogel,jordan.schulz007@example.com,ember-7,Quartz iris 7,1006.0,frost-7,open,2026-04-13T03:57:00Z,580
id-00008,compan-00008,Lena,Wolf,quinn.braun008@example.com,kelp-8,Orbit bravo 8,1007.0,frost-8,general,2026-05-10T20:53:00Z,66
id-00009,compan-00009,Morgan,Busch,avery.wolf009@example.com,zephyr-9,River haze 9,1008.0,harbor-9,general,2026-02-11T14:58:00Z,108
id-00010,compan-00010,Paul,Arnold,paul.busch010@example.com,iris-10,Coral umber 10,1009.0,pine-10,active,2026-02-18T12:45:00Z,736
id-00011,compan-00011,Parker,Braun,blair.vogel011@example.com,coral-11,Frost ember 11,1010.0,harbor-11,open,2026-05-28T09:56:00Z,56
id-00012,compan-00012,Taylor,Braun,jordan.vogel012@example.com,orbit-12,Harbor meadow 12,1011.0,harbor-12,standard,2026-10-01T03:10:00Z,466
id-00013,compan-00013,Alex,Busch,timo.meyer013@example.com,jade-13,Zephyr umber 13,1012.0,quartz-13,standard,2026-09-04T11:11:00Z,524
id-00014,compan-00014,Reese,Sommer,riley.sommer014@example.com,coral-14,Harbor iris 14,1013.0,frost-14,open,2026-01-11T02:29:00Z,539
id-00015,compan-00015,Sage,Berg,paul.winter015@example.com,tidal-15,Cedar ember 15,1014.0,jade-15,general,2026-03-20T05:20:00Z,432
id-00016,compan-00016,Alex,Wolf,sam.sommer016@example.com,delta-16,Coral iris 16,1015.0,willow-16,standard,2026-06-12T18:17:00Z,331
id-00017,compan-00017,Blair,Vogel,mara.meyer017@example.com,jade-17,Haze umber 17,1016.0,umber-17,open,2026-10-23T12:32:00Z,443
id-00018,compan-00018,Taylor,Schulz,jordan.busch018@example.com,alpha-18,Bravo cedar 18,1017.0,jade-18,standard,2026-09-19T06:26:00Z,588
id-00019,compan-00019,Timo,Frank,timo.lorenz019@example.com,summit-19,Willow quartz 19,1018.0,harbor-19,closed,2026-03-14T15:47:00Z,705
id-00020,compan-00020,Alex,Winter,avery.braun020@example.com,iris-20,Quartz tidal 20,1019.0,summit-20,open,2026-06-02T04:50:00Z,743
id-00021,compan-00021,Alex,Klein,riley.richter021@example.com,grove-21,Iris alpha 21,1020.0,frost-21,active,2026-12-22T09:34:00Z,759
id-00022,compan-00022,Sam,Busch,sam.arnold022@example.com,orbit-22,Meadow harbor 22,1021.0,jade-22,closed,2026-04-01T22:57:00Z,840
id-00023,compan-00023,Parker,Lorenz,riley.braun023@example.com,river-23,Coral harbor 23,1022.0,bravo-23,standard,2026-11-26T23:14:00Z,357
id-00024,compan-00024,Devon,Arnold,devon.koch024@example.com,river-24,Delta river 24,1023.0,violet-24,open,2026-10-28T17:04:00Z,307
id-00025,compan-00025,Sage,Vogel,blair.klein025@example.com,iris-25,River alpha 25,1024.0,orbit-25,pending,2026-06-21T01:14:00Z,291
id-00026,compan-00026,Sam,Frank,sage.sommer026@example.com,summit-26,Bravo violet 26,1025.0,alpha-26,closed,2026-03-23T13:57:00Z,248
id-00027,compan-00027,Casey,Lorenz,casey.schulz027@example.com,umber-27,Violet cedar 27,1026.0,zephyr-27,open,2026-11-16T01:27:00Z,791
id-00028,compan-00028,Riley,Arnold,devon.braun028@example.com,orbit-28,Pine delta 28,1027.0,umber-28,active,2026-10-11T01:09:00Z,14
id-00029,compan-00029,Sage,Sommer,devon.frank029@example.com,zephyr-29,River pine 29,1028.0,umber-29,open,2026-01-27T03:23:00Z,41
id-00030,compan-00030,Timo,Lorenz,blair.berg030@example.com,pine-30,Quartz pine 30,1029.0,grove-30,closed,2026-11-05T14:54:00Z,860
id-00031,compan-00031,Alex,Braun,sam.arnold031@example.com,zephyr-31,Haze zephyr 31,1030.0,bravo-31,open,2026-08-21T11:14:00Z,900
id-00032,compan-00032,Jordan,Meyer,timo.berg032@example.com,river-32,Tidal quartz 32,1031.0,violet-32,open,2026-12-26T00:58:00Z,891
id-00033,compan-00033,Blair,Busch,sage.busch033@example.com,kelp-33,Iris meadow 33,1032.0,coral-33,general,2026-03-07T09:05:00Z,651
id-00034,compan-00034,Sam,Meyer,emil.berg034@example.com,violet-34,Cedar quartz 34,1033.0,kelp-34,general,2026-08-15T16:11:00Z,56
id-00035,compan-00035,Quinn,Busch,sage.meyer035@example.com,haze-35,Alpha tidal 35,1034.0,kelp-35,active,2026-03-11T06:44:00Z,184
id-00036,compan-00036,Alex,Klein,timo.koch036@example.com,delta-36,Delta quartz 36,1035.0,orbit-36,closed,2026-07-04T22:31:00Z,73
id-00037,compan-00037,Reese,Klein,taylor.winter037@example.com,jade-37,Bravo willow 37,1036.0,coral-37,closed,2026-12-23T08:00:00Z,254
id-00038,compan-00038,Sam,Busch,casey.richter038@example.com,bravo-38,Bravo ember 38,1037.0,pine-38,general,2026-02-19T14:41:00Z,170
id-00039,compan-00039,Jordan,Busch,timo.winter039@example.com,summit-39,Delta tidal 39,1038.0,grove-39,standard,2026-08-09T09:31:00Z,56
id-00040,compan-00040,Riley,Frank,mara.schulz040@example.com,kelp-40,Pine zephyr 40,1039.0,summit-40,pending,2026-07-19T07:30:00Z,807
id-00041,compan-00041,Riley,Winter,alex.klein041@example.com,jade-41,Alpha coral 41,1040.0,summit-41,open,2026-03-27T04:46:00Z,20
id-00042,compan-00042,Mara,Frank,quinn.richter042@example.com,pine-42,Pine kelp 42,1041.0,coral-42,general,2026-05-25T03:39:00Z,855
id-00043,compan-00043,Sage,Berg,alex.richter043@example.com,river-43,Meadow bravo 43,1042.0,river-43,general,2026-03-11T15:44:00Z,817
id-00044,compan-00044,Quinn,Haas,mara.vogel044@example.com,summit-44,Quartz pine 44,1043.0,bravo-44,standard,2026-11-19T11:12:00Z,154
id-00045,compan-00045,Emil,Arnold,alex.braun045@example.com,pine-45,Summit kelp 45,1044.0,violet-45,closed,2026-02-20T01:32:00Z,533
id-00046,compan-00046,Inga,Koch,sven.wolf046@example.com,summit-46,Quartz frost 46,1045.0,frost-46,active,2026-04-10T22:33:00Z,133
id-00047,compan-00047,Nora,Arnold,sven.winter047@example.com,delta-47,Ember kelp 47,1046.0,summit-47,general,2026-07-09T04:45:00Z,297
id-00048,compan-00048,Riley,Frank,alex.koch048@example.com,quartz-48,Meadow frost 48,1047.0,iris-48,general,2026-06-05T23:49:00Z,750
id-00049,compan-00049,Parker,Haas,devon.vogel049@example.com,orbit-49,Grove grove 49,1048.0,jade-49,active,2026-11-24T15:59:00Z,113
id-00050,compan-00050,Paul,Meyer,jamie.sommer050@example.com,ember-50,Haze delta 50,1049.0,iris-50,open,2026-08-24T15:01:00Z,422
id-00051,compan-00051,Casey,Braun,riley.wolf051@example.com,river-51,Kelp quartz 51,1050.0,grove-51,active,2026-09-10T06:00:00Z,816
id-00052,compan-00052,Avery,Wolf,inga.frank052@example.com,zephyr-52,Orbit grove 52,1051.0,delta-52,standard,2026-03-27T08:06:00Z,372
id-00053,compan-00053,Paul,Schulz,morgan.koch053@example.com,grove-53,Alpha river 53,1052.0,meadow-53,closed,2026-03-14T06:40:00Z,137
id-00054,compan-00054,Sage,Sommer,inga.wolf054@example.com,harbor-54,Haze summit 54,1053.0,bravo-54,standard,2026-04-27T12:52:00Z,877
id-00055,compan-00055,Reese,Meyer,paul.meyer055@example.com,summit-55,Bravo cedar 55,1054.0,quartz-55,closed,2026-11-28T10:49:00Z,348
id-00056,compan-00056,Reese,Wolf,inga.winter056@example.com,bravo-56,Frost bravo 56,1055.0,jade-56,active,2026-04-22T21:24:00Z,267
id-00057,compan-00057,Devon,Schulz,rowan.frank057@example.com,violet-57,Kelp frost 57,1056.0,delta-57,closed,2026-12-12T23:30:00Z,32
id-00058,compan-00058,Blair,Meyer,parker.klein058@example.com,zephyr-58,Tidal frost 58,1057.0,meadow-58,open,2026-11-13T13:21:00Z,482
id-00059,compan-00059,Parker,Braun,sam.sommer059@example.com,coral-59,Umber alpha 59,1058.0,zephyr-59,standard,2026-05-14T05:03:00Z,542
id-00060,compan-00060,Avery,Busch,parker.winter060@example.com,ember-60,Coral frost 60,1059.0,delta-60,closed,2026-06-24T04:20:00Z,100
id-00061,compan-00061,Inga,Busch,avery.lorenz061@example.com,alpha-61,Frost coral 61,1060.0,orbit-61,standard,2026-02-09T02:18:00Z,714
id-00062,compan-00062,Alex,Vogel,lena.berg062@example.com,quartz-62,Alpha iris 62,1061.0,quartz-62,closed,2026-04-15T03:32:00Z,683
id-00063,compan-00063,Morgan,Winter,riley.schulz063@example.com,kelp-63,Violet quartz 63,1062.0,zephyr-63,closed,2026-06-02T01:07:00Z,682
id-00064,compan-00064,Quinn,Wolf,jamie.richter064@example.com,orbit-64,Violet willow 64,1063.0,coral-64,active,2026-06-28T07:46:00Z,514
id-00065,compan-00065,Blair,Koch,lena.wolf065@example.com,haze-65,Meadow haze 65,1064.0,zephyr-65,standard,2026-02-04T21:12:00Z,159
id-00066,compan-00066,Sam,Klein,rowan.frank066@example.com,coral-66,Haze willow 66,1065.0,meadow-66,closed,2026-08-16T19:57:00Z,476
id-00067,compan-00067,Mara,Koch,jamie.vogel067@example.com,ember-67,Frost iris 67,1066.0,kelp-67,active,2026-08-02T14:11:00Z,297
id-00068,compan-00068,Casey,Berg,blair.wolf068@example.com,umber-68,Summit willow 68,1067.0,umber-68,general,2026-01-06T15:48:00Z,793
id-00069,compan-00069,Riley,Busch,timo.busch069@example.com,orbit-69,Bravo meadow 69,1068.0,delta-69,standard,2026-12-24T12:31:00Z,432
id-00070,compan-00070,Mara,Wolf,timo.frank070@example.com,river-70,Frost bravo 70,1069.0,haze-70,closed,2026-05-03T05:22:00Z,643
id-00071,compan-00071,Taylor,Meyer,taylor.wolf071@example.com,pine-71,Cedar umber 71,1070.0,tidal-71,pending,2026-09-01T03:25:00Z,227
id-00072,compan-00072,Devon,Braun,jordan.vogel072@example.com,summit-72,Meadow kelp 72,1071.0,cedar-72,active,2026-11-12T05:06:00Z,200
id-00073,compan-00073,Sage,Braun,blair.busch073@example.com,cedar-73,Willow willow 73,1072.0,cedar-73,active,2026-07-06T05:40:00Z,317
id-00074,compan-00074,Taylor,Meyer,casey.winter074@example.com,quartz-74,Bravo tidal 74,1073.0,zephyr-74,open,2026-11-01T11:34:00Z,439
id-00075,compan-00075,Jordan,Klein,devon.frank075@example.com,cedar-75,Tidal grove 75,1074.0,violet-75,standard,2026-11-19T01:11:00Z,226
id-00076,compan-00076,Paul,Vogel,rowan.berg076@example.com,bravo-76,Zephyr ember 76,1075.0,quartz-76,active,2026-02-12T00:48:00Z,396
id-00077,compan-00077,Emil,Sommer,paul.meyer077@example.com,orbit-77,Haze quartz 77,1076.0,river-77,open,2026-08-09T21:51:00Z,212
