id,name,type,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,start_date,kudos_count,segment_id
act-0000,Monday St Johns River loop,Ride,42978.8,4225,1259,51,8.37,2026-07-15T06:00:00Z,4,seg-000
act-0001,Wednesday St Johns River loop,Ride,26632.9,4377,4353,325,6.0,2026-02-04T06:00:00Z,9,seg-001
act-0002,Friday St Johns River loop,Swim,6425.4,6736,7411,19,14.62,2026-06-22T06:00:00Z,1,seg-002
act-0003,Riverside Racquet Club - doubles with Hussain,Run,3224.8,1520,3079,83,12.51,2026-03-15T05:00:00Z,0,seg-003
act-0004,Riverside Racquet Club - practice,Run,4174.8,6489,3943,85,7.67,2026-06-08T05:00:00Z,13,seg-004
act-0005,Baldwin trail 6-mile,Run,44940.3,742,3820,452,4.65,2026-02-04T08:00:00Z,14,seg-005
act-0006,Beaches loop 7-mile,Swim,8027.6,2476,7477,416,7.81,2026-05-07T07:00:00Z,19,seg-006
act-0007,San Marco park run,Walk,18790.0,4091,5218,480,5.38,2026-03-27T06:00:00Z,11,seg-007
act-0008,Riverside sunrise 3-mile,Swim,49368.6,7156,6958,336,6.25,2026-06-15T08:00:00Z,3,seg-008
act-0009,Downtown Jax bridges 5-mile,Run,20001.0,2104,796,334,7.28,2026-06-10T07:00:00Z,7,seg-009
act-0010,San Jose neighborhood 4-mile,Walk,10260.5,6127,3458,52,9.26,2026-06-18T06:00:00Z,8,seg-010
act-0011,St Johns River trail 8-mile,Ride,23566.9,1594,1563,88,2.87,2026-06-19T07:00:00Z,15,seg-011
act-0012,Riverside Arts Market 10K,Walk,38887.6,2322,979,460,5.12,2026-03-09T06:00:00Z,10,seg-012
act-0013,Beach shakeout run,Swim,44787.5,2204,4477,439,4.77,2026-01-22T07:00:00Z,2,seg-013
act-0014,Wednesday recovery,Walk,27925.7,992,1224,433,4.74,2026-05-14T07:00:00Z,6,seg-014
act-0015,Thursday hill repeats at Southbank,Walk,25228.6,6849,5969,467,10.19,2026-03-09T08:00:00Z,10,seg-015
act-0016,Tempo run - riverwalk,Run,27084.3,5632,3839,25,9.03,2026-01-05T06:00:00Z,4,seg-016
act-0017,Long Sunday 12-mile,Run,47075.2,6389,3409,59,14.27,2026-07-05T05:00:00Z,7,seg-017
act-0018,Riverside Riverwalk 5K,Ride,35259.1,3856,1907,141,8.69,2026-07-24T05:00:00Z,5,seg-018
act-0019,Post-clinic evening 4-mile,Walk,34230.7,1289,6778,412,9.87,2026-09-07T08:00:00Z,7,seg-019
act-0020,Ponte Vedra beach 7-mile,Ride,2733.6,1103,6483,320,9.98,2026-08-19T07:00:00Z,18,seg-020
act-0021,Jacksonville Beach 5K,Walk,34445.9,4996,6454,271,4.18,2026-06-01T08:00:00Z,20,seg-021
