id,name,email,description,currency,delinquent,balance,created,phone
cus_0001,Ambervale Properties,ops@ambervaleproperties.com,Repeat corporate catering client,usd,false,0,1704079800,+15035556000
cus_0002,Northeast Aviation,events@northeastaviation.com,Wedding client,usd,false,0,1707017400,+15035556017
cus_0003,Meredith Alcorn,meredith@meredithevents.com,Private events,usd,false,0,1709782200,+15035556034
cus_0004,Cascade Public Library,donor@cascadelibrary.org,Annual benefit,usd,false,0,1712719800,+15035556051
cus_0005,Portland Preservation Society,kelly@portlandpreservation.org,Repeat corporate catering client,usd,false,0,1715571000,+15035556068
cus_0006,Corridor Studios,team@corridorstudios.com,Wedding client,usd,false,0,1718508600,+15035556085
cus_0007,Marlow-Sato,ruthmarlow@example.com,Private events,usd,false,0,1721359800,+15035556102
cus_0008,Lansdowne,ivy.lansdowne@example.com,Annual benefit,usd,false,0,1724297400,+15035556119
cus_0009,Ferreira family,rania.ferreira@example.com,Repeat corporate catering client,usd,false,0,1727235000,+15035556136
cus_0010,Casey-Nolan,harlan.casey@example.com,Wedding client,usd,false,0,1727753400,+15035556153
cus_0011,Hu-Wallace,colby.hu@example.com,Private events,usd,false,0,1730691000,+15035556170
cus_0012,Wong-Ferreira,meredith.wong@example.com,Annual benefit,usd,false,0,1733542200,+15035556187
cus_0013,Vasquez,alma.vasquez@example.com,Repeat corporate catering client,usd,false,0,1704857400,+15035556204
cus_0014,Overland Homeowners,board@overlandhoa.com,Wedding client,usd,false,0,1707795000,+15035556221
cus_0015,Cascade Legal,office@cascadelegal.com,Private events,usd,false,0,1710559800,+15035556238
cus_0016,Beaverton Tech Coop,office@btctech.coop,Annual benefit,usd,false,0,1713497400,+15035556255
cus_0017,St. Johns Parish,office@stjohnsparish.org,Repeat corporate catering client,usd,false,0,1716348600,+15035556272
cus_0018,Wu-Silva,isabel.wu@example.com,Wedding client,usd,false,0,1719286200,+15035556289
cus_0019,Kim-Alvarez,adele.kim@example.com,Private events,usd,false,0,1719804600,+15035556306
cus_0020,Klein private,klein.private@example.com,Annual benefit,usd,false,0,1722742200,+15035556323
cus_0021,Le Sirop Nordique,info@leseraphin.qc.ca,Repeat corporate catering client,usd,false,0,1725679800,+15035556340
cus_0022,Pearl District Design,team@pearldd.com,Wedding client,usd,false,0,1728531000,+15035556357
