id,customer,subscription,amount_due,amount_paid,currency,status,number,charge,created,due_date
in_0001,cus_yq_0001,,0,40000,usd,paid,CDN-0001,ch_yq_0001,1735702200,1735702200
in_0002,cus_yq_0002,,0,44700,usd,paid,CDN-0002,ch_yq_0002,1738639800,1738639800
in_0003,cus_yq_0003,,0,49400,usd,paid,CDN-0003,ch_yq_0003,1741318200,1741318200
in_0004,cus_yq_0004,,0,54100,usd,paid,CDN-0004,ch_yq_0004,1744255800,1744255800
in_0005,cus_yq_0005,,0,58800,usd,paid,CDN-0005,ch_yq_0005,1747107000,1747107000
in_0006,cus_yq_0006,,0,63500,usd,paid,CDN-0006,ch_yq_0006,1750044600,1750044600
in_0007,cus_yq_0007,,0,68200,usd,paid,CDN-0007,ch_yq_0007,1752895800,1752895800
in_0008,cus_yq_0008,,0,72900,usd,paid,CDN-0008,ch_yq_0008,1755833400,1755833400
in_0009,cus_yq_0009,,0,77600,usd,paid,CDN-0009,ch_yq_0009,1758771000,1758771000
in_0010,cus_yq_0010,,0,82300,usd,paid,CDN-0010,ch_yq_0010,1759289400,1759289400
in_0011,cus_yq_0011,,0,87000,usd,paid,CDN-0011,ch_yq_0011,1762227000,1762227000
in_0012,cus_yq_0012,,0,91700,usd,paid,CDN-0012,ch_yq_0012,1765078200,1765078200
in_0013,cus_yq_0013,,0,96400,usd,paid,CDN-0013,ch_yq_0013,1736479800,1736479800
in_0014,cus_yq_0014,,0,101100,usd,paid,CDN-0014,ch_yq_0014,1739417400,1739417400
in_0015,cus_yq_0015,,0,105800,usd,paid,CDN-0015,ch_yq_0015,1742095800,1742095800
in_0016,cus_yq_0016,,0,110500,usd,paid,CDN-0016,ch_yq_0016,1745033400,1745033400
in_0017,cus_yq_0017,,0,115200,usd,paid,CDN-0017,ch_yq_0017,1747884600,1747884600
in_0018,cus_yq_0018,,0,119900,usd,paid,CDN-0018,ch_yq_0018,1750822200,1750822200
in_0019,cus_yq_0019,,0,124600,usd,paid,CDN-0019,ch_yq_0019,1751340600,1751340600
in_0020,cus_yq_0020,,0,129300,usd,paid,CDN-0020,ch_yq_0020,1754278200,1754278200
in_0021,cus_yq_0021,,0,134000,usd,paid,CDN-0021,ch_yq_0021,1757215800,1757215800
in_0022,cus_yq_0022,,0,138700,usd,paid,CDN-0022,ch_yq_0022,1760067000,1760067000
in_0023,cus_yq_0001,,0,143400,usd,paid,CDN-0023,ch_yq_0023,1763004600,1763004600
in_0024,cus_yq_0002,,0,148100,usd,paid,CDN-0024,ch_yq_0024,1765855800,1765855800
in_0025,cus_yq_0003,,0,152800,usd,paid,CDN-0025,ch_yq_0025,1768793400,1768793400
in_0026,cus_yq_0004,,0,157500,usd,paid,CDN-0026,ch_yq_0026,1771731000,1771731000
in_0027,cus_yq_0005,,0,162200,usd,paid,CDN-0027,ch_yq_0027,1774409400,1774409400
in_0028,cus_yq_0006,,0,166900,usd,paid,CDN-0028,ch_yq_0028,1775014200,1775014200
in_0029,cus_yq_0007,,0,171600,usd,paid,CDN-0029,ch_yq_0029,1777865400,1777865400
in_0030,cus_yq_0008,,0,176300,usd,paid,CDN-0030,ch_yq_0030,1780803000,1780803000
in_0031,cus_yq_0009,,0,181000,usd,paid,CDN-0031,ch_yq_0031,1783654200,1783654200
in_0032,cus_yq_0010,,0,185700,usd,paid,CDN-0032,ch_yq_0032,1786591800,1786591800
in_0033,cus_yq_0011,,0,190400,usd,paid,CDN-0033,ch_yq_0033,1789529400,1789529400
in_0034,cus_yq_0012,,0,195100,usd,paid,CDN-0034,ch_yq_0034,1792380600,1792380600
in_0035,cus_yq_0013,,0,199800,usd,paid,CDN-0035,ch_yq_0035,1795318200,1795318200
in_0036,cus_yq_0014,,0,204500,usd,paid,CDN-0036,ch_yq_0036,1798169400,1798169400
in_0037,cus_yq_0015,,0,209200,usd,paid,CDN-0037,ch_yq_0037,1767238200,1767238200
in_0038,cus_yq_0016,,0,213900,usd,paid,CDN-0038,ch_yq_0038,1770175800,1770175800
in_0039,cus_yq_0017,,0,218600,usd,paid,CDN-0039,ch_yq_0039,1772854200,1772854200
in_0040,cus_yq_0018,,0,223300,usd,paid,CDN-0040,ch_yq_0040,1775791800,1775791800
in_0041,cus_yq_0019,,0,228000,usd,paid,CDN-0041,ch_yq_0041,1778643000,1778643000
in_0042,cus_yq_0020,,0,232700,usd,paid,CDN-0042,ch_yq_0042,1781580600,1781580600
in_0043,cus_yq_0021,,0,237400,usd,paid,CDN-0043,ch_yq_0043,1784431800,1784431800
in_0044,cus_yq_0022,,0,242100,usd,paid,CDN-0044,ch_yq_0044,1787369400,1787369400
in_0045,cus_yq_0001,,0,246800,usd,paid,CDN-0045,ch_yq_0045,1790307000,1790307000
in_0046,cus_yq_0002,,0,256200,usd,paid,CDN-0046,ch_yq_0046,1793763000,1793763000
in_0047,cus_yq_0003,,0,40900,usd,paid,CDN-0047,ch_yq_0047,1796614200,1796614200
in_0048,cus_yq_0004,,0,45600,usd,paid,CDN-0048,ch_yq_0048,1799551800,1799551800
in_0049,cus_yq_0005,,0,50300,usd,paid,CDN-0049,ch_yq_0049,1802489400,1802489400
in_0050,cus_yq_0006,,0,55000,usd,paid,CDN-0050,ch_yq_0050,1805167800,1805167800
in_0051,cus_yq_0007,,0,59700,usd,paid,CDN-0051,ch_yq_0051,1808105400,1808105400
in_0052,cus_yq_0008,,0,64400,usd,paid,CDN-0052,ch_yq_0052,1810956600,1810956600
in_0053,cus_yq_0009,,0,69100,usd,paid,CDN-0053,ch_yq_0053,1813894200,1813894200
in_0054,cus_yq_0010,,0,73800,usd,paid,CDN-0054,ch_yq_0054,1814412600,1814412600
in_0055,cus_yq_0011,,0,78500,usd,paid,CDN-0055,ch_yq_0055,1817350200,1817350200
in_0056,cus_yq_0012,,0,83200,usd,paid,CDN-0056,ch_yq_0056,1820287800,1820287800
in_0057,cus_yq_0013,,0,87900,usd,paid,CDN-0057,ch_yq_0057,1823139000,1823139000
in_0058,cus_yq_0014,,0,92600,usd,paid,CDN-0058,ch_yq_0058,1826076600,1826076600
in_0059,cus_yq_0015,,0,97300,usd,paid,CDN-0059,ch_yq_0059,1828927800,1828927800
in_0060,cus_yq_0016,,0,102000,usd,paid,CDN-0060,ch_yq_0060,1800329400,1800329400
in_0061,cus_yq_0017,,0,106700,usd,paid,CDN-0061,ch_yq_0061,1803267000,1803267000
