id,customer,amount,currency,status,paid,refunded,amount_refunded,description,payment_intent,created
ch_0001,cus_yq_0001,40000,usd,succeeded,true,false,0,Deposit 2025-01,pi_0001,1735702200
ch_0002,cus_yq_0002,44700,usd,succeeded,true,false,0,Deposit 2025-02,pi_0002,1738639800
ch_0003,cus_yq_0003,49400,usd,succeeded,true,false,0,Deposit 2025-03,pi_0003,1741318200
ch_0004,cus_yq_0004,54100,usd,succeeded,true,false,0,Deposit 2025-04,pi_0004,1744255800
ch_0005,cus_yq_0005,58800,usd,succeeded,true,false,0,Deposit 2025-05,pi_0005,1747107000
ch_0006,cus_yq_0006,63500,usd,succeeded,true,false,0,Deposit 2025-06,pi_0006,1750044600
ch_0007,cus_yq_0007,68200,usd,succeeded,true,false,0,Deposit 2025-07,pi_0007,1752895800
ch_0008,cus_yq_0008,72900,usd,succeeded,true,false,0,Deposit 2025-08,pi_0008,1755833400
ch_0009,cus_yq_0009,77600,usd,succeeded,true,false,0,Deposit 2025-09,pi_0009,1758771000
ch_0010,cus_yq_0010,82300,usd,succeeded,true,false,0,Deposit 2025-10,pi_0010,1759289400
ch_0011,cus_yq_0011,87000,usd,succeeded,true,false,0,Deposit 2025-11,pi_0011,1762227000
ch_0012,cus_yq_0012,91700,usd,succeeded,true,false,0,Deposit 2025-12,pi_0012,1765078200
ch_0013,cus_yq_0013,96400,usd,succeeded,true,false,0,Deposit 2025-01,pi_0013,1736479800
ch_0014,cus_yq_0014,101100,usd,succeeded,true,false,0,Deposit 2025-02,pi_0014,1739417400
ch_0015,cus_yq_0015,105800,usd,succeeded,true,false,0,Deposit 2025-03,pi_0015,1742095800
ch_0016,cus_yq_0016,110500,usd,succeeded,true,false,0,Deposit 2025-04,pi_0016,1745033400
ch_0017,cus_yq_0017,115200,usd,succeeded,true,false,0,Deposit 2025-05,pi_0017,1747884600
ch_0018,cus_yq_0018,119900,usd,succeeded,true,false,0,Deposit 2025-06,pi_0018,1750822200
ch_0019,cus_yq_0019,124600,usd,succeeded,true,false,0,Deposit 2025-07,pi_0019,1751340600
