transaction_id,account_id,amount,iso_currency_code,date,name,merchant_name,category,pending,payment_channel
plaid_dep_0925_001,acc_chk_001,-2800.0,USD,2026-09-25,Allstate Insurance Co,Allstate Insurance,Insurance;Settlement,false,other
plaid_dep_0928_001,acc_chk_001,-1450.0,USD,2026-09-28,State Farm Insurance,State Farm Insurance,Insurance;Settlement,false,other
plaid_dep_0929_001,acc_chk_001,-1400.0,USD,2026-09-29,State Farm Insurance,State Farm Insurance,Insurance;Settlement,false,other
plaid_dep_0929_002,acc_chk_001,-700.0,USD,2026-09-29,State Farm Insurance,State Farm Insurance,Insurance;Settlement,false,other
plaid_dep_0926_001,acc_chk_001,-2340.0,USD,2026-09-26,Progressive Insurance,Progressive Insurance,Insurance;Settlement,false,other
plaid_dep_0927_001,acc_chk_001,-887.62,USD,2026-09-27,Progressive Casualty Ins,Progressive Insurance,Insurance;Settlement,false,other
plaid_dep_0930_001,acc_chk_001,-1518.04,USD,2026-09-30,Nationwide Mutual,Nationwide Insurance,Insurance;Settlement,false,other
plaid_txn_0723_042,acc_chk_001,47.5,USD,2026-07-23,AutoZone #4421,AutoZone,Shops;Auto Parts,false,in store
plaid_stripe_0915,acc_chk_001,-325.0,USD,2026-09-15,Stripe Transfer,Stripe,Transfer;Credit,false,online
plaid_stripe_0922,acc_chk_001,-480.0,USD,2026-09-22,Stripe Transfer,Stripe,Transfer;Credit,false,online
plaid_rent_0901,acc_chk_001,3200.0,USD,2026-09-01,Route 27 Properties LLC,Route 27 Properties,Rent;Commercial,false,other
plaid_util_0905,acc_chk_001,420.0,USD,2026-09-05,PSE&G,PSE&G,Utilities;Electric,false,online
plaid_ppg_0910,acc_chk_001,1875.0,USD,2026-09-10,PPG Auto Finishes,PPG Industries,Shops;Paint Supplies,false,online
plaid_3m_0912,acc_chk_001,342.5,USD,2026-09-12,3M Auto Division,3M,Shops;Supplies,false,online
plaid_gusto_0915,acc_chk_001,8450.0,USD,2026-09-15,Gusto Payroll,Gusto,Payroll;Salary,false,online
plaid_water_0910,acc_chk_001,145.0,USD,2026-09-10,Middlesex Water Co,Middlesex Water,Utilities;Water,false,online
plaid_waste_0908,acc_chk_001,275.0,USD,2026-09-08,Republic Services,Republic Services,Service;Waste Management,false,online
plaid_phone_0905,acc_chk_001,189.0,USD,2026-09-05,Verizon Business,Verizon,Service;Telecom,false,online
plaid_stripe_0901,acc_chk_001,-275.0,USD,2026-09-01,Stripe Transfer,Stripe,Transfer;Credit,false,online
plaid_stripe_0908,acc_chk_001,-500.0,USD,2026-09-08,Stripe Transfer,Stripe,Transfer;Credit,false,online
plaid_insurance_0918,acc_chk_001,485.0,USD,2026-09-18,Hartford Insurance,Hartford Insurance,Insurance;Business,false,online
plaid_fuel_0920,acc_chk_001,67.45,USD,2026-09-20,Shell Gas Station,Shell,Travel;Gas Stations,false,in store
plaid_staples_0919,acc_chk_001,124.3,USD,2026-09-19,Staples,Staples,Shops;Office Supplies,false,in store
plaid_dep_customer_0920,acc_chk_001,-750.0,USD,2026-09-20,Check Deposit,,Transfer;Deposit,false,other
plaid_dep_customer_0926,acc_chk_001,-350.0,USD,2026-09-26,Check Deposit,,Transfer;Deposit,false,other
plaid_autozone_0918,acc_chk_001,234.5,USD,2026-09-18,AutoZone Pro Commercial,AutoZone,Shops;Auto Parts,false,online
plaid_internet_0910,acc_chk_001,89.99,USD,2026-09-10,Comcast Business,Comcast,Service;Internet,false,online
plaid_savings_xfer,acc_chk_001,2000.0,USD,2026-09-30,Transfer to Savings,,Transfer;Internal,false,online
plaid_bg_100,acc_chk_001,-156.12,USD,2026-08-18,Stripe Transfer,Stripe,Transfer;Deposit,false,online
plaid_bg_101,acc_chk_001,397.92,USD,2026-06-05,LKQ Corporation Purchase,LKQ Corporation,Shops,false,online
plaid_bg_102,acc_chk_001,843.42,USD,2026-09-01,Dent Fix Equipment Purchase,Dent Fix Equipment,Shops,false,in store
plaid_bg_103,acc_chk_001,-1314.98,USD,2026-08-04,Customer Check Deposit,,Transfer;Deposit,false,online
plaid_bg_104,acc_chk_001,-243.93,USD,2026-08-16,Stripe Transfer,Stripe,Transfer;Deposit,false,in store
plaid_bg_105,acc_chk_001,-277.09,USD,2026-08-01,Stripe Transfer,Stripe,Transfer;Deposit,false,online
plaid_bg_106,acc_chk_001,1156.04,USD,2026-09-23,PPG Industries Purchase,PPG Industries,Shops,false,in store
plaid_bg_107,acc_chk_001,41.56,USD,2026-07-14,Staples Business,Staples,Shops,false,in store
plaid_bg_108,acc_chk_001,4413.43,USD,2026-08-08,Gusto Payroll,Gusto,Shops,false,online
plaid_bg_109,acc_chk_001,4464.2,USD,2026-09-27,Gusto Payroll,Gusto,Shops,false,in store
plaid_bg_110,acc_chk_001,4231.88,USD,2026-06-23,Gusto Payroll,Gusto,Shops,false,in store
plaid_bg_111,acc_chk_001,70.61,USD,2026-09-09,Wawa Fuel,Wawa,Shops,false,online
plaid_bg_112,acc_chk_001,585.67,USD,2026-06-26,LKQ Corporation Purchase,LKQ Corporation,Shops,false,online
plaid_bg_113,acc_chk_001,-1368.3,USD,2026-09-22,Customer Check Deposit,,Transfer;Deposit,false,in store
plaid_bg_114,acc_chk_001,-794.82,USD,2026-06-06,Customer Check Deposit,,Transfer;Deposit,false,online
plaid_bg_115,acc_chk_001,-412.43,USD,2026-08-21,Stripe Transfer,Stripe,Transfer;Deposit,false,in store
plaid_bg_116,acc_chk_001,73.29,USD,2026-09-04,Staples Business,Staples,Shops,false,online
plaid_bg_117,acc_chk_001,69.65,USD,2026-08-21,Staples Business,Staples,Shops,false,in store
plaid_bg_118,acc_chk_001,-1300.02,USD,2026-06-03,Customer Check Deposit,,Transfer;Deposit,false,in store
plaid_bg_119,acc_chk_001,4108.74,USD,2026-09-15,Gusto Payroll,Gusto,Shops,false,online
plaid_bg_120,acc_chk_001,217.12,USD,2026-08-10,O'Reilly Auto Parts Purchase,O'Reilly Auto Parts,Shops,false,online
plaid_bg_121,acc_chk_001,153.26,USD,2026-06-28,Staples Business,Staples,Shops,false,in store
plaid_bg_122,acc_chk_001,-757.14,USD,2026-07-25,Customer Check Deposit,,Transfer;Deposit,false,online
plaid_bg_123,acc_chk_001,45.93,USD,2026-08-02,Wawa Fuel,Wawa,Shops,false,online
plaid_bg_124,acc_chk_001,1139.85,USD,2026-09-12,LKQ Corporation Purchase,LKQ Corporation,Shops,false,online
plaid_bg_125,acc_chk_001,4106.77,USD,2026-07-05,Gusto Payroll,Gusto,Shops,false,online
plaid_bg_126,acc_chk_001,4150.42,USD,2026-06-12,Gusto Payroll,Gusto,Shops,false,online
plaid_bg_127,acc_chk_001,108.93,USD,2026-09-10,Staples Business,Staples,Shops,false,online
plaid_bg_128,acc_chk_001,4249.77,USD,2026-07-10,Gusto Payroll,Gusto,Shops,false,online
plaid_bg_129,acc_chk_001,-302.86,USD,2026-07-08,Stripe Transfer,Stripe,Transfer;Deposit,false,online
plaid_bg_130,acc_chk_001,57.55,USD,2026-06-16,Wawa Fuel,Wawa,Shops,false,online
