id,firstName,lastName,workEmail,department,jobTitle,location,hireDate,status,supervisorId
BAMB_8ad84587,Carlos,Whitfield,carlos.whitfield0@gmail.com,Engineering,Software Engineer,"Beaverton, Oregon (Cedar Hills neighborhood)",2026-10-28T08:00:00-08:00,active,SUPE_a1ec17bc
BAMB_07ea7740,June,68),june.68)@yahoo.com,Marketing,Product Manager,"New York, Oregon (Cedar Hills neighborhood)",2026-10-12T11:07:00-08:00,inactive,SUPE_a0eced9d
BAMB_7d8ac3fa,Karen,1983),karen1983)@outlook.com,Sales,Designer,"Los Angeles, Oregon (Cedar Hills neighborhood)",2026-09-25T14:14:00-08:00,onboarding,SUPE_d222d6b5
BAMB_d22fdab1,David,1981),david.1981)@hotmail.com,Operations,Data Analyst,"Chicago, Oregon (Cedar Hills neighborhood)",2026-09-08T17:21:00-08:00,terminated,SUPE_0a885ff9
BAMB_28f3ffef,Ethan,2014),ethan.2014)4@aol.com,HR,Marketing Manager,"Houston, Oregon (Cedar Hills neighborhood)",2026-08-21T08:28:00-08:00,active,SUPE_ee5b123e
BAMB_d696e863,Maya,2016),maya2016)@icloud.com,Finance,Sales Rep,"Phoenix, Oregon (Cedar Hills neighborhood)",2026-08-04T11:35:00-08:00,inactive,SUPE_625a92a1
BAMB_cd832b95,Kevin,1986),kevin.1986)@mail.com,Support,Operations Lead,"Philadelphia, Oregon (Cedar Hills neighborhood)",2026-07-17T14:42:00-08:00,onboarding,SUPE_a1b3aa4c
BAMB_ebc695d9,Robert,1998),robert.1998)@protonmail.com,Design,HR Specialist,"San Antonio, Oregon (Cedar Hills neighborhood)",2026-06-28T17:49:00-08:00,terminated,SUPE_504aca6e
BAMB_858977fd,Helen,2007),helen2007)8@comcast.net,Product,Content Writer,"San Diego, Oregon (Cedar Hills neighborhood)",2026-06-13T08:56:00-08:00,active,SUPE_956e954a
BAMB_bc8a6755,Linda,1957),linda.1957)@att.net,Legal,Account Manager,"Dallas, Oregon (Cedar Hills neighborhood)",2026-05-26T11:03:00-08:00,inactive,SUPE_c8d32a74
BAMB_38882b8c,Frank,1958),frank.1958)@bellsouth.net,Research & Development,Support Agent,"San Jose, Oregon (Cedar Hills neighborhood)",2026-05-09T14:10:00-08:00,onboarding,SUPE_b2e155f7
BAMB_b8b8c485,Connie,1960),connie1960)@charter.net,Information Technology,QA Engineer,"Austin, Oregon (Cedar Hills neighborhood)",2026-04-22T17:17:00-08:00,terminated,SUPE_3b6f095d
BAMB_91b82f48,Doug,1954),doug.1954)12@earthlink.net,Customer Success,DevOps Engineer,"Jacksonville, Oregon (Cedar Hills neighborhood)",2026-04-05T08:24:00-08:00,active,SUPE_f219eebb
BAMB_8441a09e,Elena,1960),elena.1960)@msn.com,Quality Assurance,Finance Analyst,"Fort Worth, Oregon (Cedar Hills neighborhood)",2026-03-18T11:31:00-08:00,inactive,SUPE_f4afd3ca
BAMB_9bf3928a,The,family),thefamily)@gmail.com,Data Science,Project Manager,"Columbus, Oregon (Cedar Hills neighborhood)",2026-03-01T14:38:00-08:00,onboarding,SUPE_b505d908
BAMB_f10df1e9,Dr.,52),dr..52)@yahoo.com,Security,Senior Software Engineer,"Charlotte, Oregon (Cedar Hills neighborhood)",2026-02-14T17:45:00-08:00,terminated,SUPE_f6903f4a
BAMB_f7b4bd6c,Dr.,59),dr..59)16@outlook.com,Compliance,Staff Engineer,"Indianapolis, Oregon (Cedar Hills neighborhood)",2026-01-27T08:52:00-08:00,active,SUPE_0dd9c56d
BAMB_38c3def5,Dr.,48),dr.48)@hotmail.com,Procurement,Principal Architect,"San Francisco, Oregon (Cedar Hills neighborhood)",2026-01-10T11:59:00-08:00,inactive,SUPE_9908f6cb
BAMB_db7e24d0,William,Davis,william.davis@aol.com,Supply Chain,Engineering Manager,"Seattle, Oregon (Cedar Hills neighborhood)",2025-12-28T14:06:00-08:00,onboarding,SUPE_79d61d70
BAMB_3d3ab98a,Dorothy,Lee,dorothy.lee@icloud.com,Logistics,VP of Engineering,"Denver, Oregon (Cedar Hills neighborhood)",2025-12-11T17:13:00-08:00,terminated,SUPE_5d651064
BAMB_61e70117,Andrew,King,andrewking20@mail.com,Manufacturing,CTO,"Nashville, Oregon (Cedar Hills neighborhood)",2025-11-24T08:20:00-08:00,active,SUPE_bd5f463a
BAMB_b547113c,Nicole,Campbell,nicole.campbell@protonmail.com,Facilities,CFO,"Portland, Oregon (Cedar Hills neighborhood)",2025-11-07T11:27:00-08:00,inactive,SUPE_8b4f9d40
BAMB_47243bbb,Nicholas,Reyes,nicholas.reyes@comcast.net,Public Relations,COO,"Oklahoma City, Oregon (Cedar Hills neighborhood)",2026-10-20T14:34:00-08:00,onboarding,SUPE_520dd9dd
BAMB_5f864027,Joan,Reed,joanreed@att.net,Business Development,Chief of Staff,"Las Vegas, Oregon (Cedar Hills neighborhood)",2026-10-03T17:41:00-08:00,terminated,SUPE_21ca4820
BAMB_71d9b3bc,Patrick,Bennett,patrick.bennett24@bellsouth.net,Strategy,Director of Operations,"Memphis, Oregon (Cedar Hills neighborhood)",2026-09-16T08:48:00-08:00,active,SUPE_2ae1b667
BAMB_9838b1e5,Grace,Foster,grace.foster@charter.net,Analytics,General Manager,"Louisville, Oregon (Cedar Hills neighborhood)",2026-08-28T11:55:00-08:00,inactive,SUPE_565513cb
BAMB_19dec47e,Noah,Hernandez,noahhernandez@earthlink.net,Content,Business Analyst,"Baltimore, Oregon (Cedar Hills neighborhood)",2026-08-12T14:02:00-08:00,onboarding,SUPE_1c45bc6e
BAMB_21473a88,Elizabeth,White,elizabeth.white@msn.com,Training,Systems Administrator,"Milwaukee, Oregon (Cedar Hills neighborhood)",2026-07-25T17:09:00-08:00,terminated,SUPE_6f9d8f76
BAMB_00b3ef0c,Arthur,Torres,arthur.torres28@gmail.com,Risk Management,Database Administrator,"Albuquerque, Oregon (Cedar Hills neighborhood)",2026-07-08T08:16:00-08:00,active,SUPE_a46acd3e
BAMB_7e6c5783,Sharon,Roberts,sharonroberts@yahoo.com,Internal Audit,Network Engineer,"Tucson, Oregon (Cedar Hills neighborhood)",2026-06-21T11:23:00-08:00,inactive,SUPE_cdb624a1
BAMB_e7fa8d40,Russell,Morales,russell.morales@outlook.com,Engineering,Security Analyst,"Fresno, Oregon (Cedar Hills neighborhood)",2026-06-04T14:30:00-08:00,onboarding,SUPE_03733601
BAMB_16923693,Heather,Ramos,heather.ramos@hotmail.com,Marketing,Cloud Architect,"Mesa, Oregon (Cedar Hills neighborhood)",2026-05-17T17:37:00-08:00,terminated,SUPE_19b5cda7
BAMB_2b427155,Robert,Ruiz,robertruiz32@aol.com,Sales,Data Scientist,"Sacramento, Oregon (Cedar Hills neighborhood)",2026-04-28T08:44:00-08:00,active,SUPE_84930d77
BAMB_f5928343,Ann,Smith,ann.smith@icloud.com,Operations,Machine Learning Engineer,"Atlanta, Oregon (Cedar Hills neighborhood)",2026-04-13T11:51:00-08:00,inactive,SUPE_db6b3ed0
BAMB_0b05218a,Steven,Wilson,steven.wilson@mail.com,HR,Research Scientist,"Kansas City, Oregon (Cedar Hills neighborhood)",2026-03-26T14:58:00-08:00,onboarding,SUPE_29cb777c
BAMB_d0be06c6,Brittany,Clark,brittanyclark@protonmail.com,Finance,UX Researcher,"Omaha, Oregon (Cedar Hills neighborhood)",2026-03-09T17:05:00-08:00,terminated,SUPE_5cbc23e2
BAMB_e08bdd9a,Jacob,Flores,jacob.flores36@comcast.net,Support,UI Designer,"Colorado Springs, Oregon (Cedar Hills neighborhood)",2026-02-22T08:12:00-08:00,active,SUPE_42962f3d
BAMB_9ba871f1,Dorothy,Evans,dorothy.evans@att.net,Design,Creative Director,"Raleigh, Oregon (Cedar Hills neighborhood)",2026-02-05T11:19:00-08:00,inactive,SUPE_4e49cb16
BAMB_2222d6c6,Frank,Rogers,frankrogers@bellsouth.net,Product,Brand Manager,"Long Beach, Oregon (Cedar Hills neighborhood)",2026-01-18T14:26:00-08:00,onboarding,SUPE_2b03d44a
BAMB_b2e76ba6,Nicole,Ward,nicole.ward@charter.net,Legal,Social Media Manager,"Virginia Beach, Oregon (Cedar Hills neighborhood)",2026-01-01T17:33:00-08:00,terminated,SUPE_a9bc4185
BAMB_651e9789,Zachary,Alvarez,zachary.alvarez40@earthlink.net,Research & Development,Growth Marketing Lead,"Miami, Oregon (Cedar Hills neighborhood)",2025-12-19T08:40:00-08:00,active,SUPE_424830ca
BAMB_bdca7de9,Joan,Brown,joanbrown@msn.com,Information Technology,Content Strategist,"Oakland, Oregon (Cedar Hills neighborhood)",2025-12-02T11:47:00-08:00,inactive,SUPE_0749953c
BAMB_a46062a5,Harold,Taylor,harold.taylor@gmail.com,Customer Success,Public Relations Manager,"Minneapolis, Oregon (Cedar Hills neighborhood)",2025-11-15T14:54:00-08:00,onboarding,SUPE_f3d512bb
BAMB_e17be21c,Grace,Robinson,grace.robinson@yahoo.com,Quality Assurance,Event Coordinator,"Tampa, Oregon (Cedar Hills neighborhood)",2026-10-28T17:01:00-08:00,terminated,SUPE_a3b7bb70
BAMB_4be5af13,Alan,Nelson,alannelson44@outlook.com,Data Science,Sales Manager,"Tulsa, Oregon (Cedar Hills neighborhood)",2026-10-11T08:08:00-08:00,active,SUPE_46eeb375
BAMB_09e26517,Elizabeth,Parker,elizabeth.parker@hotmail.com,Security,Regional Sales Director,"Arlington, Oregon (Cedar Hills neighborhood)",2026-09-24T11:15:00-08:00,inactive,SUPE_6bac7719
BAMB_2eec069f,Carlos,Morgan,carlos.morgan@aol.com,Compliance,Account Executive,"New Orleans, Oregon (Cedar Hills neighborhood)",2026-09-07T14:22:00-08:00,onboarding,SUPE_ce8a5de6
BAMB_b1eebe35,Sharon,Brooks,sharonbrooks@icloud.com,Procurement,Customer Success Manager,"Bakersfield, Oregon (Cedar Hills neighborhood)",2026-08-20T17:29:00-08:00,terminated,SUPE_64b0907b
BAMB_e586e154,Mark,Patel,mark.patel48@mail.com,Supply Chain,Solutions Architect,"Wichita, Oregon (Cedar Hills neighborhood)",2026-08-03T08:36:00-08:00,active,SUPE_1610f2a8
BAMB_0b84ff20,Heather,Miller,heather.miller@protonmail.com,Logistics,Technical Writer,"Cleveland, Oregon (Cedar Hills neighborhood)",2026-07-16T11:43:00-08:00,inactive,SUPE_2f4e955e
