id,given_name,family_name,email_address,phone_number,company_name,created_at
sq_cus_00001,Joseph,Smith,joseph.smith@example.com,,,2024-06-22T09:00:00Z
sq_cus_00002,Tracy,Smith,tracy.smith@example.com,,,2025-05-31T09:00:00Z
sq_cus_00003,Tami,Moore,tami.moore@example.com,,,2025-02-22T09:00:00Z
sq_cus_00004,Adriana,Harris,adriana.harris@example.com,,,2023-10-29T09:00:00Z
sq_cus_00005,Ernest,Guerrero,ernest.guerrero@example.com,,,2026-06-25T09:00:00Z
sq_cus_00006,Seth,Escobar,seth.escobar@example.com,,,2024-11-16T09:00:00Z
sq_cus_00007,Monique,Hamilton,monique.hamilton@example.com,,,2025-08-13T09:00:00Z
sq_cus_00008,Andrew,Brady,andrew.brady@example.com,,,2026-05-07T09:00:00Z
sq_cus_00009,Anthony,Rivera,anthony.rivera@example.com,,,2024-12-16T09:00:00Z
sq_cus_00010,Peter,Chapman,peter.chapman@example.com,,,2026-02-25T09:00:00Z
sq_cus_00011,Diana,Collins,diana.collins@example.com,,,2024-03-20T09:00:00Z
sq_cus_00012,Dana,Smith,dana.smith@example.com,,,2024-11-20T09:00:00Z
sq_cus_00013,Karen,Duke,karen.duke@example.com,,,2025-03-29T09:00:00Z
sq_cus_00014,Brandon,Richards,brandon.richards@example.com,,,2025-12-21T09:00:00Z
sq_cus_00015,Raymond,Merritt,raymond.merritt@example.com,,,2024-08-25T09:00:00Z
sq_cus_00016,Gloria,Sawyer,gloria.sawyer@example.com,,,2023-11-20T09:00:00Z
sq_cus_00017,Christopher,Smith,christopher.smith@example.com,,,2023-11-28T09:00:00Z
sq_cus_00018,Jill,Perry,jill.perry@example.com,,,2023-11-01T09:00:00Z
sq_cus_00019,Joseph,Jordan,joseph.jordan@example.com,,,2024-07-25T09:00:00Z
sq_cus_00020,Jennifer,Davila,jennifer.davila@example.com,,,2025-08-23T09:00:00Z
sq_cus_00021,Eileen,Smith,eileen.smith@example.com,,,2024-11-04T09:00:00Z
sq_cus_00022,Nathan,Simmons,nathan.simmons@example.com,,,2024-07-21T09:00:00Z
sq_cus_00023,Gregory,Harris,gregory.harris@example.com,,,2023-07-07T09:00:00Z
sq_cus_00024,Amanda,Smith,amanda.smith@example.com,,,2024-01-22T09:00:00Z
sq_cus_00025,Christopher,Ellison,christopher.ellison@example.com,,,2026-04-10T09:00:00Z
sq_cus_00026,Karen,Smith,karen.smith@example.com,,,2024-06-05T09:00:00Z
sq_cus_00027,Chad,Miller,chad.miller@example.com,,,2026-05-31T09:00:00Z
sq_cus_00028,Kathleen,Norris,kathleen.norris@example.com,,,2026-06-15T09:00:00Z
sq_cus_00029,Kelly,Campbell,kelly.campbell@example.com,,,2023-10-25T09:00:00Z
sq_cus_00030,Sandra,Roberts,sandra.roberts@example.com,,,2025-06-23T09:00:00Z
sq_cus_00031,Michael,Hogan,michael.hogan@example.com,,,2025-08-22T09:00:00Z
sq_cus_00032,Kara,Shannon MD,kara.shannon.md@example.com,,,2026-02-01T09:00:00Z
sq_cus_00033,Louis,Chavez,louis.chavez@example.com,,,2025-02-08T09:00:00Z
sq_cus_00034,Jason,Mcclain,jason.mcclain@example.com,,,2024-06-25T09:00:00Z
sq_cus_00035,Steven,Delgado DDS,steven.delgado.dds@example.com,,,2025-02-13T09:00:00Z
sq_cus_00036,Patricia,Willis,patricia.willis@example.com,,,2026-02-03T09:00:00Z
sq_cus_00037,Joshua,Larson,joshua.larson@example.com,,,2024-06-03T09:00:00Z
sq_cus_00038,Andrew,Perez,andrew.perez@example.com,,,2025-01-13T09:00:00Z
sq_cus_00039,Shane,Anderson,shane.anderson@example.com,,,2024-08-12T09:00:00Z
sq_cus_00040,Shaun,Collins,shaun.collins@example.com,,,2026-02-28T09:00:00Z
sq_cus_00041,Daniel,Clark,daniel.clark@example.com,,,2024-10-28T09:00:00Z
sq_cus_00042,Stephen,Medina,stephen.medina@example.com,,,2025-06-02T09:00:00Z
sq_cus_00043,Mark,Fisher,mark.fisher@example.com,,,2024-08-31T09:00:00Z
sq_cus_00044,Jennifer,Flores,jennifer.flores@example.com,,,2024-01-31T09:00:00Z
sq_cus_00045,Matthew,Johnson,matthew.johnson@example.com,,,2025-10-22T09:00:00Z
sq_cus_00046,Scott,Jacobson,scott.jacobson@example.com,,,2024-04-24T09:00:00Z
sq_cus_00047,Robert,Knight,robert.knight@example.com,,,2023-07-15T09:00:00Z
sq_cus_00048,Carrie,Johnson,carrie.johnson@example.com,,,2023-08-17T09:00:00Z
sq_cus_00049,Kayla,Lee,kayla.lee@example.com,,,2024-07-26T09:00:00Z
sq_cus_00050,Johnny,Smith,johnny.smith@example.com,,,2026-01-19T09:00:00Z
sq_cus_00051,Chelsea,Miller,chelsea.miller@example.com,,,2026-03-17T09:00:00Z
sq_cus_00052,Craig,Gray,craig.gray@example.com,,,2025-01-21T09:00:00Z
sq_cus_00053,Willie,Pratt,willie.pratt@example.com,,,2024-05-19T09:00:00Z
sq_cus_00054,Antonio,Contreras,antonio.contreras@example.com,,,2025-01-11T09:00:00Z
sq_cus_00055,Dana,Warner,dana.warner@example.com,,,2023-07-20T09:00:00Z
sq_cus_00056,David,Trujillo,david.trujillo@example.com,,,2024-10-10T09:00:00Z
sq_cus_00057,Jamie,Barrett,jamie.barrett@example.com,,,2024-08-23T09:00:00Z
sq_cus_00058,Robert,Deleon,robert.deleon@example.com,,,2024-01-03T09:00:00Z
sq_cus_00059,Jessica,Jensen,jessica.jensen@example.com,,,2025-12-03T09:00:00Z
sq_cus_00060,Joseph,Hernandez IV,joseph.hernandez.iv@example.com,,,2025-01-22T09:00:00Z
sq_cus_00061,Andrew,Rasmussen,andrew.rasmussen@example.com,,,2026-04-05T09:00:00Z
sq_cus_00062,Brian,White,brian.white@example.com,,,2024-04-11T09:00:00Z
sq_cus_00063,Matthew,Smith,matthew.smith@example.com,,,2025-01-20T09:00:00Z
sq_cus_00064,Victoria,Brown,victoria.brown@example.com,,,2025-12-23T09:00:00Z
sq_cus_00065,Tiffany,Taylor,tiffany.taylor@example.com,,,2024-03-13T09:00:00Z
sq_cus_00066,Andrew,Hess,andrew.hess@example.com,,,2024-09-07T09:00:00Z
sq_cus_00067,Charles,Sharp,charles.sharp@example.com,,,2025-06-28T09:00:00Z
sq_cus_00068,Brittany,Nichols,brittany.nichols@example.com,,,2024-06-08T09:00:00Z
sq_cus_00069,James,Mullins,james.mullins@example.com,,,2024-02-24T09:00:00Z
sq_cus_00070,Michael,Bond Jr.,michael.bond.jr.@example.com,,,2025-02-21T09:00:00Z
sq_cus_00071,Christopher,Briggs,christopher.briggs@example.com,,,2025-09-20T09:00:00Z
sq_cus_00072,John,Marquez,john.marquez@example.com,,,2023-08-13T09:00:00Z
sq_cus_00073,Jessica,Shea,jessica.shea@example.com,,,2024-05-28T09:00:00Z
sq_cus_00074,Maureen,Ryan,maureen.ryan@example.com,,,2025-09-01T09:00:00Z
sq_cus_00075,Desiree,Hobbs,desiree.hobbs@example.com,,,2025-01-14T09:00:00Z
sq_cus_00076,Marco,White,marco.white@example.com,,,2026-03-21T09:00:00Z
sq_cus_00077,Deborah,Rodriguez,deborah.rodriguez@example.com,,,2023-10-26T09:00:00Z
sq_cus_00078,Grant,Marquez,grant.marquez@example.com,,,2023-08-29T09:00:00Z
sq_cus_00079,Andrew,Brown,andrew.brown@example.com,,,2026-03-13T09:00:00Z
sq_cus_00080,Dennis,Gonzales,dennis.gonzales@example.com,,,2025-05-30T09:00:00Z
sq_cus_00081,David,White,david.white@example.com,,,2024-01-04T09:00:00Z
sq_cus_00082,Michael,Bush,michael.bush@example.com,,,2023-12-05T09:00:00Z
sq_cus_00083,Ashley,Schmidt MD,ashley.schmidt.md@example.com,,,2025-02-14T09:00:00Z
sq_cus_00084,Stephen,Alvarez,stephen.alvarez@example.com,,,2026-05-09T09:00:00Z
sq_cus_00085,Mary,Williams,mary.williams@example.com,,,2025-02-13T09:00:00Z
sq_cus_00086,Edward,Roach,edward.roach@example.com,,,2024-08-17T09:00:00Z
sq_cus_00087,Toni,Rodriguez,toni.rodriguez@example.com,,,2024-06-22T09:00:00Z
sq_cus_00088,Michael,Hernandez,michael.hernandez@example.com,,,2025-09-27T09:00:00Z
sq_cus_00089,Arthur,Diaz,arthur.diaz@example.com,,,2024-10-06T09:00:00Z
sq_cus_00090,Theresa,Ingram,theresa.ingram@example.com,,,2024-02-11T09:00:00Z
sq_cus_00091,Brian,Arnold,brian.arnold@example.com,,,2023-11-29T09:00:00Z
sq_cus_00092,Brent,Gallegos,brent.gallegos@example.com,,,2025-10-18T09:00:00Z
sq_cus_00093,Richard,Roach,richard.roach@example.com,,,2025-12-31T09:00:00Z
sq_cus_00094,Cassandra,Butler,cassandra.butler@example.com,,,2026-06-14T09:00:00Z
sq_cus_00095,James,Cannon,james.cannon@example.com,,,2025-03-04T09:00:00Z
sq_cus_00096,Lori,Haas,lori.haas@example.com,,,2025-09-19T09:00:00Z
sq_cus_00097,Abigail,Martinez,abigail.martinez@example.com,,,2025-11-02T09:00:00Z
sq_cus_00098,Erica,Ryan,erica.ryan@example.com,,,2024-05-03T09:00:00Z
sq_cus_00099,Monica,Bishop,monica.bishop@example.com,,,2024-01-06T09:00:00Z
sq_cus_00100,Alex,Vasquez,alex.vasquez@example.com,,,2025-03-24T09:00:00Z
