id,name,type,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,start_date,kudos_count,segment_id
act-1,Charles Village Run 1,Run,5100,1800,1900,30,2.7,2026-09-01T07:00:00Z,3,seg-1
act-2,Charles Village Run 2,Run,5200,1800,1900,30,2.7,2026-09-02T07:00:00Z,3,seg-1
act-3,Charles Village Run 3,Run,5300,1800,1900,30,2.7,2026-09-03T07:00:00Z,3,seg-1
act-4,Charles Village Run 4,Run,5400,1800,1900,30,2.7,2026-09-04T07:00:00Z,3,seg-1
act-5,Charles Village Run 5,Run,5500,1800,1900,30,2.7,2026-09-05T07:00:00Z,3,seg-1
act-6,Charles Village Run 6,Run,5600,1800,1900,30,2.7,2026-09-06T07:00:00Z,3,seg-1
act-7,Charles Village Run 7,Run,5700,1800,1900,30,2.7,2026-09-07T07:00:00Z,3,seg-1
act-8,Charles Village Run 8,Run,5800,1800,1900,30,2.7,2026-09-08T07:00:00Z,3,seg-1
act-9,Charles Village Run 9,Run,5900,1800,1900,30,2.7,2026-09-09T07:00:00Z,3,seg-1
act-10,Charles Village Run 10,Run,6000,1800,1900,30,2.7,2026-09-10T07:00:00Z,3,seg-1
act-11,Charles Village Run 11,Run,6100,1800,1900,30,2.7,2026-09-11T07:00:00Z,3,seg-1
act-12,Charles Village Run 12,Run,6200,1800,1900,30,2.7,2026-09-12T07:00:00Z,3,seg-1
act-13,Charles Village Run 13,Run,6300,1800,1900,30,2.7,2026-09-13T07:00:00Z,3,seg-1
act-14,Charles Village Run 14,Run,6400,1800,1900,30,2.7,2026-09-14T07:00:00Z,3,seg-1
act-15,Charles Village Run 15,Run,6500,1800,1900,30,2.7,2026-09-15T07:00:00Z,3,seg-1
