id,email,first_name,last_name,country,list_ids,created_at,updated_at
c_0001,ops@ambervaleproperties.com,Ambervale,Properties,US,"list_esub_master,list_corporate",2024-01-15T09:00:00Z,2026-10-01T09:00:00Z
c_0002,events@northeastaviation.com,Northeast,Aviation,US,"list_esub_master,list_corporate",2024-02-15T09:00:00Z,2026-10-01T09:00:00Z
c_0003,meredith@meredithevents.com,Meredith,Alcorn,US,"list_esub_master,list_corporate",2024-03-15T09:00:00Z,2026-10-01T09:00:00Z
c_0004,donor@cascadelibrary.org,Cascade,Library,US,"list_esub_master,list_corporate",2024-04-15T09:00:00Z,2026-10-01T09:00:00Z
c_0005,kelly@portlandpreservation.org,Portland,Society,US,"list_esub_master,list_corporate",2024-05-15T09:00:00Z,2026-10-01T09:00:00Z
c_0006,team@corridorstudios.com,Corridor,Studios,US,"list_esub_master,list_corporate",2024-06-15T09:00:00Z,2026-10-01T09:00:00Z
c_0007,ruthmarlow@example.com,Marlow-Sato,,US,"list_esub_master,list_corporate",2024-07-15T09:00:00Z,2026-10-01T09:00:00Z
c_0008,ivy.lansdowne@example.com,Lansdowne,,US,"list_esub_master,list_corporate",2024-08-15T09:00:00Z,2026-10-01T09:00:00Z
c_0009,rania.ferreira@example.com,Ferreira,family,US,list_esub_master,2024-09-15T09:00:00Z,2026-10-01T09:00:00Z
c_0010,harlan.casey@example.com,Casey-Nolan,,US,list_esub_master,2024-01-15T09:00:00Z,2026-10-01T09:00:00Z
c_0011,colby.hu@example.com,Hu-Wallace,,US,list_esub_master,2024-02-15T09:00:00Z,2026-10-01T09:00:00Z
c_0012,meredith.wong@example.com,Wong-Ferreira,,US,list_esub_master,2024-03-15T09:00:00Z,2026-10-01T09:00:00Z
c_0013,alma.vasquez@example.com,Vasquez,,US,list_esub_master,2024-04-15T09:00:00Z,2026-10-01T09:00:00Z
c_0014,board@overlandhoa.com,Overland,Homeowners,US,list_esub_master,2024-05-15T09:00:00Z,2026-10-01T09:00:00Z
c_0015,office@cascadelegal.com,Cascade,Legal,US,list_esub_master,2024-06-15T09:00:00Z,2026-10-01T09:00:00Z
c_0016,office@btctech.coop,Beaverton,Coop,US,list_esub_master,2024-07-15T09:00:00Z,2026-10-01T09:00:00Z
c_0017,office@stjohnsparish.org,St.,Parish,US,list_esub_master,2024-08-15T09:00:00Z,2026-10-01T09:00:00Z
c_0018,isabel.wu@example.com,Wu-Silva,,US,list_esub_master,2024-09-15T09:00:00Z,2026-10-01T09:00:00Z
c_0019,adele.kim@example.com,Kim-Alvarez,,US,list_esub_master,2024-01-15T09:00:00Z,2026-10-01T09:00:00Z
c_0020,klein.private@example.com,Klein,private,US,list_esub_master,2024-02-15T09:00:00Z,2026-10-01T09:00:00Z
c_0021,info@leseraphin.qc.ca,Le,Nordique,US,"list_esub_master,list_summer_2027",2024-03-15T09:00:00Z,2026-10-01T09:00:00Z
c_0022,team@pearldd.com,Pearl,Design,US,"list_esub_master,list_summer_2027",2024-04-15T09:00:00Z,2026-10-01T09:00:00Z
c_0023,residents@cedarridge.com,Cedar,social,US,"list_esub_master,list_summer_2027",2024-05-15T09:00:00Z,2026-10-01T09:00:00Z
c_0024,connor.doyle@gmail.com,Doyle,family,US,"list_esub_master,list_summer_2027",2024-06-15T09:00:00Z,2026-10-01T09:00:00Z
c_0025,erik.reeves@example.com,Reeves,,US,"list_esub_master,list_summer_2027",2024-07-15T09:00:00Z,2026-10-01T09:00:00Z
c_0026,brian.marston@example.com,Marston-Kim,,US,"list_esub_master,list_summer_2027",2024-08-15T09:00:00Z,2026-10-01T09:00:00Z
c_0027,meredith.alcorn.family@example.com,Alcorn,family,US,"list_esub_master,list_summer_2027",2024-09-15T09:00:00Z,2026-10-01T09:00:00Z
c_0028,jason.alcorn@example.com,Salem,cousins,US,"list_esub_master,list_summer_2027",2024-01-15T09:00:00Z,2026-10-01T09:00:00Z
c_0029,events@bridgeportvine.com,Bridgeport,Vineyards,US,"list_esub_master,list_summer_2027",2024-02-15T09:00:00Z,2026-10-01T09:00:00Z
c_0030,adele.kim.family@example.com,Kim,family,US,"list_esub_master,list_summer_2027",2024-03-15T09:00:00Z,2026-10-01T09:00:00Z
c_0031,alma.girard30@example.com,Alma,Girard,CA,list_esub_master,2024-07-10T09:00:00Z,2026-10-01T09:00:00Z
c_0032,yolanda.beaulieu31@example.com,Yolanda,Beaulieu,US,list_esub_master,2024-08-13T09:00:00Z,2026-10-01T09:00:00Z
c_0033,marisol.alcorn32@example.com,Marisol,Alcorn,US,list_esub_master,2024-09-16T09:00:00Z,2026-10-01T09:00:00Z
c_0034,danny.aldrete33@example.com,Danny,Aldrete,US,list_esub_master,2024-10-19T09:00:00Z,2026-10-01T09:00:00Z
c_0035,ana.wong34@example.com,Ana,Wong,US,list_esub_master,2024-11-22T09:00:00Z,2026-10-01T09:00:00Z
c_0036,marcus.casey35@example.com,Marcus,Casey,US,list_esub_master,2024-12-25T09:00:00Z,2026-10-01T09:00:00Z
c_0037,karen.kim36@example.com,Karen,Kim,CA,list_esub_master,2024-01-01T09:00:00Z,2026-10-01T09:00:00Z
