id,firstName,lastName,headline,location,industry,connectedAt,organizationId
li-conn-01,Ricardo,Alvarado,Retired Shop Foreman,"Cortez, CO",Construction,2019-04-12T00:00:00Z,li-org-mvpg-alumni
li-conn-02,Jorge,Villareal,Equipment Manager - Mesa Verde,"Cortez, CO",Construction,2018-08-22T00:00:00Z,li-org-mvpg
li-conn-03,Daniel,Ruiz,Lead Mechanic - Mesa Verde,"Cortez, CO",Construction,2020-06-14T00:00:00Z,li-org-mvpg
li-conn-04,Rosa,Delgado,HR Business Partner - Mesa Verde,"Denver, CO",Construction,2018-06-30T00:00:00Z,li-org-mvpg
li-conn-05,Wanda,Kroeger,Shop Foreman - Four Corners Fleet,"Farmington, NM",Construction,2001-09-15T00:00:00Z,
li-conn-2000,Miguel,Vega,Retired Diesel Mechanic - Mesa Verde Paving & Gravel alumni,Cortez CO 81321,Construction,2018-01-01T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2001,Roberto,Solis,Retired Fleet Supervisor - Mesa Verde Paving & Gravel alumni,Dolores CO 81323,Mining,2019-02-02T08:00:00-06:00,li-org-mvpg
li-conn-2002,Carlos,Cortez,Retired Yard Foreman - Mesa Verde Paving & Gravel alumni,Mancos CO 81328,Aggregate & Paving,2020-03-03T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2003,Diego,Herrera,Retired Shop Foreman - Mesa Verde Paving & Gravel alumni,Durango CO 81301,Heavy Equipment,2021-04-04T08:00:00-06:00,li-org-mvpg
li-conn-2004,Rafael,Chavez,Retired Records Clerk - Mesa Verde Paving & Gravel alumni,Cortez CO 81321,Transportation,2022-05-05T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2005,Luis,Ruiz,Retired Safety Officer - Mesa Verde Paving & Gravel alumni,Dolores CO 81323,Manufacturing,2023-06-06T08:00:00-06:00,li-org-mvpg
li-conn-2006,Jorge,Ortega,Retired Dispatcher - Mesa Verde Paving & Gravel alumni,Mancos CO 81328,Construction,2024-07-07T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2007,Manuel,Molina,Retired Equipment Manager - Mesa Verde Paving & Gravel alumni,Durango CO 81301,Mining,2025-08-08T08:00:00-06:00,li-org-mvpg
