transaction_id,account_id,amount,iso_currency_code,date,name,merchant_name,category,pending,payment_channel
txn_00001,acc_chk_001,1350.00,USD,2026-01-01,Rent Payment,Capitol Hill Property Mgmt,Payment;Rent,false,online
txn_00002,acc_chk_001,90.00,USD,2026-01-01,RTD EcoPass,RTD Denver,Travel;Public Transit,false,in store
txn_00003,acc_chk_001,55.00,USD,2026-01-02,AT&T Mobility,AT&T,Service;Telecommunication,false,online
txn_00004,acc_chk_001,11.99,USD,2026-01-03,Spotify Premium,Spotify,Service;Subscription,false,online
txn_00005,acc_chk_001,18.00,USD,2026-01-03,Lemonade Renters Insurance,Lemonade,Service;Insurance,false,online
txn_00006,acc_chk_001,3247.63,USD,2026-01-01,Direct Deposit Payroll,Stonebridge Healthcare,Transfer;Payroll,false,other
txn_00007,acc_chk_001,3247.63,USD,2026-01-15,Direct Deposit Payroll,Stonebridge Healthcare,Transfer;Payroll,false,other
txn_00008,acc_chk_001,46.38,USD,2026-01-20,Groceries,King Soopers,Food and Drink;Groceries,false,in store
txn_00009,acc_chk_001,78.38,USD,2026-01-24,Groceries,Trader Joe's,Food and Drink;Groceries,false,in store
txn_00010,acc_chk_001,72.19,USD,2026-01-14,Groceries,Trader Joe's,Food and Drink;Groceries,false,in store
txn_00011,acc_chk_001,38.14,USD,2026-01-04,Groceries,Trader Joe's,Food and Drink;Groceries,false,in store
txn_00012,acc_chk_001,37.64,USD,2026-01-10,DoorDash,DoorDash,Food and Drink;Restaurants,false,online
txn_00013,acc_chk_001,78.06,USD,2026-01-17,Instacart,Instacart,Food and Drink;Groceries,false,online
txn_00014,acc_chk_001,56.61,USD,2026-01-14,REI,REI Denver,Shops;Sporting Goods,false,in store
txn_00015,acc_chk_001,23.99,USD,2026-01-17,Rincon Coffee,Rincon Coffee,Food and Drink;Coffee Shop,false,in store
txn_00016,acc_chk_001,25.19,USD,2026-01-05,Rincon Coffee,Rincon Coffee,Food and Drink;Coffee Shop,false,in store
txn_00017,acc_chk_001,44.57,USD,2026-01-25,DoorDash,DoorDash,Food and Drink;Restaurants,false,online
txn_00018,acc_chk_001,34.47,USD,2026-01-08,DoorDash,DoorDash,Food and Drink;Restaurants,false,online
txn_00019,acc_chk_001,33.00,USD,2026-01-23,Uber Trip,Uber,Travel;Ride Share,false,online
txn_00020,acc_chk_001,27.85,USD,2026-01-13,Tattered Cover,Tattered Cover,Shops;Bookstores,false,in store
txn_00021,acc_chk_001,20.92,USD,2026-01-09,Tattered Cover,Tattered Cover,Shops;Bookstores,false,in store
txn_00022,acc_chk_001,71.03,USD,2026-01-04,Groceries,Trader Joe's,Food and Drink;Groceries,false,in store
txn_00023,acc_chk_001,31.68,USD,2026-01-19,Rincon Coffee,Rincon Coffee,Food and Drink;Coffee Shop,false,in store
txn_00024,acc_chk_001,26.42,USD,2026-01-09,Rincon Coffee,Rincon Coffee,Food and Drink;Coffee Shop,false,in store
txn_00025,acc_chk_001,42.02,USD,2026-01-20,Uber Trip,Uber,Travel;Ride Share,false,online
txn_00026,acc_chk_001,59.00,USD,2026-01-23,REI,REI Denver,Shops;Sporting Goods,false,in store
txn_00027,acc_chk_001,34.16,USD,2026-01-12,Uber Trip,Uber,Travel;Ride Share,false,online
txn_00028,acc_chk_001,24.18,USD,2026-01-08,Rincon Coffee,Rincon Coffee,Food and Drink;Coffee Shop,false,in store
txn_00029,acc_chk_001,25.51,USD,2026-01-09,Tattered Cover,Tattered Cover,Shops;Bookstores,false,in store
txn_00030,acc_chk_001,29.01,USD,2026-01-18,Rincon Coffee,Rincon Coffee,Food and Drink;Coffee Shop,false,in store
txn_00031,acc_chk_001,40.96,USD,2026-01-07,Instacart,Instacart,Food and Drink;Groceries,false,online
txn_00032,acc_chk_001,40.03,USD,2026-01-12,REI,REI Denver,Shops;Sporting Goods,false,in store
txn_00033,acc_chk_001,1350.00,USD,2026-02-01,Rent Payment,Capitol Hill Property Mgmt,Payment;Rent,false,online
txn_00034,acc_chk_001,90.00,USD,2026-02-01,RTD EcoPass,RTD Denver,Travel;Public Transit,false,in store
txn_00035,acc_chk_001,55.00,USD,2026-02-02,AT&T Mobility,AT&T,Service;Telecommunication,false,online
txn_00036,acc_chk_001,11.99,USD,2026-02-03,Spotify Premium,Spotify,Service;Subscription,false,online
txn_00037,acc_chk_001,18.00,USD,2026-02-03,Lemonade Renters Insurance,Lemonade,Service;Insurance,false,online
txn_00038,acc_chk_001,3247.63,USD,2026-02-01,Direct Deposit Payroll,Stonebridge Healthcare,Transfer;Payroll,false,other
txn_00039,acc_chk_001,3247.63,USD,2026-02-15,Direct Deposit Payroll,Stonebridge Healthcare,Transfer;Payroll,false,other
txn_00040,acc_chk_001,52.31,USD,2026-02-20,Instacart,Instacart,Food and Drink;Groceries,false,online
txn_00041,acc_chk_001,38.07,USD,2026-02-04,Groceries,Aurora Latin Grocery,Food and Drink;Groceries,false,in store
txn_00042,acc_chk_001,44.22,USD,2026-02-17,Groceries,Trader Joe's,Food and Drink;Groceries,false,in store
txn_00043,acc_chk_001,81.44,USD,2026-02-21,Groceries,Aurora Latin Grocery,Food and Drink;Groceries,false,in store
txn_00044,acc_chk_001,44.41,USD,2026-02-05,Instacart,Instacart,Food and Drink;Groceries,false,online
txn_00045,acc_chk_001,83.62,USD,2026-02-14,Groceries,King Soopers,Food and Drink;Groceries,false,in store
txn_00046,acc_chk_001,43.97,USD,2026-02-24,REI,REI Denver,Shops;Sporting Goods,false,in store
txn_00047,acc_chk_001,21.78,USD,2026-02-04,REI,REI Denver,Shops;Sporting Goods,false,in store
txn_00048,acc_chk_001,19.24,USD,2026-02-08,Tattered Cover,Tattered Cover,Shops;Bookstores,false,in store
txn_00049,acc_chk_001,41.33,USD,2026-02-23,DoorDash,DoorDash,Food and Drink;Restaurants,false,online
txn_00050,acc_chk_001,33.08,USD,2026-02-05,Uber Trip,Uber,Travel;Ride Share,false,online
txn_00051,acc_chk_001,42.98,USD,2026-02-06,Uber Trip,Uber,Travel;Ride Share,false,online
txn_00052,acc_chk_001,39.82,USD,2026-02-13,DoorDash,DoorDash,Food and Drink;Restaurants,false,online
txn_00053,acc_chk_001,34.50,USD,2026-02-10,Uber Trip,Uber,Travel;Ride Share,false,online
txn_00054,acc_chk_001,46.25,USD,2026-02-15,Groceries,King Soopers,Food and Drink;Groceries,false,in store
txn_00055,acc_chk_001,28.60,USD,2026-02-23,DoorDash,DoorDash,Food and Drink;Restaurants,false,online
txn_00056,acc_chk_001,44.28,USD,2026-02-06,DoorDash,DoorDash,Food and Drink;Restaurants,false,online
txn_00057,acc_chk_001,38.68,USD,2026-02-19,REI,REI Denver,Shops;Sporting Goods,false,in store
txn_00058,acc_chk_001,41.24,USD,2026-02-21,Uber Trip,Uber,Travel;Ride Share,false,online
txn_00059,acc_chk_001,29.03,USD,2026-02-05,Rincon Coffee,Rincon Coffee,Food and Drink;Coffee Shop,false,in store
txn_00060,acc_chk_001,42.01,USD,2026-02-23,Groceries,King Soopers,Food and Drink;Groceries,false,in store
txn_00061,acc_chk_001,53.60,USD,2026-02-10,Groceries,Aurora Latin Grocery,Food and Drink;Groceries,false,in store
txn_00062,acc_chk_001,40.73,USD,2026-02-24,Instacart,Instacart,Food and Drink;Groceries,false,online
txn_00063,acc_chk_001,52.03,USD,2026-02-14,Groceries,Trader Joe's,Food and Drink;Groceries,false,in store
txn_00064,acc_chk_001,45.82,USD,2026-02-13,Groceries,King Soopers,Food and Drink;Groceries,false,in store
txn_00065,acc_chk_001,60.12,USD,2026-02-11,Instacart,Instacart,Food and Drink;Groceries,false,online
txn_00066,acc_chk_001,63.05,USD,2026-02-13,Groceries,Trader Joe's,Food and Drink;Groceries,false,in store
txn_00067,acc_chk_001,72.88,USD,2026-02-18,Groceries,King Soopers,Food and Drink;Groceries,false,in store
txn_00068,acc_chk_001,1350.00,USD,2026-03-01,Rent Payment,Capitol Hill Property Mgmt,Payment;Rent,false,online
txn_00069,acc_chk_001,90.00,USD,2026-03-01,RTD EcoPass,RTD Denver,Travel;Public Transit,false,in store
txn_00070,acc_chk_001,55.00,USD,2026-03-02,AT&T Mobility,AT&T,Service;Telecommunication,false,online
txn_00071,acc_chk_001,11.99,USD,2026-03-03,Spotify Premium,Spotify,Service;Subscription,false,online
txn_00072,acc_chk_001,18.00,USD,2026-03-03,Lemonade Renters Insurance,Lemonade,Service;Insurance,false,online
txn_00073,acc_chk_001,3247.63,USD,2026-03-01,Direct Deposit Payroll,Stonebridge Healthcare,Transfer;Payroll,false,other
txn_00074,acc_chk_001,3247.63,USD,2026-03-15,Direct Deposit Payroll,Stonebridge Healthcare,Transfer;Payroll,false,other
txn_00075,acc_chk_001,35.31,USD,2026-03-12,Uber Trip,Uber,Travel;Ride Share,false,online
txn_00076,acc_chk_001,39.03,USD,2026-03-14,REI,REI Denver,Shops;Sporting Goods,false,in store
txn_00077,acc_chk_001,46.46,USD,2026-03-24,Instacart,Instacart,Food and Drink;Groceries,false,online
txn_00078,acc_chk_001,86.41,USD,2026-03-18,Groceries,Aurora Latin Grocery,Food and Drink;Groceries,false,in store
txn_00079,acc_chk_001,33.84,USD,2026-03-10,DoorDash,DoorDash,Food and Drink;Restaurants,false,online
txn_00080,acc_chk_001,20.09,USD,2026-03-04,Tattered Cover,Tattered Cover,Shops;Bookstores,false,in store
txn_00081,acc_chk_001,21.51,USD,2026-03-05,REI,REI Denver,Shops;Sporting Goods,false,in store
txn_00082,acc_chk_001,31.51,USD,2026-03-17,Uber Trip,Uber,Travel;Ride Share,false,online
txn_00083,acc_chk_001,55.84,USD,2026-03-12,Groceries,Trader Joe's,Food and Drink;Groceries,false,in store
txn_00084,acc_chk_001,31.40,USD,2026-03-23,Uber Trip,Uber,Travel;Ride Share,false,online
txn_00085,acc_chk_001,30.20,USD,2026-03-06,DoorDash,DoorDash,Food and Drink;Restaurants,false,online
txn_00086,acc_chk_001,32.05,USD,2026-03-16,Uber Trip,Uber,Travel;Ride Share,false,online
txn_00087,acc_chk_001,37.29,USD,2026-03-25,Groceries,Aurora Latin Grocery,Food and Drink;Groceries,false,in store
txn_00088,acc_chk_001,66.75,USD,2026-03-25,Groceries,Trader Joe's,Food and Drink;Groceries,false,in store
txn_00089,acc_chk_001,76.66,USD,2026-03-11,Instacart,Instacart,Food and Drink;Groceries,false,online
txn_00090,acc_chk_001,29.59,USD,2026-03-18,Tattered Cover,Tattered Cover,Shops;Bookstores,false,in store
txn_00091,acc_chk_001,40.20,USD,2026-03-24,DoorDash,DoorDash,Food and Drink;Restaurants,false,online
txn_00092,acc_chk_001,76.15,USD,2026-03-12,Groceries,King Soopers,Food and Drink;Groceries,false,in store
txn_00093,acc_chk_001,35.86,USD,2026-03-07,Uber Trip,Uber,Travel;Ride Share,false,online
txn_00094,acc_chk_001,31.84,USD,2026-03-23,DoorDash,DoorDash,Food and Drink;Restaurants,false,online
txn_00095,acc_chk_001,45.68,USD,2026-03-20,DoorDash,DoorDash,Food and Drink;Restaurants,false,online
txn_00096,acc_chk_001,86.21,USD,2026-03-10,Groceries,King Soopers,Food and Drink;Groceries,false,in store
txn_00097,acc_chk_001,44.95,USD,2026-03-24,DoorDash,DoorDash,Food and Drink;Restaurants,false,online
txn_00098,acc_chk_001,69.84,USD,2026-03-11,Groceries,Aurora Latin Grocery,Food and Drink;Groceries,false,in store
txn_00099,acc_chk_001,37.27,USD,2026-03-04,Groceries,Aurora Latin Grocery,Food and Drink;Groceries,false,in store
txn_00100,acc_chk_001,33.42,USD,2026-03-22,Rincon Coffee,Rincon Coffee,Food and Drink;Coffee Shop,false,in store
txn_00101,acc_chk_001,34.76,USD,2026-03-08,Uber Trip,Uber,Travel;Ride Share,false,online
txn_00102,acc_chk_001,43.86,USD,2026-03-05,Instacart,Instacart,Food and Drink;Groceries,false,online
txn_00103,acc_chk_001,38.25,USD,2026-03-05,DoorDash,DoorDash,Food and Drink;Restaurants,false,online
txn_00104,acc_chk_001,30.66,USD,2026-03-18,Uber Trip,Uber,Travel;Ride Share,false,online
txn_00105,acc_chk_001,1350.00,USD,2026-04-01,Rent Payment,Capitol Hill Property Mgmt,Payment;Rent,false,online
txn_00106,acc_chk_001,90.00,USD,2026-04-01,RTD EcoPass,RTD Denver,Travel;Public Transit,false,in store
txn_00107,acc_chk_001,55.00,USD,2026-04-02,AT&T Mobility,AT&T,Service;Telecommunication,false,online
txn_00108,acc_chk_001,11.99,USD,2026-04-03,Spotify Premium,Spotify,Service;Subscription,false,online
txn_00109,acc_chk_001,18.00,USD,2026-04-03,Lemonade Renters Insurance,Lemonade,Service;Insurance,false,online
txn_00110,acc_chk_001,3247.63,USD,2026-04-01,Direct Deposit Payroll,Stonebridge Healthcare,Transfer;Payroll,false,other
txn_00111,acc_chk_001,3247.63,USD,2026-04-15,Direct Deposit Payroll,Stonebridge Healthcare,Transfer;Payroll,false,other
txn_00112,acc_chk_001,40.07,USD,2026-04-26,Groceries,Trader Joe's,Food and Drink;Groceries,false,in store
txn_00113,acc_chk_001,41.93,USD,2026-04-08,DoorDash,DoorDash,Food and Drink;Restaurants,false,online
txn_00114,acc_chk_001,84.67,USD,2026-04-05,Groceries,Aurora Latin Grocery,Food and Drink;Groceries,false,in store
txn_00115,acc_chk_001,27.51,USD,2026-04-06,Rincon Coffee,Rincon Coffee,Food and Drink;Coffee Shop,false,in store
txn_00116,acc_chk_001,64.59,USD,2026-04-19,Groceries,Aurora Latin Grocery,Food and Drink;Groceries,false,in store
txn_00117,acc_chk_001,45.53,USD,2026-04-17,Groceries,Trader Joe's,Food and Drink;Groceries,false,in store
txn_00118,acc_chk_001,24.47,USD,2026-04-10,Tattered Cover,Tattered Cover,Shops;Bookstores,false,in store
txn_00119,acc_chk_001,21.31,USD,2026-04-20,Tattered Cover,Tattered Cover,Shops;Bookstores,false,in store
txn_00120,acc_chk_001,27.27,USD,2026-04-26,REI,REI Denver,Shops;Sporting Goods,false,in store
txn_00121,acc_chk_001,41.54,USD,2026-04-23,Instacart,Instacart,Food and Drink;Groceries,false,online
txn_00122,acc_chk_001,22.21,USD,2026-04-12,Rincon Coffee,Rincon Coffee,Food and Drink;Coffee Shop,false,in store
txn_00123,acc_chk_001,22.53,USD,2026-04-19,Tattered Cover,Tattered Cover,Shops;Bookstores,false,in store
txn_00124,acc_chk_001,35.93,USD,2026-04-14,Groceries,Trader Joe's,Food and Drink;Groceries,false,in store
txn_00125,acc_chk_001,25.61,USD,2026-04-06,Tattered Cover,Tattered Cover,Shops;Bookstores,false,in store
txn_00126,acc_chk_001,24.50,USD,2026-04-12,DoorDash,DoorDash,Food and Drink;Restaurants,false,online
txn_00127,acc_chk_001,36.54,USD,2026-04-11,Uber Trip,Uber,Travel;Ride Share,false,online
txn_00128,acc_chk_001,72.06,USD,2026-04-15,Groceries,King Soopers,Food and Drink;Groceries,false,in store
txn_00129,acc_chk_001,25.53,USD,2026-04-07,REI,REI Denver,Shops;Sporting Goods,false,in store
txn_00130,acc_chk_001,54.65,USD,2026-04-21,Groceries,Aurora Latin Grocery,Food and Drink;Groceries,false,in store
txn_00131,acc_chk_001,43.78,USD,2026-04-04,REI,REI Denver,Shops;Sporting Goods,false,in store
txn_00132,acc_chk_001,53.04,USD,2026-04-25,REI,REI Denver,Shops;Sporting Goods,false,in store
txn_00133,acc_chk_001,34.01,USD,2026-04-05,Uber Trip,Uber,Travel;Ride Share,false,online
txn_00134,acc_chk_001,73.09,USD,2026-04-13,Groceries,Aurora Latin Grocery,Food and Drink;Groceries,false,in store
txn_00135,acc_chk_001,25.57,USD,2026-04-12,REI,REI Denver,Shops;Sporting Goods,false,in store
txn_00136,acc_chk_001,54.07,USD,2026-04-11,Groceries,King Soopers,Food and Drink;Groceries,false,in store
txn_00137,acc_chk_001,27.50,USD,2026-04-19,Rincon Coffee,Rincon Coffee,Food and Drink;Coffee Shop,false,in store
txn_00138,acc_chk_001,41.90,USD,2026-04-06,Instacart,Instacart,Food and Drink;Groceries,false,online
txn_00139,acc_chk_001,44.35,USD,2026-04-23,Uber Trip,Uber,Travel;Ride Share,false,online
txn_00140,acc_chk_001,1350.00,USD,2026-05-01,Rent Payment,Capitol Hill Property Mgmt,Payment;Rent,false,online
txn_00141,acc_chk_001,90.00,USD,2026-05-01,RTD EcoPass,RTD Denver,Travel;Public Transit,false,in store
txn_00142,acc_chk_001,55.00,USD,2026-05-02,AT&T Mobility,AT&T,Service;Telecommunication,false,online
txn_00143,acc_chk_001,11.99,USD,2026-05-03,Spotify Premium,Spotify,Service;Subscription,false,online
txn_00144,acc_chk_001,18.00,USD,2026-05-03,Lemonade Renters Insurance,Lemonade,Service;Insurance,false,online
txn_00145,acc_chk_001,3247.63,USD,2026-05-01,Direct Deposit Payroll,Stonebridge Healthcare,Transfer;Payroll,false,other
txn_00146,acc_chk_001,3247.63,USD,2026-05-15,Direct Deposit Payroll,Stonebridge Healthcare,Transfer;Payroll,false,other
txn_00147,acc_chk_001,69.29,USD,2026-05-08,Groceries,Aurora Latin Grocery,Food and Drink;Groceries,false,in store
txn_00148,acc_chk_001,39.28,USD,2026-05-19,Groceries,King Soopers,Food and Drink;Groceries,false,in store
txn_00149,acc_chk_001,24.46,USD,2026-05-06,REI,REI Denver,Shops;Sporting Goods,false,in store
txn_00150,acc_chk_001,49.40,USD,2026-05-12,REI,REI Denver,Shops;Sporting Goods,false,in store
txn_00151,acc_chk_001,55.97,USD,2026-05-24,Groceries,Trader Joe's,Food and Drink;Groceries,false,in store
txn_00152,acc_chk_001,86.20,USD,2026-05-15,Groceries,Trader Joe's,Food and Drink;Groceries,false,in store
txn_00153,acc_chk_001,29.79,USD,2026-05-07,Tattered Cover,Tattered Cover,Shops;Bookstores,false,in store
txn_00154,acc_chk_001,28.11,USD,2026-05-20,Uber Trip,Uber,Travel;Ride Share,false,online
