id,list_id,type,status,subject_line,from_name,reply_to,title,emails_sent,send_time,create_time
ala-2026-09-08,list_ala_sale_reports,regular,sent,Sale Day Report — September 7 2026,ALA Office,officenews@amarillolivestock.com,Sale Day Report Sept 7,1480,2026-09-08T08:00:00-05:00,2026-09-08T07:00:00-05:00
ala-2026-09-15,list_ala_sale_reports,regular,sent,Sale Day Report — September 14 2026,ALA Office,officenews@amarillolivestock.com,Sale Day Report Sept 14,1480,2026-09-15T08:00:00-05:00,2026-09-15T07:00:00-05:00
ala-2026-09-22,list_ala_sale_reports,regular,sent,Sale Day Report — September 21 2026,ALA Office,officenews@amarillolivestock.com,Sale Day Report Sept 21,1480,2026-09-22T08:00:00-05:00,2026-09-22T07:00:00-05:00
ala-2026-09-29,list_ala_sale_reports,regular,sent,Sale Day Report — September 28 2026,ALA Office,officenews@amarillolivestock.com,Sale Day Report Sept 28,1480,2026-09-29T08:00:00-05:00,2026-09-29T07:00:00-05:00
ala-2026-10-06,list_ala_sale_reports,regular,sent,Looking Ahead — October 5 sale + Fall Run kicks off,ALA Office,officenews@amarillolivestock.com,Fall Run Preview,1480,2026-10-06T08:00:00-05:00,2026-10-06T07:00:00-05:00
fbb-2026-09-30,list_fbb_weekly,regular,sent,First Baptist Briscoe — Week of October 5,Pastor Reynolds,newsletter@firstbaptistbriscoe.org,Weekly Bulletin Oct 5,318,2026-09-30T20:00:00-05:00,2026-09-30T18:00:00-05:00
fbb-2024-01-01-000,list_fbb_weekly,regular,sent,Weekly Newsletter - January 01 2024,Pastor Reynolds,newsletter@firstbaptistbriscoe.org,Weekly Newsletter Jan 01,318,2024-01-01T08:00:00-05:00,2024-01-01T07:00:00-05:00
ala-2024-01-09-001,list_ala_sale_reports,regular,sent,Sale Day Report - January 09 2024,ALA Office,officenews@amarillolivestock.com,Sale Day Report Jan 09,1480,2024-01-09T08:00:00-05:00,2024-01-09T07:00:00-05:00
ala-2024-01-17-002,list_ala_sale_reports,regular,sent,Sale Day Report - January 17 2024,ALA Office,officenews@amarillolivestock.com,Sale Day Report Jan 17,1480,2024-01-17T08:00:00-05:00,2024-01-17T07:00:00-05:00
fbb-2024-01-25-003,list_fbb_weekly,regular,sent,Weekly Newsletter - January 25 2024,Pastor Reynolds,newsletter@firstbaptistbriscoe.org,Weekly Newsletter Jan 25,318,2024-01-25T08:00:00-05:00,2024-01-25T07:00:00-05:00
fbb-2024-02-02-004,list_fbb_weekly,regular,sent,Weekly Newsletter - February 02 2024,Pastor Reynolds,newsletter@firstbaptistbriscoe.org,Weekly Newsletter Feb 02,318,2024-02-02T08:00:00-05:00,2024-02-02T07:00:00-05:00
ala-2024-02-10-005,list_ala_sale_reports,regular,sent,Sale Day Report - February 10 2024,ALA Office,officenews@amarillolivestock.com,Sale Day Report Feb 10,1480,2024-02-10T08:00:00-05:00,2024-02-10T07:00:00-05:00
ala-2024-02-18-006,list_ala_sale_reports,regular,sent,Sale Day Report - February 18 2024,ALA Office,officenews@amarillolivestock.com,Sale Day Report Feb 18,1480,2024-02-18T08:00:00-05:00,2024-02-18T07:00:00-05:00
ala-2024-02-26-007,list_ala_sale_reports,regular,sent,Sale Day Report - February 26 2024,ALA Office,officenews@amarillolivestock.com,Sale Day Report Feb 26,1480,2024-02-26T08:00:00-05:00,2024-02-26T07:00:00-05:00
fbb-2024-03-05-008,list_fbb_weekly,regular,sent,Weekly Newsletter - March 05 2024,Pastor Reynolds,newsletter@firstbaptistbriscoe.org,Weekly Newsletter Mar 05,318,2024-03-05T08:00:00-05:00,2024-03-05T07:00:00-05:00
ala-2024-03-13-009,list_ala_sale_reports,regular,sent,Sale Day Report - March 13 2024,ALA Office,officenews@amarillolivestock.com,Sale Day Report Mar 13,1480,2024-03-13T08:00:00-05:00,2024-03-13T07:00:00-05:00
ala-2024-03-21-010,list_ala_sale_reports,regular,sent,Sale Day Report - March 21 2024,ALA Office,officenews@amarillolivestock.com,Sale Day Report Mar 21,1480,2024-03-21T08:00:00-05:00,2024-03-21T07:00:00-05:00
fbb-2024-03-29-011,list_fbb_weekly,regular,sent,Weekly Newsletter - March 29 2024,Pastor Reynolds,newsletter@firstbaptistbriscoe.org,Weekly Newsletter Mar 29,318,2024-03-29T08:00:00-05:00,2024-03-29T07:00:00-05:00
fbb-2024-04-06-012,list_fbb_weekly,regular,sent,Weekly Newsletter - April 06 2024,Pastor Reynolds,newsletter@firstbaptistbriscoe.org,Weekly Newsletter Apr 06,318,2024-04-06T08:00:00-05:00,2024-04-06T07:00:00-05:00
fbb-2024-04-14-013,list_fbb_weekly,regular,sent,Weekly Newsletter - April 14 2024,Pastor Reynolds,newsletter@firstbaptistbriscoe.org,Weekly Newsletter Apr 14,318,2024-04-14T08:00:00-05:00,2024-04-14T07:00:00-05:00
ala-2024-04-22-014,list_ala_sale_reports,regular,sent,Sale Day Report - April 22 2024,ALA Office,officenews@amarillolivestock.com,Sale Day Report Apr 22,1480,2024-04-22T08:00:00-05:00,2024-04-22T07:00:00-05:00
fbb-2024-04-30-015,list_fbb_weekly,regular,sent,Weekly Newsletter - April 30 2024,Pastor Reynolds,newsletter@firstbaptistbriscoe.org,Weekly Newsletter Apr 30,318,2024-04-30T08:00:00-05:00,2024-04-30T07:00:00-05:00
ala-2024-05-08-016,list_ala_sale_reports,regular,sent,Sale Day Report - May 08 2024,ALA Office,officenews@amarillolivestock.com,Sale Day Report May 08,1480,2024-05-08T08:00:00-05:00,2024-05-08T07:00:00-05:00
ala-2024-05-16-017,list_ala_sale_reports,regular,sent,Sale Day Report - May 16 2024,ALA Office,officenews@amarillolivestock.com,Sale Day Report May 16,1480,2024-05-16T08:00:00-05:00,2024-05-16T07:00:00-05:00
fbb-2024-05-24-018,list_fbb_weekly,regular,sent,Weekly Newsletter - May 24 2024,Pastor Reynolds,newsletter@firstbaptistbriscoe.org,Weekly Newsletter May 24,318,2024-05-24T08:00:00-05:00,2024-05-24T07:00:00-05:00
fbb-2024-06-01-019,list_fbb_weekly,regular,sent,Weekly Newsletter - June 01 2024,Pastor Reynolds,newsletter@firstbaptistbriscoe.org,Weekly Newsletter Jun 01,318,2024-06-01T08:00:00-05:00,2024-06-01T07:00:00-05:00
fbb-2024-06-09-020,list_fbb_weekly,regular,sent,Weekly Newsletter - June 09 2024,Pastor Reynolds,newsletter@firstbaptistbriscoe.org,Weekly Newsletter Jun 09,318,2024-06-09T08:00:00-05:00,2024-06-09T07:00:00-05:00
ala-2024-06-17-021,list_ala_sale_reports,regular,sent,Sale Day Report - June 17 2024,ALA Office,officenews@amarillolivestock.com,Sale Day Report Jun 17,1480,2024-06-17T08:00:00-05:00,2024-06-17T07:00:00-05:00
fbb-2024-06-25-022,list_fbb_weekly,regular,sent,Weekly Newsletter - June 25 2024,Pastor Reynolds,newsletter@firstbaptistbriscoe.org,Weekly Newsletter Jun 25,318,2024-06-25T08:00:00-05:00,2024-06-25T07:00:00-05:00
ala-2024-07-03-023,list_ala_sale_reports,regular,sent,Sale Day Report - July 03 2024,ALA Office,officenews@amarillolivestock.com,Sale Day Report Jul 03,1480,2024-07-03T08:00:00-05:00,2024-07-03T07:00:00-05:00
fbb-2024-07-11-024,list_fbb_weekly,regular,sent,Weekly Newsletter - July 11 2024,Pastor Reynolds,newsletter@firstbaptistbriscoe.org,Weekly Newsletter Jul 11,318,2024-07-11T08:00:00-05:00,2024-07-11T07:00:00-05:00
ala-2024-07-19-025,list_ala_sale_reports,regular,sent,Sale Day Report - July 19 2024,ALA Office,officenews@amarillolivestock.com,Sale Day Report Jul 19,1480,2024-07-19T08:00:00-05:00,2024-07-19T07:00:00-05:00
ala-2024-07-27-026,list_ala_sale_reports,regular,sent,Sale Day Report - July 27 2024,ALA Office,officenews@amarillolivestock.com,Sale Day Report Jul 27,1480,2024-07-27T08:00:00-05:00,2024-07-27T07:00:00-05:00
fbb-2024-08-04-027,list_fbb_weekly,regular,sent,Weekly Newsletter - August 04 2024,Pastor Reynolds,newsletter@firstbaptistbriscoe.org,Weekly Newsletter Aug 04,318,2024-08-04T08:00:00-05:00,2024-08-04T07:00:00-05:00
fbb-2024-08-12-028,list_fbb_weekly,regular,sent,Weekly Newsletter - August 12 2024,Pastor Reynolds,newsletter@firstbaptistbriscoe.org,Weekly Newsletter Aug 12,318,2024-08-12T08:00:00-05:00,2024-08-12T07:00:00-05:00
ala-2024-08-20-029,list_ala_sale_reports,regular,sent,Sale Day Report - August 20 2024,ALA Office,officenews@amarillolivestock.com,Sale Day Report Aug 20,1480,2024-08-20T08:00:00-05:00,2024-08-20T07:00:00-05:00
ala-2024-08-28-030,list_ala_sale_reports,regular,sent,Sale Day Report - August 28 2024,ALA Office,officenews@amarillolivestock.com,Sale Day Report Aug 28,1480,2024-08-28T08:00:00-05:00,2024-08-28T07:00:00-05:00
fbb-2024-09-05-031,list_fbb_weekly,regular,sent,Weekly Newsletter - September 05 2024,Pastor Reynolds,newsletter@firstbaptistbriscoe.org,Weekly Newsletter Sep 05,318,2024-09-05T08:00:00-05:00,2024-09-05T07:00:00-05:00
fbb-2024-09-13-032,list_fbb_weekly,regular,sent,Weekly Newsletter - September 13 2024,Pastor Reynolds,newsletter@firstbaptistbriscoe.org,Weekly Newsletter Sep 13,318,2024-09-13T08:00:00-05:00,2024-09-13T07:00:00-05:00
fbb-2024-09-21-033,list_fbb_weekly,regular,sent,Weekly Newsletter - September 21 2024,Pastor Reynolds,newsletter@firstbaptistbriscoe.org,Weekly Newsletter Sep 21,318,2024-09-21T08:00:00-05:00,2024-09-21T07:00:00-05:00
ala-2024-09-29-034,list_ala_sale_reports,regular,sent,Sale Day Report - September 29 2024,ALA Office,officenews@amarillolivestock.com,Sale Day Report Sep 29,1480,2024-09-29T08:00:00-05:00,2024-09-29T07:00:00-05:00
fbb-2024-10-07-035,list_fbb_weekly,regular,sent,Weekly Newsletter - October 07 2024,Pastor Reynolds,newsletter@firstbaptistbriscoe.org,Weekly Newsletter Oct 07,318,2024-10-07T08:00:00-05:00,2024-10-07T07:00:00-05:00
fbb-2024-10-15-036,list_fbb_weekly,regular,sent,Weekly Newsletter - October 15 2024,Pastor Reynolds,newsletter@firstbaptistbriscoe.org,Weekly Newsletter Oct 15,318,2024-10-15T08:00:00-05:00,2024-10-15T07:00:00-05:00
ala-2024-10-23-037,list_ala_sale_reports,regular,sent,Sale Day Report - October 23 2024,ALA Office,officenews@amarillolivestock.com,Sale Day Report Oct 23,1480,2024-10-23T08:00:00-05:00,2024-10-23T07:00:00-05:00
