id,name,email,avatar_url,type,bot,owner_workspace,created_time
usr_self,Midori Kelley,midori.kelley@voissync.ai,,person,false,wks_midori_kelley_personal,2024-08-04T13:22:18Z
usr_guest_001,Yuki Tanaka,yuki.tanaka@gmail.com,,person,false,wks_midori_kelley_personal,2025-01-24T12:00:00.000Z
usr_guest_002,Sachiko Kelley,sachiko.kelley@gmail.com,,person,false,wks_midori_kelley_personal,2024-12-09T12:00:00.000Z
usr_guest_003,Tara Redhawk,tara.redhawk@gmail.com,,person,false,wks_midori_kelley_personal,2024-09-26T12:00:00.000Z
usr_guest_004,Halie Brimmer,halie.brimmer@gmail.com,,person,false,wks_midori_kelley_personal,2025-10-08T12:00:00.000Z
usr_guest_005,Yuki Tanaka,yuki.tanaka@gmail.com,,person,false,wks_midori_kelley_personal,2026-01-22T12:00:00.000Z
usr_guest_006,Sachiko Kelley,sachiko.kelley@gmail.com,,person,false,wks_midori_kelley_personal,2025-05-05T12:00:00.000Z
usr_guest_007,Tara Redhawk,tara.redhawk@gmail.com,,person,false,wks_midori_kelley_personal,2025-09-16T12:00:00.000Z
usr_guest_008,Halie Brimmer,halie.brimmer@gmail.com,,person,false,wks_midori_kelley_personal,2025-06-22T12:00:00.000Z
usr_guest_009,Yuki Tanaka,yuki.tanaka@gmail.com,,person,false,wks_midori_kelley_personal,2026-03-01T12:00:00.000Z
usr_guest_010,Sachiko Kelley,sachiko.kelley@gmail.com,,person,false,wks_midori_kelley_personal,2026-08-11T12:00:00.000Z
usr_guest_011,Tara Redhawk,tara.redhawk@gmail.com,,person,false,wks_midori_kelley_personal,2024-11-25T12:00:00.000Z
usr_guest_012,Halie Brimmer,halie.brimmer@gmail.com,,person,false,wks_midori_kelley_personal,2025-03-05T12:00:00.000Z
usr_guest_013,Yuki Tanaka,yuki.tanaka@gmail.com,,person,false,wks_midori_kelley_personal,2025-10-15T12:00:00.000Z
usr_guest_014,Sachiko Kelley,sachiko.kelley@gmail.com,,person,false,wks_midori_kelley_personal,2025-03-15T12:00:00.000Z
usr_guest_015,Tara Redhawk,tara.redhawk@gmail.com,,person,false,wks_midori_kelley_personal,2024-10-10T12:00:00.000Z
usr_guest_016,Halie Brimmer,halie.brimmer@gmail.com,,person,false,wks_midori_kelley_personal,2025-06-16T12:00:00.000Z
usr_guest_017,Yuki Tanaka,yuki.tanaka@gmail.com,,person,false,wks_midori_kelley_personal,2025-11-14T12:00:00.000Z
usr_guest_018,Sachiko Kelley,sachiko.kelley@gmail.com,,person,false,wks_midori_kelley_personal,2026-04-11T12:00:00.000Z
usr_guest_019,Tara Redhawk,tara.redhawk@gmail.com,,person,false,wks_midori_kelley_personal,2025-07-29T12:00:00.000Z
usr_guest_020,Halie Brimmer,halie.brimmer@gmail.com,,person,false,wks_midori_kelley_personal,2025-01-29T12:00:00.000Z
usr_guest_021,Yuki Tanaka,yuki.tanaka@gmail.com,,person,false,wks_midori_kelley_personal,2025-10-12T12:00:00.000Z
usr_guest_022,Sachiko Kelley,sachiko.kelley@gmail.com,,person,false,wks_midori_kelley_personal,2025-05-26T12:00:00.000Z
usr_guest_023,Tara Redhawk,tara.redhawk@gmail.com,,person,false,wks_midori_kelley_personal,2026-05-09T12:00:00.000Z
usr_guest_024,Halie Brimmer,halie.brimmer@gmail.com,,person,false,wks_midori_kelley_personal,2025-07-16T12:00:00.000Z
usr_guest_025,Yuki Tanaka,yuki.tanaka@gmail.com,,person,false,wks_midori_kelley_personal,2026-03-29T12:00:00.000Z
usr_guest_026,Sachiko Kelley,sachiko.kelley@gmail.com,,person,false,wks_midori_kelley_personal,2025-05-18T12:00:00.000Z
usr_guest_027,Tara Redhawk,tara.redhawk@gmail.com,,person,false,wks_midori_kelley_personal,2025-08-12T12:00:00.000Z
usr_guest_028,Halie Brimmer,halie.brimmer@gmail.com,,person,false,wks_midori_kelley_personal,2024-11-06T12:00:00.000Z
usr_guest_029,Yuki Tanaka,yuki.tanaka@gmail.com,,person,false,wks_midori_kelley_personal,2024-11-29T12:00:00.000Z
usr_guest_030,Sachiko Kelley,sachiko.kelley@gmail.com,,person,false,wks_midori_kelley_personal,2024-11-03T12:00:00.000Z
usr_guest_031,Tara Redhawk,tara.redhawk@gmail.com,,person,false,wks_midori_kelley_personal,2025-06-23T12:00:00.000Z
usr_guest_032,Halie Brimmer,halie.brimmer@gmail.com,,person,false,wks_midori_kelley_personal,2025-05-15T12:00:00.000Z
usr_guest_033,Yuki Tanaka,yuki.tanaka@gmail.com,,person,false,wks_midori_kelley_personal,2026-06-14T12:00:00.000Z
usr_guest_034,Sachiko Kelley,sachiko.kelley@gmail.com,,person,false,wks_midori_kelley_personal,2026-05-14T12:00:00.000Z
usr_guest_035,Tara Redhawk,tara.redhawk@gmail.com,,person,false,wks_midori_kelley_personal,2026-03-25T12:00:00.000Z
usr_guest_036,Halie Brimmer,halie.brimmer@gmail.com,,person,false,wks_midori_kelley_personal,2025-04-10T12:00:00.000Z
usr_guest_037,Yuki Tanaka,yuki.tanaka@gmail.com,,person,false,wks_midori_kelley_personal,2026-06-16T12:00:00.000Z
usr_guest_038,Sachiko Kelley,sachiko.kelley@gmail.com,,person,false,wks_midori_kelley_personal,2026-03-29T12:00:00.000Z
usr_guest_039,Tara Redhawk,tara.redhawk@gmail.com,,person,false,wks_midori_kelley_personal,2025-05-31T12:00:00.000Z
usr_guest_040,Halie Brimmer,halie.brimmer@gmail.com,,person,false,wks_midori_kelley_personal,2025-08-06T12:00:00.000Z
usr_guest_041,Yuki Tanaka,yuki.tanaka@gmail.com,,person,false,wks_midori_kelley_personal,2026-01-11T12:00:00.000Z
usr_guest_042,Sachiko Kelley,sachiko.kelley@gmail.com,,person,false,wks_midori_kelley_personal,2026-07-13T12:00:00.000Z
usr_guest_043,Tara Redhawk,tara.redhawk@gmail.com,,person,false,wks_midori_kelley_personal,2025-08-03T12:00:00.000Z
usr_guest_044,Halie Brimmer,halie.brimmer@gmail.com,,person,false,wks_midori_kelley_personal,2024-12-14T12:00:00.000Z
usr_guest_045,Yuki Tanaka,yuki.tanaka@gmail.com,,person,false,wks_midori_kelley_personal,2025-05-05T12:00:00.000Z
usr_guest_046,Sachiko Kelley,sachiko.kelley@gmail.com,,person,false,wks_midori_kelley_personal,2026-07-30T12:00:00.000Z
usr_guest_047,Tara Redhawk,tara.redhawk@gmail.com,,person,false,wks_midori_kelley_personal,2025-03-25T12:00:00.000Z
usr_guest_048,Halie Brimmer,halie.brimmer@gmail.com,,person,false,wks_midori_kelley_personal,2024-11-20T12:00:00.000Z
usr_guest_049,Yuki Tanaka,yuki.tanaka@gmail.com,,person,false,wks_midori_kelley_personal,2025-12-09T12:00:00.000Z
usr_guest_050,Sachiko Kelley,sachiko.kelley@gmail.com,,person,false,wks_midori_kelley_personal,2025-06-08T12:00:00.000Z
usr_guest_051,Tara Redhawk,tara.redhawk@gmail.com,,person,false,wks_midori_kelley_personal,2026-01-15T12:00:00.000Z
