id,createdTime,Name,Email,Company,Role
recCont0000000001,2026-09-01T09:00:00.000Z,Priya Nair,priya.nair@cedarbrook.edu,Cedarbrook Aid Office,Financial Aid Counselor
recCont0000000002,2026-09-01T09:00:00.000Z,Tanya Williams,tanya.williams@cedarbrook.edu,Cedarbrook Advising,Academic Advisor
recCont0000000003,2026-09-01T09:00:00.000Z,Marisol Vega,marisol.vega@cedarbrook.edu,HEP,Coordinator
recCont0000000004,2026-09-01T09:00:00.000Z,Ray Dennison,ray.dennison@cedarbrook.edu,Wexler Dining,Supervisor
recCont0000000005,2026-09-01T09:00:00.000Z,Aisha Brooks,aisha.brooks@ceh.edu,Emory Nursing,Mentor
recCont0000000000000100,2026-09-01T09:00:00.000Z,Kiara Odom,kiara.odom@cedarbrook.edu,Cedarbrook,Peer
recCont0000000000000101,2026-09-01T09:00:00.000Z,Jerome Hopper,jerome.hopper@cedarbrook.edu,Cedarbrook,Peer
recCont0000000000000102,2026-09-01T09:00:00.000Z,Yara Diallo,yara.diallo@cedarbrook.edu,Cedarbrook,Peer
recCont0000000000000103,2026-09-01T09:00:00.000Z,Amir Bennett,amir.bennett@cedarbrook.edu,Cedarbrook,Peer
recCont0000000000000104,2026-09-01T09:00:00.000Z,Toni Ashford,toni.ashford@cedarbrook.edu,Cedarbrook,Peer
recCont0000000000000105,2026-09-01T09:00:00.000Z,Malik Grover,malik.grover@cedarbrook.edu,Cedarbrook,Peer
recCont0000000000000106,2026-09-01T09:00:00.000Z,Zaria Pratt,zaria.pratt@cedarbrook.edu,Cedarbrook,Peer
recCont0000000000000107,2026-09-01T09:00:00.000Z,Devon Price,devon.price@cedarbrook.edu,Wexler Dining,Coworker
recCont0000000000000108,2026-09-01T09:00:00.000Z,Pastor Owens,pastor.owens@westendame.example,West End AME,Pastor
recCont0000000000000109,2026-09-01T09:00:00.000Z,Marcus Delaney,marcus.delaney@cedarbrook.edu,Aid Office,Director
recCont0000000000000110,2026-09-01T09:00:00.000Z,Sabrina Hollins,sabrina.hollins@cedarbrook.edu,Aid Office,Verification
recCont0000000000000111,2026-09-01T09:00:00.000Z,Terrence Wu,terrence.wu@cedarbrook.edu,Aid Office,DocuSign Admin
recCont0000000000000112,2026-09-01T09:00:00.000Z,Linda Okafor,linda.okafor@cedarbrook.edu,Cedarbrook Nursing,Professor
recCont0000000000000113,2026-09-01T09:00:00.000Z,Jamal Carter,jamal.carter@cedarbrook.edu,Cedarbrook Nursing,Professor
recCont0000000000000114,2026-09-01T09:00:00.000Z,Denise Murray,denise.murray@example.com,Grady,Mom ICE
recCont0000000000000115,2026-09-01T09:00:00.000Z,Mabel Brooks,mabel.brooks@example.com,Home,Grandma
recCont0000000000000116,2026-09-01T09:00:00.000Z,Keisha Brooks,keisha.brooks@example.com,Home,Aunt on ground
recCont0000000000000117,2026-09-01T09:00:00.000Z,Aisha Brooks,aisha.brooks@ceh.edu,Emory Nursing,Cousin mentor
recCont0000000000000118,2026-09-01T09:00:00.000Z,Marcus Thompson,marcus.thompson@cedarbrook.edu,Cedarbrook,Roommate
