recipient_id,envelope_id,name,email,recipient_type,status,routing_order,signed_time
rec_stu201,DS-ENV-2026-1014-0001,Amara Boone,amara.boone.stu@brightwater.local,Signer,completed,1,2026-10-14T13:12:00-04:00
rec_stu202,DS-ENV-2026-1014-0002,Priya Vasquez,priya.vasquez.stu@brightwater.local,Signer,completed,1,2026-10-14T14:41:00-04:00
rec_stu203,DS-ENV-2026-1015-0003,Marissa Kellner,marissa.kellner.stu@brightwater.local,Signer,completed,1,2026-10-15T10:22:00-04:00
rec_stu204,DS-ENV-2026-1015-0004,Denise Reeves,denise.reeves.stu@brightwater.local,Signer,completed,1,2026-10-15T18:14:00-04:00
rec_stu205,DS-ENV-2026-1013-0005,Kelli Bautista,kelli.bautista.stu@brightwater.local,Signer,sent,1,
rec_stu206,DS-ENV-2026-1016-0006,Serena Odum,serena.odum.stu@brightwater.local,Signer,completed,1,2026-10-16T11:30:00-04:00
rec_stu207,DS-ENV-2026-1013-0007,Erin Lambright,erin.lambright.stu@brightwater.local,Signer,declined,1,2026-10-13T20:45:00-04:00
rec_stu208,DS-ENV-2026-1013-0008,Yolanda Grimes,yolanda.grimes.stu@brightwater.local,Signer,sent,1,
rec_stu209,DS-ENV-2026-1016-0009,Bethany Purcell,bethany.purcell.stu@brightwater.local,Signer,completed,1,2026-10-16T12:19:00-04:00
rec_stu210,DS-ENV-2026-1017-0010,Corrine Alvarado,corrine.alvarado.stu@brightwater.local,Signer,completed,1,2026-10-17T14:03:00-04:00
rec_stu211,DS-ENV-2026-1017-0011,Trisha Kwong,trisha.kwong.stu@brightwater.local,Signer,completed,1,2026-10-17T16:32:00-04:00
rec_stu212,DS-ENV-2026-1013-0012,Rachael Osei,rachael.osei.stu@brightwater.local,Signer,declined,1,2026-10-13T22:04:00-04:00
rec_stu213,DS-ENV-2026-1018-0013,Kayla Roundtree,kayla.roundtree.stu@brightwater.local,Signer,completed,1,2026-10-18T10:41:00-04:00
rec_stu214,DS-ENV-2026-1018-0014,Nadia Ferrell,nadia.ferrell.stu@brightwater.local,Signer,completed,1,2026-10-18T18:26:00-04:00
rec_stu215,DS-ENV-2026-1019-0015,Vivian Hollins,vivian.hollins.stu@brightwater.local,Signer,completed,1,2026-10-19T12:11:00-04:00
rec_stu216,DS-ENV-2026-1013-0016,Georgia Whitlow,georgia.whitlow.stu@brightwater.local,Signer,sent,1,
rec_reg301,DS-ENV-2026-1114-0301,Toni Vaughn,toni.vaughn@nailart.local,Signer,completed,1,2026-11-14T15:22:00-05:00
rec_reg302,DS-ENV-2026-1116-0302,Alicia Marsh,alicia.marsh@nailart.local,Signer,completed,1,2026-11-16T13:04:00-05:00
rec_reg303,DS-ENV-2026-1118-0303,Whitney Osborne,whitney.osborne@nailart.local,Signer,sent,1,
rec_reg304,DS-ENV-2026-1120-0304,Renata Diallo,renata.diallo@nailart.local,Signer,completed,1,2026-11-20T20:47:00-05:00
rec_reg306,DS-ENV-2026-1124-0306,Jasmine Kettering,jasmine.kettering@nailart.local,Signer,sent,1,
rec_reg307,DS-ENV-2026-1125-0307,Brandi Ho,brandi.ho@nailart.local,Signer,completed,1,2026-11-25T18:39:00-05:00
rec_reg309,DS-ENV-2026-1128-0309,Delphine Ackerman,delphine.ackerman@nailart.local,Signer,completed,1,2026-11-28T14:16:00-05:00
