envelope_id,status,email_subject,sender_name,sender_email,created_time,sent_time,completed_time,template_id
DS-ENV-2026-1014-0001,completed,Cohort photo and video release form,Julie Leach,julie.leach@voissync.ai,2026-10-14T09:00:00-04:00,2026-10-14T09:02:00-04:00,2026-10-14T13:12:00-04:00,tpl_cohort_release
DS-ENV-2026-1014-0002,completed,Cohort photo and video release form,Julie Leach,julie.leach@voissync.ai,2026-10-14T09:00:00-04:00,2026-10-14T09:02:00-04:00,2026-10-14T14:41:00-04:00,tpl_cohort_release
DS-ENV-2026-1015-0003,completed,Cohort photo and video release form,Julie Leach,julie.leach@voissync.ai,2026-10-15T09:00:00-04:00,2026-10-15T09:02:00-04:00,2026-10-15T10:22:00-04:00,tpl_cohort_release
DS-ENV-2026-1015-0004,completed,Cohort photo and video release form,Julie Leach,julie.leach@voissync.ai,2026-10-15T09:00:00-04:00,2026-10-15T09:02:00-04:00,2026-10-15T18:14:00-04:00,tpl_cohort_release
DS-ENV-2026-1013-0005,sent,Cohort photo and video release form,Julie Leach,julie.leach@voissync.ai,2026-10-13T09:00:00-04:00,2026-10-13T09:02:00-04:00,,tpl_cohort_release
DS-ENV-2026-1016-0006,completed,Cohort photo and video release form,Julie Leach,julie.leach@voissync.ai,2026-10-16T09:00:00-04:00,2026-10-16T09:02:00-04:00,2026-10-16T11:30:00-04:00,tpl_cohort_release
DS-ENV-2026-1013-0007,declined,Cohort photo and video release form,Julie Leach,julie.leach@voissync.ai,2026-10-13T09:00:00-04:00,2026-10-13T09:02:00-04:00,2026-10-13T20:45:00-04:00,tpl_cohort_release
DS-ENV-2026-1013-0008,sent,Cohort photo and video release form,Julie Leach,julie.leach@voissync.ai,2026-10-13T09:00:00-04:00,2026-10-13T09:02:00-04:00,,tpl_cohort_release
DS-ENV-2026-1016-0009,completed,Cohort photo and video release form,Julie Leach,julie.leach@voissync.ai,2026-10-16T09:00:00-04:00,2026-10-16T09:02:00-04:00,2026-10-16T12:19:00-04:00,tpl_cohort_release
DS-ENV-2026-1017-0010,completed,Cohort photo and video release form,Julie Leach,julie.leach@voissync.ai,2026-10-17T09:00:00-04:00,2026-10-17T09:02:00-04:00,2026-10-17T14:03:00-04:00,tpl_cohort_release
DS-ENV-2026-1017-0011,completed,Cohort photo and video release form,Julie Leach,julie.leach@voissync.ai,2026-10-17T09:00:00-04:00,2026-10-17T09:02:00-04:00,2026-10-17T16:32:00-04:00,tpl_cohort_release
DS-ENV-2026-1013-0012,declined,Cohort photo and video release form,Julie Leach,julie.leach@voissync.ai,2026-10-13T09:00:00-04:00,2026-10-13T09:02:00-04:00,2026-10-13T22:04:00-04:00,tpl_cohort_release
DS-ENV-2026-1018-0013,completed,Cohort photo and video release form,Julie Leach,julie.leach@voissync.ai,2026-10-18T09:00:00-04:00,2026-10-18T09:02:00-04:00,2026-10-18T10:41:00-04:00,tpl_cohort_release
DS-ENV-2026-1018-0014,completed,Cohort photo and video release form,Julie Leach,julie.leach@voissync.ai,2026-10-18T09:00:00-04:00,2026-10-18T09:02:00-04:00,2026-10-18T18:26:00-04:00,tpl_cohort_release
DS-ENV-2026-1019-0015,completed,Cohort photo and video release form,Julie Leach,julie.leach@voissync.ai,2026-10-19T09:00:00-04:00,2026-10-19T09:02:00-04:00,2026-10-19T12:11:00-04:00,tpl_cohort_release
DS-ENV-2026-1013-0016,sent,Cohort photo and video release form,Julie Leach,julie.leach@voissync.ai,2026-10-13T09:00:00-04:00,2026-10-13T09:02:00-04:00,,tpl_cohort_release
DS-ENV-2026-1114-0301,completed,Regional competitor photo and video release,Julie Leach,julie.leach@voissync.ai,2026-11-14T09:00:00-05:00,2026-11-14T09:03:00-05:00,2026-11-14T15:22:00-05:00,tpl_regional_release
DS-ENV-2026-1116-0302,completed,Regional competitor photo and video release,Julie Leach,julie.leach@voissync.ai,2026-11-16T09:00:00-05:00,2026-11-16T09:03:00-05:00,2026-11-16T13:04:00-05:00,tpl_regional_release
DS-ENV-2026-1118-0303,sent,Regional competitor photo and video release,Julie Leach,julie.leach@voissync.ai,2026-11-18T09:00:00-05:00,2026-11-18T09:03:00-05:00,,tpl_regional_release
DS-ENV-2026-1120-0304,completed,Regional competitor photo and video release,Julie Leach,julie.leach@voissync.ai,2026-11-20T09:00:00-05:00,2026-11-20T09:03:00-05:00,2026-11-20T20:47:00-05:00,tpl_regional_release
DS-ENV-2026-1124-0306,sent,Regional competitor photo and video release,Julie Leach,julie.leach@voissync.ai,2026-11-24T09:00:00-05:00,2026-11-24T09:03:00-05:00,,tpl_regional_release
DS-ENV-2026-1125-0307,completed,Regional competitor photo and video release,Julie Leach,julie.leach@voissync.ai,2026-11-25T09:00:00-05:00,2026-11-25T09:03:00-05:00,2026-11-25T18:39:00-05:00,tpl_regional_release
DS-ENV-2026-1128-0309,completed,Regional competitor photo and video release,Julie Leach,julie.leach@voissync.ai,2026-11-28T09:00:00-05:00,2026-11-28T09:03:00-05:00,2026-11-28T14:16:00-05:00,tpl_regional_release
