id,channel_id,team_id,from_user_id,from_display_name,content,content_type,importance,created_date
msg-001,chan-002,19:team-windbridge001@thread.tacv2,brian.henderson@windbridgepartners.com,Brian Henderson,"Finished the interim analysis for mRNA-4157. Uploading the updated SAP to the shared drive now. Mark, let me know if you want to review before I send to Rebecca.",text,normal,2025-12-10T14:05:00Z
msg-002,chan-002,19:team-windbridge001@thread.tacv2,mark.stevens@windbridgepartners.com,Mark Stevens,Brian — looks good. One comment on Table 4: the CI bounds for the secondary endpoint look wider than I expected. Can you double-check the pooled variance calculation?,text,normal,2025-12-10T15:22:00Z
msg-003,chan-003,19:team-windbridge001@thread.tacv2,rebecca.foster@windbridgepartners.com,Rebecca Foster,Reminder: the mRNA-4157 interim analysis deliverable is due Feb 12 2027. Brian has the lead. Please flag any data queries to him by end of month.,text,high,2025-12-09T09:00:00Z
msg-004,chan-001,19:team-windbridge001@thread.tacv2,rebecca.foster@windbridgepartners.com,Rebecca Foster,All-hands on Thursday at 3pm ET. Please have your Q3 updates ready. Dial-in link in the calendar invite.,text,normal,2025-12-08T11:30:00Z
msg-005,chan-004,19:team-windbridge001@thread.tacv2,brian.henderson@windbridgepartners.com,Brian Henderson,Anyone tried the new survival analysis package in R 4.4? Curious if it handles time-varying covariates cleanly. Running into some edge cases with interval-censored data.,text,normal,2025-12-07T16:45:00Z
1700000010000,chan-167,19:team-windbridge002@thread.tacv2,ubrian001,"Brian Henderson","Thanks team!",text,normal,2026-07-17T17:57:00Z
1700000010001,chan-135,19:team-windbridge109@thread.tacv2,ubrian001,"Brian Henderson","Standup at 9.",text,normal,2026-02-10T17:51:00Z
1700000010002,chan-151,19:team-windbridge117@thread.tacv2,ubrian001,"Brian Henderson","Can someone review the PR?",text,normal,2026-09-12T14:19:00Z
1700000010003,chan-149,19:team-windbridge105@thread.tacv2,urich006,"Richard Barrera","Reconciled the numbers.",text,normal,2026-03-16T16:12:00Z
1700000010004,chan-102,19:team-windbridge112@thread.tacv2,ujess004,"Jessica Powell","Thanks team!",text,normal,2026-05-09T13:58:00Z
1700000010005,chan-188,19:team-windbridge118@thread.tacv2,ureb003,"Rebecca Foster","Looking into the alert.",text,normal,2026-08-23T13:44:00Z
1700000010006,chan-166,19:team-windbridge106@thread.tacv2,ujess004,"Jessica Powell","Looking into the alert.",text,normal,2026-06-24T12:32:00Z
1700000010007,chan-138,19:team-windbridge100@thread.tacv2,umark002,"Mark Stevens","Pushed the latest build.",text,normal,2026-01-14T08:10:00Z
1700000010008,chan-105,19:team-windbridge110@thread.tacv2,umark002,"Mark Stevens","Updated the dashboard.",text,normal,2026-01-02T16:19:00Z
1700000010009,chan-134,19:team-windbridge104@thread.tacv2,ureb003,"Rebecca Foster","Meeting notes are in Confluence.",text,normal,2026-01-10T17:38:00Z
1700000010010,chan-156,19:team-windbridge107@thread.tacv2,umark002,"Mark Stevens","Pushed the latest build.",text,normal,2026-07-03T14:50:00Z
1700000010011,chan-135,19:team-windbridge109@thread.tacv2,ujess004,"Jessica Powell","Meeting notes are in Confluence.",text,normal,2026-08-11T15:39:00Z
1700000010012,chan-141,19:team-windbridge111@thread.tacv2,ujosh005,"Joshua Archer","Deploy went green.",text,normal,2026-09-11T16:48:00Z
1700000010013,chan-127,19:team-windbridge105@thread.tacv2,ureb003,"Rebecca Foster","Thanks team!",text,normal,2026-09-22T12:18:00Z
1700000010014,chan-114,19:team-windbridge109@thread.tacv2,umark002,"Mark Stevens","Reconciled the numbers.",text,normal,2026-06-15T17:49:00Z
1700000010015,chan-188,19:team-windbridge118@thread.tacv2,urich006,"Richard Barrera","Updated the dashboard.",text,normal,2026-05-14T11:42:00Z
1700000010016,chan-151,19:team-windbridge117@thread.tacv2,ujosh005,"Joshua Archer","Deploy went green.",text,normal,2026-07-03T15:55:00Z
1700000010017,chan-168,19:team-windbridge117@thread.tacv2,umark002,"Mark Stevens","Can someone review the PR?",text,normal,2026-10-02T17:16:00Z
1700000010018,chan-185,19:team-windbridge107@thread.tacv2,umark002,"Mark Stevens","Thanks team!",text,normal,2026-03-05T13:12:00Z
1700000010019,chan-138,19:team-windbridge100@thread.tacv2,umark002,"Mark Stevens","Standup at 9.",text,normal,2026-09-21T17:32:00Z
1700000010020,chan-178,19:team-windbridge105@thread.tacv2,urich006,"Richard Barrera","Deploy went green.",text,normal,2026-10-14T08:46:00Z
1700000010021,chan-165,19:team-windbridge112@thread.tacv2,ureb003,"Rebecca Foster","Standup at 9.",text,normal,2026-08-21T12:29:00Z
1700000010022,chan-194,19:team-windbridge119@thread.tacv2,umark002,"Mark Stevens","Reconciled the numbers.",text,normal,2026-05-02T14:01:00Z
1700000010023,chan-161,19:team-windbridge115@thread.tacv2,ujosh005,"Joshua Archer","Standup at 9.",text,normal,2026-04-22T13:07:00Z
1700000010024,chan-161,19:team-windbridge115@thread.tacv2,ubrian001,"Brian Henderson","Thanks team!",text,normal,2026-04-23T12:54:00Z
1700000010025,chan-138,19:team-windbridge100@thread.tacv2,urich006,"Richard Barrera","Pushed the latest build.",text,normal,2026-06-21T13:11:00Z
1700000010026,chan-185,19:team-windbridge107@thread.tacv2,ujess004,"Jessica Powell","Reconciled the numbers.",text,normal,2026-05-04T15:27:00Z
1700000010027,chan-189,19:team-windbridge114@thread.tacv2,ujess004,"Jessica Powell","Deploy went green.",text,normal,2026-07-08T13:09:00Z
1700000010028,chan-117,19:team-windbridge105@thread.tacv2,umark002,"Mark Stevens","Meeting notes are in Confluence.",text,normal,2026-07-16T15:02:00Z
1700000010029,chan-128,19:team-windbridge115@thread.tacv2,ureb003,"Rebecca Foster","Deploy went green.",text,normal,2026-10-27T14:32:00Z
