envelope_id,status,email_subject,sender_name,sender_email,created_time,sent_time,completed_time,template_id
env-00000,sent,Toronto Public Library partnership agreement 0,Mary Vasquez,mary.vasquez@Finthesiss.ai,2025-01-01T10:00:00Z,2025-01-01T10:00:00Z,,tpl-partner
env-00001,declined,Local Newcomer Centre partnership agreement 1,Mary Vasquez,mary.vasquez@Finthesiss.ai,2025-01-04T10:00:00Z,2025-01-04T10:00:00Z,,tpl-partner
env-00002,sent,University Outreach partnership agreement 2,Mary Vasquez,mary.vasquez@Finthesiss.ai,2025-01-07T10:00:00Z,2025-01-07T10:00:00Z,,tpl-partner
env-00003,sent,Community Health Hub partnership agreement 3,Mary Vasquez,mary.vasquez@Finthesiss.ai,2025-01-10T10:00:00Z,2025-01-10T10:00:00Z,,tpl-partner
env-00004,declined,Indigenous Education Council partnership agreement 4,Mary Vasquez,mary.vasquez@Finthesiss.ai,2025-01-13T10:00:00Z,2025-01-13T10:00:00Z,,tpl-partner
env-00005,voided,Arts Collective partnership agreement 5,Mary Vasquez,mary.vasquez@Finthesiss.ai,2025-10-01T10:00:00Z,2025-10-01T10:00:00Z,,tpl-partner
env-00006,completed,Sports Association partnership agreement 6,Mary Vasquez,mary.vasquez@Finthesiss.ai,2025-01-19T10:00:00Z,2025-01-19T10:00:00Z,2025-01-23T10:00:00Z,tpl-partner
env-00007,completed,Food Security Network partnership agreement 7,Mary Vasquez,mary.vasquez@Finthesiss.ai,2025-01-22T10:00:00Z,2025-01-22T10:00:00Z,2025-01-26T10:00:00Z,tpl-partner
env-00008,declined,Mental Health Alliance partnership agreement 8,Mary Vasquez,mary.vasquez@Finthesiss.ai,2025-01-25T10:00:00Z,2025-01-25T10:00:00Z,,tpl-partner
env-00009,sent,Tech Mentors partnership agreement 9,Mary Vasquez,mary.vasquez@Finthesiss.ai,2025-01-28T10:00:00Z,2025-01-28T10:00:00Z,,tpl-partner
env-00010,sent,Toronto Public Library partnership agreement 10,Mary Vasquez,mary.vasquez@Finthesiss.ai,2025-01-31T10:00:00Z,2025-01-31T10:00:00Z,,tpl-partner
env-00011,declined,Local Newcomer Centre partnership agreement 11,Mary Vasquez,mary.vasquez@Finthesiss.ai,2025-02-03T10:00:00Z,2025-02-03T10:00:00Z,,tpl-partner
env-00012,completed,University Outreach partnership agreement 12,Mary Vasquez,mary.vasquez@Finthesiss.ai,2025-02-06T10:00:00Z,2025-02-06T10:00:00Z,2025-02-10T10:00:00Z,tpl-partner
env-00013,declined,Community Health Hub partnership agreement 13,Mary Vasquez,mary.vasquez@Finthesiss.ai,2025-02-09T10:00:00Z,2025-02-09T10:00:00Z,,tpl-partner
env-00014,sent,Indigenous Education Council partnership agreement 14,Mary Vasquez,mary.vasquez@Finthesiss.ai,2025-02-12T10:00:00Z,2025-02-12T10:00:00Z,,tpl-partner
env-00015,completed,Arts Collective partnership agreement 15,Mary Vasquez,mary.vasquez@Finthesiss.ai,2025-02-15T10:00:00Z,2025-02-15T10:00:00Z,2025-02-19T10:00:00Z,tpl-partner
env-00016,completed,Sports Association partnership agreement 16,Mary Vasquez,mary.vasquez@Finthesiss.ai,2025-02-18T10:00:00Z,2025-02-18T10:00:00Z,2025-02-22T10:00:00Z,tpl-partner
