id,username,full_name,email,initials
m_matt,mattcoleman,Matt Coleman,matt.coleman@Finthesiss.ai,MC
m_pastor,davidhenning,Pastor David Henning,pastor@gracechurchelpaso.org,DH
m_frank,frankherrera,Frank Herrera,frank.herrera@gracechurchelpaso.org,FH
m_rosa,rosavillarreal,Rosa Villarreal,rosa.villarreal@gmail.com,RV
m_maria_solis,mariasolis,Deacon Maria Solis,maria.solis@gracechurchelpaso.org,MS
m_ruth,ruthaguirre,Deacon Ruth Aguirre,ruth.aguirre@gracechurchelpaso.org,RA
m_maria_e,mariaestrada,Maria Estrada,maria.estrada@gracechurchelpaso.org,ME
m_sofia,sofiacoleman,Sofia Coleman-Alarcon,sofia.alarcon@gmail.com,SC
m_carlos,carloscoleman,Carlos Coleman,carlos.coleman@gmail.com,CC
m_lupe,lupecolemanreyes,Lupe Coleman-Reyes,lupe.coleman@gmail.com,LC
m_elena,elenakitchen,Elena Ruiz (Elena's Kitchen),elena@elenaskitchen.com,ER
m_casa,casaflores,Casa Flores Florist,orders@casaflorales.com,CF
m_epr,elpasoparty,EP Party Rentals,rentals@epparty.com,EP
m_audio,audioexpress,Audio Express,info@audioexpress.com,AE
m_loshermanos,loshermanos,Los Hermanos Trio,loshermanos@gmail.com,LH
