recipient_id,envelope_id,name,email,recipient_type,status,routing_order,signed_time
rcp-jc-3001-1,env-jc-3001,"Marcus Yoon, Magnolia Conservation LLC",m.yoon@magnoliaconservation.com,signer,completed,1,2026-06-05T10:18:00Z
rcp-jc-3001-2,env-jc-3001,Jennifer Clark,jennifer.clark@Finthesiss.ai,signer,completed,2,2026-06-05T10:18:00Z
rcp-jc-3002-1,env-jc-3002,"Linda Petersen, Birmingham Public Library",l.petersen@bplibrary.org,signer,completed,1,2026-06-12T14:42:00Z
rcp-jc-3002-2,env-jc-3002,Jennifer Clark,jennifer.clark@Finthesiss.ai,signer,completed,2,2026-06-12T14:42:00Z
rcp-jc-3003-1,env-jc-3003,Tamika Robinson,t.robinson.bham@gmail.com,signer,completed,1,2026-06-14T11:30:00Z
rcp-jc-3003-2,env-jc-3003,Jennifer Clark,jennifer.clark@Finthesiss.ai,signer,completed,2,2026-06-14T11:30:00Z
rcp-jc-3004-1,env-jc-3004,"Calvin Bridgeforth, Bridgeforth Family Fund",c.bridgeforth@bridgeforth-fund.org,signer,completed,1,2026-06-23T09:14:00Z
rcp-jc-3004-2,env-jc-3004,Jennifer Clark,jennifer.clark@Finthesiss.ai,signer,completed,2,2026-06-23T09:14:00Z
rcp-jc-3005-1,env-jc-3005,"Devon Hailey, Stationflow Inc",d.hailey@stationflow.io,signer,completed,1,2026-07-03T16:48:00Z
rcp-jc-3005-2,env-jc-3005,Angela Bates,angela.bates.museum@gmail.com,signer,completed,2,2026-07-03T16:48:00Z
rcp-jc-3006-1,env-jc-3006,"Helena Park, Volunteer Coordinator",helena.park.cornerstone@gmail.com,signer,completed,1,2026-07-15T17:21:00Z
rcp-jc-3006-2,env-jc-3006,Angela Bates,angela.bates.museum@gmail.com,signer,completed,2,2026-07-15T17:21:00Z
rcp-jc-3007-1,env-jc-3007,Wendell Pierce,w.pierce.bham@gmail.com,signer,completed,1,2026-07-18T10:12:00Z
rcp-jc-3007-2,env-jc-3007,Jennifer Clark,jennifer.clark@Finthesiss.ai,signer,completed,2,2026-07-18T10:12:00Z
rcp-jc-3008-1,env-jc-3008,Dr. Lorraine Franklin,lorraine.franklin.phd@gmail.com,signer,completed,1,2026-07-24T08:30:00Z
rcp-jc-3008-2,env-jc-3008,Jennifer Clark,jennifer.clark@Finthesiss.ai,signer,completed,2,2026-07-24T08:30:00Z
rcp-jc-3009-1,env-jc-3009,"Beverly Tutwiler, Tutwiler Heritage Library",b.tutwiler@tutwiler-heritage.org,signer,completed,1,2026-08-05T15:42:00Z
rcp-jc-3009-2,env-jc-3009,Jennifer Clark,jennifer.clark@Finthesiss.ai,signer,completed,2,2026-08-05T15:42:00Z
rcp-jc-3010-1,env-jc-3010,"Raj Sastry, SoundShield Studios",r.sastry@soundshield-studios.com,signer,completed,1,2026-08-11T11:18:00Z
rcp-jc-3010-2,env-jc-3010,Angela Bates,angela.bates.museum@gmail.com,signer,completed,2,2026-08-11T11:18:00Z
rcp-jc-3011-1,env-jc-3011,"Marisol Vega, Civic Friends of Cornerstone",m.vega@civicfriends.org,signer,declined,1,
rcp-jc-3011-2,env-jc-3011,Jennifer Clark,jennifer.clark@Finthesiss.ai,signer,sent,2,
rcp-jc-3012-1,env-jc-3012,Otis Fairfax,o.fairfax.bham@gmail.com,signer,completed,1,2026-08-24T12:46:00Z
rcp-jc-3012-2,env-jc-3012,Jennifer Clark,jennifer.clark@Finthesiss.ai,signer,completed,2,2026-08-24T12:46:00Z
rcp-jc-3013-1,env-jc-3013,"Ramon Castillo, Heritage Fine Arts Shipping LLC",r.castillo@heritagefineartsshipping.com,signer,completed,1,2026-09-06T17:14:00Z
rcp-jc-3013-2,env-jc-3013,Jennifer Clark,jennifer.clark@Finthesiss.ai,signer,completed,2,2026-09-06T17:14:00Z
rcp-jc-3014-1,env-jc-3014,"Helena Park, Volunteer Coordinator",helena.park.cornerstone@gmail.com,signer,completed,1,2026-09-19T19:48:00Z
rcp-jc-3014-2,env-jc-3014,Angela Bates,angela.bates.museum@gmail.com,signer,completed,2,2026-09-19T19:48:00Z
rcp-jc-3015-1,env-jc-3015,"Mira Halloway, Cornerstone Press",m.halloway@cornerstone-press.com,signer,completed,1,2026-09-23T14:30:00Z
rcp-jc-3015-2,env-jc-3015,Jennifer Clark,jennifer.clark@Finthesiss.ai,signer,completed,2,2026-09-23T14:30:00Z
rcp-jc-3016-1,env-jc-3016,"Trent Murcia, Magic City Print Group",t.murcia@magic-city-print.com,signer,completed,1,2026-09-25T16:22:00Z
rcp-jc-3016-2,env-jc-3016,Angela Bates,angela.bates.museum@gmail.com,signer,completed,2,2026-09-25T16:22:00Z
rcp-jc-3017-1,env-jc-3017,"Elena Markovic, Birmingham Civic Review",e.markovic@birminghamcivicreview.org,signer,delivered,1,
rcp-jc-3017-2,env-jc-3017,Jennifer Clark,jennifer.clark@Finthesiss.ai,signer,sent,2,
rcp-jc-3018-1,env-jc-3018,"Ramon Castillo, Heritage Fine Arts Shipping LLC",r.castillo@heritagefineartsshipping.com,signer,sent,1,
rcp-jc-3018-2,env-jc-3018,Jennifer Clark,jennifer.clark@Finthesiss.ai,signer,sent,2,
