id,customer,amount,currency,status,paid,refunded,amount_refunded,description,payment_intent,created
ch_3P100001,cus_1000,8100,usd,succeeded,true,false,0,Custom order mug,pi_3P100001,1784010600
ch_3P100002,cus_1001,4200,usd,succeeded,true,false,0,Custom order bowl,pi_3P100002,1788417060
ch_3P100003,cus_1002,7600,usd,succeeded,true,false,0,Custom order carafe,pi_3P100003,1788849120
ch_3P100004,cus_1003,3900,usd,succeeded,true,false,0,Custom order planter,pi_3P100004,1788762780
ch_3P100005,cus_1004,9500,usd,succeeded,true,false,0,Custom order platter,pi_3P100005,1787553240
ch_3P100006,cus_1005,6100,usd,succeeded,true,false,0,Custom order dripper,pi_3P100006,1788244500
ch_3P100007,cus_1006,5600,usd,succeeded,true,false,0,Custom order colander,pi_3P100007,1784183760
ch_3P100008,cus_1007,3000,usd,succeeded,true,false,0,Custom order tumbler,pi_3P100008,1787639820
ch_3P100009,cus_1008,10400,usd,succeeded,true,false,0,Custom order crock,pi_3P100009,1785652680
ch_3P100010,cus_1009,2200,usd,succeeded,true,false,0,Custom order spoonrest,pi_3P100010,1785998340
ch_3P100011,cus_1010,4300,usd,succeeded,true,false,0,Custom order mug,pi_3P100011,1785566400
ch_3P100012,cus_1011,4700,usd,succeeded,true,false,0,Custom order bowl,pi_3P100012,1787726460
ch_3P100013,cus_1012,13600,usd,succeeded,true,false,0,Custom order carafe,pi_3P100013,1786344120
ch_3P100014,cus_1013,4200,usd,succeeded,true,false,0,Custom order planter,pi_3P100014,1789713780
ch_3P100015,cus_1014,19500,usd,succeeded,true,false,0,Custom order platter,pi_3P100015,1786603440
ch_3P100016,cus_1015,6400,usd,succeeded,true,false,0,Custom order dripper,pi_3P100016,1784616300
ch_3P100017,cus_1016,5300,usd,succeeded,true,false,0,Custom order colander,pi_3P100017,1788763560
ch_3P100018,cus_1017,3500,usd,succeeded,true,false,0,Custom order tumbler,pi_3P100018,1787294820
ch_3P100019,cus_1018,6000,usd,succeeded,true,false,0,Custom order crock,pi_3P100019,1784962080
ch_3P100020,cus_1019,2700,usd,succeeded,true,false,0,Custom order spoonrest,pi_3P100020,1785221340
ch_3P100021,cus_1020,3800,usd,succeeded,true,false,0,Custom order mug,pi_3P100021,1787035800
ch_3P100022,cus_1021,8900,usd,succeeded,true,false,0,Custom order bowl,pi_3P100022,1789455060
ch_3P100023,cus_1022,7600,usd,succeeded,true,false,0,Custom order carafe,pi_3P100023,1790491920
ch_3P100024,cus_1023,3900,usd,succeeded,true,false,0,Custom order planter,pi_3P100024,1789109580
ch_3P100025,cus_1024,10000,usd,succeeded,true,false,0,Custom order platter,pi_3P100025,1790492040
ch_3P100026,cus_1025,6400,usd,succeeded,true,false,0,Custom order dripper,pi_3P100026,1790319300
ch_3P100027,cus_1026,5300,usd,succeeded,true,false,0,Custom order colander,pi_3P100027,1785221760
ch_3P100028,cus_1027,6800,usd,succeeded,true,false,0,Custom order tumbler,pi_3P100028,1787295420
ch_3P100029,cus_1028,5200,usd,succeeded,true,false,0,Custom order crock,pi_3P100029,1786258680
ch_3P100030,cus_1029,5200,usd,succeeded,true,false,0,Custom order spoonrest,pi_3P100030,1786431540
ch_3P100031,cus_1030,4300,usd,succeeded,true,false,0,Custom order mug,pi_3P100031,1785826800
ch_3P100032,cus_1031,4700,usd,succeeded,true,false,0,Custom order bowl,pi_3P100032,1790060460
ch_3P100033,cus_1032,7600,usd,succeeded,true,false,0,Custom order carafe,pi_3P100033,1788937320
ch_3P100034,cus_1033,4200,usd,succeeded,true,false,0,Custom order planter,pi_3P100034,1784098980
ch_3P100035,cus_1034,10300,usd,succeeded,true,false,0,Custom order platter,pi_3P100035,1783580640
ch_3P100036,cus_1035,6100,usd,succeeded,true,false,0,Custom order dripper,pi_3P100036,1789801500
ch_3P100037,cus_1036,4800,usd,succeeded,true,false,0,Custom order colander,pi_3P100037,1790492760
ch_3P100038,cus_1037,3800,usd,succeeded,true,false,0,Custom order tumbler,pi_3P100038,1787036820
ch_3P100039,cus_1038,6000,usd,succeeded,true,false,0,Custom order crock,pi_3P100039,1783753680
ch_3P100040,cus_1039,4400,usd,succeeded,true,false,0,Custom order spoonrest,pi_3P100040,1784099340
ch_3P100041,cus_1040,4600,usd,succeeded,true,false,0,Custom order mug,pi_3P100041,1789801800
ch_3P100042,cus_1041,5000,usd,succeeded,true,false,0,Custom order bowl,pi_3P100042,1786345860
ch_3P100043,cus_1042,13600,usd,succeeded,true,false,0,Custom order carafe,pi_3P100043,1787382720
ch_3P100044,cus_1043,3900,usd,succeeded,true,false,0,Custom order planter,pi_3P100044,1789974780
ch_3P100045,cus_1044,9500,usd,succeeded,true,false,0,Custom order platter,pi_3P100045,1785222840
ch_3P100046,cus_1045,5600,usd,succeeded,true,false,0,Custom order dripper,pi_3P100046,1784445300
ch_3P100047,cus_1046,5600,usd,succeeded,true,false,0,Custom order colander,pi_3P100047,1783408560
ch_3P100048,cus_1047,3500,usd,succeeded,true,false,0,Custom order tumbler,pi_3P100048,1783235820
ch_3P100049,cus_1048,6000,usd,succeeded,true,false,0,Custom order crock,pi_3P100049,1784013480
ch_3P100050,cus_1049,4900,usd,succeeded,true,false,0,Custom order spoonrest,pi_3P100050,1789888740
ch_3P100051,cus_1050,4300,usd,succeeded,true,false,0,Custom order mug,pi_3P100051,1784359200
ch_3P100052,cus_1051,8400,usd,succeeded,true,false,0,Custom order bowl,pi_3P100052,1784791260
ch_3P100053,cus_1052,6800,usd,succeeded,true,false,0,Custom order carafe,pi_3P100053,1789197720
ch_3P100054,cus_1053,3900,usd,succeeded,true,false,0,Custom order planter,pi_3P100054,1784359380
ch_3P100055,cus_1054,9500,usd,succeeded,true,false,0,Custom order platter,pi_3P100055,1786519440
ch_3P100056,cus_1055,6100,usd,succeeded,true,false,0,Custom order dripper,pi_3P100056,1790407500
ch_3P100057,cus_1056,5600,usd,succeeded,true,false,0,Custom order colander,pi_3P100057,1785828360
ch_3P100058,cus_1057,3800,usd,succeeded,true,false,0,Custom order tumbler,pi_3P100058,1783236420
ch_3P100059,cus_1058,10900,usd,succeeded,true,false,0,Custom order crock,pi_3P100059,1790494080
ch_3P100060,cus_1059,2700,usd,succeeded,true,false,0,Custom order spoonrest,pi_3P100060,1784615400
ch_3P100061,cus_1060,3800,usd,succeeded,true,false,0,Custom order mug,pi_3P100061,1789799460
