id,event_id,ticket_class_id,name,email,status,checked_in,created
att_hol_gen_0001,917463829105,tc_holiday_general,Patricia Ramirez,patricia.ramirez@gmail.com,attending,false,2026-11-15T10:00:00Z
att_hol_gen_0002,917463829105,tc_holiday_general,Blanca Gallardo,blanca.gallardo@gmail.com,attending,false,2026-11-15T10:00:00Z
att_hol_gen_0003,917463829105,tc_holiday_general,Nydia Munoz,nydia.munoz@gmail.com,attending,false,2026-11-15T10:00:00Z
att_hol_gen_0004,917463829105,tc_holiday_general,Francisca Flores,francisca.flores@gmail.com,attending,false,2026-11-15T10:00:00Z
att_hol_gen_0005,917463829105,tc_holiday_general,Josefina Ortiz,josefina.ortiz@gmail.com,attending,false,2026-11-15T10:00:00Z
att_hol_gen_0006,917463829105,tc_holiday_general,Jaime Garza,jaime.garza@gmail.com,attending,false,2026-11-15T10:00:00Z
att_hol_gen_0007,917463829105,tc_holiday_general,Isabel Cruz,isabel.cruz@gmail.com,attending,false,2026-11-15T10:00:00Z
att_hol_gen_0008,917463829105,tc_holiday_general,Lucia Vega,lucia.vega@gmail.com,attending,false,2026-11-15T10:00:00Z
att_hol_gen_0009,917463829105,tc_holiday_general,Rene Suarez,rene.suarez@gmail.com,attending,false,2026-11-15T10:00:00Z
att_hol_gen_0010,917463829105,tc_holiday_general,Ana Espinoza,ana.espinoza@gmail.com,attending,false,2026-11-15T10:00:00Z
att_hol_gen_0011,917463829105,tc_holiday_general,Consuelo Santos,consuelo.santos@gmail.com,attending,false,2026-11-15T10:00:00Z
att_hol_gen_0012,917463829105,tc_holiday_general,Cesar Leal,cesar.leal@gmail.com,attending,false,2026-11-15T10:00:00Z
att_hol_gen_0013,917463829105,tc_holiday_general,Manuel Ortiz,manuel.ortiz@gmail.com,attending,false,2026-11-15T10:00:00Z
att_hol_gen_0014,917463829105,tc_holiday_general,Carlos Salinas,carlos.salinas@gmail.com,attending,false,2026-11-15T10:00:00Z
att_hol_gen_0015,917463829105,tc_holiday_general,Norma Cortez,norma.cortez@gmail.com,attending,false,2026-11-15T10:00:00Z
att_hol_gen_0016,917463829105,tc_holiday_general,Manuel Alvarez,manuel.alvarez@gmail.com,attending,false,2026-11-15T10:00:00Z
att_hol_gen_0017,917463829105,tc_holiday_general,Felipe Munoz,felipe.munoz@gmail.com,attending,false,2026-11-15T10:00:00Z
att_hol_gen_0018,917463829105,tc_holiday_general,Isabel Vargas,isabel.vargas@gmail.com,attending,false,2026-11-15T10:00:00Z
