id,name,real_name,email,is_admin,is_bot,tz,status_text,presence
U_AARON,aaron.garcia,Aaron Garcia,aaron.garcia@Finthesiss.ai,true,false,America/New_York,,active
U_ANDREAS,andreas.garcia,Andreas Garcia,andreas.garcia@gmail.com,true,false,America/New_York,,active
U_GEORGE,george.hatzis,George Hatzis,george.hatzis.chef@gmail.com,false,false,America/New_York,,active
U_STAVROS,stavros.economou,Stavros Economou,stavros.economou@gmail.com,false,false,America/New_York,,active
U_MARIA,maria.kost,Maria Kostopoulos,maria.kost.foh@gmail.com,true,false,America/New_York,,active
U_100,user_0,User 0,john55@yahoo.com,false,false,America/New_York,,away
U_101,user_1,User 1,mike11@yahoo.com,false,false,America/New_York,,away
U_102,user_2,User 2,mike94@gmail.com,false,false,America/New_York,,away
U_103,user_3,User 3,jane41@yahoo.com,false,false,America/New_York,,away
U_104,user_4,User 4,alex42@yahoo.com,false,false,America/New_York,,away
U_105,user_5,User 5,sarah91@outlook.com,false,false,America/New_York,,away
U_106,user_6,User 6,jane49@yahoo.com,false,false,America/New_York,,away
U_107,user_7,User 7,alex59@yahoo.com,false,false,America/New_York,,away
U_108,user_8,User 8,john41@gmail.com,false,false,America/New_York,,away
U_109,user_9,User 9,jane77@yahoo.com,false,false,America/New_York,,away
U_110,user_10,User 10,jane17@gmail.com,false,false,America/New_York,,away
U_111,user_11,User 11,john91@gmail.com,false,false,America/New_York,,away
U_112,user_12,User 12,mike52@outlook.com,false,false,America/New_York,,away
U_113,user_13,User 13,mike60@gmail.com,false,false,America/New_York,,away
U_114,user_14,User 14,jane83@gmail.com,false,false,America/New_York,,away
U_115,user_15,User 15,sarah81@yahoo.com,false,false,America/New_York,,away
U_116,user_16,User 16,sarah52@outlook.com,false,false,America/New_York,,away
U_117,user_17,User 17,alex83@yahoo.com,false,false,America/New_York,,away
U_118,user_18,User 18,john92@outlook.com,false,false,America/New_York,,away
U_119,user_19,User 19,mike75@outlook.com,false,false,America/New_York,,away
U_120,user_20,User 20,mike20@gmail.com,false,false,America/New_York,,away
U_121,user_21,User 21,mike18@gmail.com,false,false,America/New_York,,away
U_122,user_22,User 22,alex43@outlook.com,false,false,America/New_York,,away
U_123,user_23,User 23,jane77@yahoo.com,false,false,America/New_York,,away
U_124,user_24,User 24,alex46@gmail.com,false,false,America/New_York,,away
U_125,user_25,User 25,sarah85@outlook.com,false,false,America/New_York,,away
U_126,user_26,User 26,mike86@gmail.com,false,false,America/New_York,,away
U_127,user_27,User 27,sarah15@gmail.com,false,false,America/New_York,,away
U_128,user_28,User 28,mike91@yahoo.com,false,false,America/New_York,,away
U_129,user_29,User 29,alex79@gmail.com,false,false,America/New_York,,away
U_130,user_30,User 30,mike33@yahoo.com,false,false,America/New_York,,away
U_131,user_31,User 31,alex68@outlook.com,false,false,America/New_York,,away
U_132,user_32,User 32,mike16@gmail.com,false,false,America/New_York,,away
U_133,user_33,User 33,sarah50@yahoo.com,false,false,America/New_York,,away
U_134,user_34,User 34,john91@yahoo.com,false,false,America/New_York,,away
U_135,user_35,User 35,alex34@gmail.com,false,false,America/New_York,,away
U_136,user_36,User 36,alex81@gmail.com,false,false,America/New_York,,away
U_137,user_37,User 37,alex83@yahoo.com,false,false,America/New_York,,away
U_138,user_38,User 38,jane82@gmail.com,false,false,America/New_York,,away
U_139,user_39,User 39,jane98@outlook.com,false,false,America/New_York,,away
U_140,user_40,User 40,john41@gmail.com,false,false,America/New_York,,away
U_141,user_41,User 41,sarah66@gmail.com,false,false,America/New_York,,away
U_142,user_42,User 42,mike60@outlook.com,false,false,America/New_York,,away
U_143,user_43,User 43,john58@gmail.com,false,false,America/New_York,,away
U_144,user_44,User 44,alex93@yahoo.com,false,false,America/New_York,,away
U_145,user_45,User 45,alex73@yahoo.com,false,false,America/New_York,,away
U_146,user_46,User 46,jane79@gmail.com,false,false,America/New_York,,away
U_147,user_47,User 47,jane16@outlook.com,false,false,America/New_York,,away
U_148,user_48,User 48,sarah35@outlook.com,false,false,America/New_York,,away
U_149,user_49,User 49,john68@gmail.com,false,false,America/New_York,,away
U_150,user_50,User 50,sarah53@outlook.com,false,false,America/New_York,,away
U_151,user_51,User 51,mike95@gmail.com,false,false,America/New_York,,away
U_152,user_52,User 52,alex26@gmail.com,false,false,America/New_York,,away
U_153,user_53,User 53,john89@gmail.com,false,false,America/New_York,,away
U_154,user_54,User 54,john81@yahoo.com,false,false,America/New_York,,away
U_155,user_55,User 55,jane31@outlook.com,false,false,America/New_York,,away
U_156,user_56,User 56,jane92@gmail.com,false,false,America/New_York,,away
U_157,user_57,User 57,jane74@gmail.com,false,false,America/New_York,,away
U_158,user_58,User 58,john39@gmail.com,false,false,America/New_York,,away
U_159,user_59,User 59,jane21@gmail.com,false,false,America/New_York,,away
U_160,user_60,User 60,sarah66@yahoo.com,false,false,America/New_York,,away
U_161,user_61,User 61,mike73@outlook.com,false,false,America/New_York,,away
U_162,user_62,User 62,mike25@outlook.com,false,false,America/New_York,,away
U_163,user_63,User 63,alex34@yahoo.com,false,false,America/New_York,,away
U_164,user_64,User 64,mike28@gmail.com,false,false,America/New_York,,away
U_165,user_65,User 65,alex37@outlook.com,false,false,America/New_York,,away
U_166,user_66,User 66,sarah78@outlook.com,false,false,America/New_York,,away
U_167,user_67,User 67,jane91@yahoo.com,false,false,America/New_York,,away
U_168,user_68,User 68,alex77@gmail.com,false,false,America/New_York,,away
U_169,user_69,User 69,sarah52@yahoo.com,false,false,America/New_York,,away
