id,display_name,given_name,surname,email,job_title,company,mobile_phone
AAMkAGcnt0000001,Maria Thornton,Maria,Thornton,maria.thornton@sterlingpm.com,Property Manager,Sterling Property Management,+1-215-555-0480
AAMkAGcnt0000002,Doug Reilly,Doug,Reilly,doug.reilly@sterlingpm.com,Operations Director,Sterling Property Management,+1-215-555-0481
AAMkAGcnt0000003,Sandra Petruzzi,Sandra,Petruzzi,sandra.petruzzi@sterlingpm.com,Accounts Payable,Sterling Property Management,+1-215-555-0482
AAMkAGcnt0000004,Felix Romano,Felix,Romano,felix.romano@sterlingpm.com,Maintenance Coordinator,Sterling Property Management,+1-215-555-0483
AAMkAGcnt0000005,Kevin Koval,Kevin,Koval,kevin.koval@gmail.com,Co Owner,Porter and Koval Plumbing,+1-215-555-0412
AAMkAGcnt0000006,David Greene,David,Greene,david.greene@greenerestaurants.com,Owner,Greene Restaurant Group,+1-215-555-0560
AAMkAGcnt0000007,Paula Harkness,Paula,Harkness,paula.harkness@riverwardsrealty.com,Senior Property Manager,Riverwards Realty,+1-215-555-0571
AAMkAGcnt0000008,Anthony Bellafonte,Anthony,Bellafonte,anthony.bellafonte@phlrealtypartners.com,Portfolio Manager,Philadelphia Realty Partners,+1-215-555-0488
AAMkAGcnt0000009,Linda Vargas,Linda,Vargas,linda.vargas@fishtownbrewhouse.com,General Manager,Fishtown Brewhouse,+1-215-555-0612
AAMkAGcnt0000010,Carol Stinson,Carol,Stinson,renewal@pa.gov,License Renewal Coordinator,PA Department of Labor and Industry,
AAMkAGcnt0000011,Frank Delaney,Frank,Delaney,frank.delaney@phlpermitservices.com,Permit Expediter,Philadelphia Permit Services,+1-215-555-0703
AAMkAGcnt0000012,Hannah Liu,Hannah,Liu,hannah.liu@phlrealtypartners.com,Assistant Property Manager,Philadelphia Realty Partners,+1-215-555-0489
AAMkAGcnt0000013,Susquehanna Studios,Susquehanna,Studios,info@susquehannastudios.example.com,Operations Manager,Susquehanna Studios,+12675572107
AAMkAGcnt0000014,Doug Whitfield,Doug,Whitfield,doug.whitfield@phillybeekeepers.example.com,Contact,,+12155594381
AAMkAGcnt0000015,Memphis Street Mews,Memphis,Street Mews,mews@memphismews.example.com,Operations Manager,Memphis Street Mews,+12675576030
AAMkAGcnt0000016,Belgrade Street Brewhouse,Belgrade,Street Brewhouse,ops@belgradebrewhouse.example.com,Operations Manager,Belgrade Street Brewhouse,+16105592742
AAMkAGcnt0000017,Tioga Tavern,Tioga,Tavern,frontdesk@tiogatavern.example.com,Operations Manager,Tioga Tavern,+12155592115
AAMkAGcnt0000018,Theresa Lin,Theresa,Lin,theresa.lin@kcdcvolunteer.example.com,Contact,,+14845598132
AAMkAGcnt0000019,Helena Kovacs,Helena,Kovacs,helena@fishtownsocialclub.example.com,Contact,,+14845551259
AAMkAGcnt0000020,Imani Carter,Imani,Carter,imani@fishtownmasterplumbersguild.example.com,Contact,,+12155578298
AAMkAGcnt0000021,Marlborough Court Apartments,Marlborough,Court Apartments,leasing@marlboroughct.example.com,Operations Manager,Marlborough Court Apartments,+16105556562
AAMkAGcnt0000022,Greta Lindqvist,Greta,Lindqvist,greta@phillywoodworkersguild.example.com,Contact,,+16105591937
