tableId,id,name,type
tblSeniorRoster,fldHouseholdID,household_id,singleLineText
tblSeniorRoster,fldPrimaryFirst,primary_first,singleLineText
tblSeniorRoster,fldPrimaryLast,primary_last,singleLineText
tblSeniorRoster,fldSpouseFirst,spouse_first,singleLineText
tblSeniorRoster,fldStreet,street,singleLineText
tblSeniorRoster,fldCity,city,singleLineText
tblSeniorRoster,fldState,state,singleLineText
tblSeniorRoster,fldZip,zip,singleLineText
tblSeniorRoster,fldPhone,phone,phoneNumber
tblSeniorRoster,fldEmail,email,email
tblSeniorRoster,fldStatus,status,singleSelect
tblSeniorRoster,fldFlagWidow,flag_widow,checkbox
tblSeniorRoster,fldFlagWidower,flag_widower,checkbox
tblSeniorRoster,fldFlagBereaved2026,flag_bereaved_2026,checkbox
tblSeniorRoster,fldLastContactDate,last_contact_date,date
tblSeniorRoster,fldLastContactType,last_contact_type,singleSelect
tblSeniorRoster,fldAssignedDeacon,assigned_deacon,singleLineText
tblSeniorRoster,fldNotes,notes,multilineText
tblUsherRota,fldServiceID,service_id,singleLineText
tblUsherRota,fldServiceDate,service_date,date
tblUsherRota,fldServiceTime,service_time,singleLineText
tblUsherRota,fldServiceName,service_name,singleLineText
tblUsherRota,fldRole,role,singleSelect
tblUsherRota,fldAssignedName,assigned_name,singleLineText
tblUsherRota,fldAssignedStatus,assigned_status,singleSelect
tblUsherRota,fldFirstThird,first_third_sunday_regular,checkbox
tblUsherRota,fldContactPhone,contact_phone,phoneNumber
tblUsherReserve,fldReserveName,name,singleLineText
tblUsherReserve,fldReservePhone,phone,phoneNumber
tblUsherReserve,fldReserveFirstThird,first_third_sunday_regular,checkbox
tblUsherReserve,fldReserveNotes,notes,multilineText
tblUsherReserve,fldWillingServices,willing_services,multipleSelects
tblAcAudience,fldAudienceId,id,singleLineText
tblAcAudience,fldAcEmail,email,email
tblAcAudience,fldAcFirst,first_name,singleLineText
tblAcAudience,fldAcLast,last_name,singleLineText
tblAcAudience,fldAcTags,tags,multipleSelects
tblAcAudience,fldAcAdded,added_date,date
tblAcAudience,fldAcLastTouch,last_automation_touch,date
tblAcAudience,fldAcHouseholdRef,household_id_ref,singleLineText
tblAcAudience,fldAcRosterStatus,roster_status,singleSelect
tblAcAudience,fldAcDrift,drift_flag,singleSelect
tblAcAutomations,fldAutomationId,id,singleLineText
tblAcAutomations,fldAutoName,name,singleLineText
tblAcAutomations,fldAutoStatus,status,singleSelect
tblAcAutomations,fldAutoEntered,entered,number
tblAcAutomations,fldAutoCreated,created,date
tblAlgoliaQueries,fldQueryId,id,singleLineText
tblAlgoliaQueries,fldQueryText,query,singleLineText
tblAlgoliaQueries,fldQueryHits,hits_returned,number
tblAlgoliaQueries,fldQueryTopHit,top_hit,singleLineText
tblAlgoliaQueries,fldQueryCtr,click_through_rate,number
tblAlgoliaQueries,fldQueryNote,note,multilineText
tblGaDaily,fldGaDailyId,id,singleLineText
tblGaDaily,fldGaDate,date,date
tblGaDaily,fldGaSessions,sessions,number
tblGaDaily,fldGaUv,unique_visitors,number
tblGaDaily,fldGaPv,pageviews,number
tblGaDaily,fldGaAvgSec,avg_session_seconds,number
tblGaDaily,fldGaBounce,bounce_rate_pct,number
tblGaDaily,fldGaTopLanding,top_landing_page,singleLineText
tblGaDaily,fldGaTopSearch,top_search_term_internal,singleLineText
tblGaFunnel,fldGaFunnelId,id,singleLineText
tblGaFunnel,fldGfMonth,month,singleLineText
tblGaFunnel,fldGfVisitors,visitors,number
tblGaFunnel,fldGfSermon,viewed_sermon_page,number
tblGaFunnel,fldGfVideo,played_video,number
tblGaFunnel,fldGfGiving,viewed_giving_page,number
tblGaFunnel,fldGfVfStart,started_visitor_form,number
tblGaFunnel,fldGfVfSub,submitted_visitor_form,number
tblGaFunnel,fldGfEvents,viewed_events_page,number
tblGaFunnel,fldGfOutreach,viewed_outreach_page,number
tblGaFunnel,fldGfContacted,contacted_church,number
tblGaNotes,fldGaNoteId,id,singleLineText
tblGaNotes,fldGaNoteText,note,multilineText
tblGaNotes,fldGaNoteRange,range,singleLineText
tblSermonBacklog,fldSermonId,id,singleLineText
tblSermonBacklog,fldSbTitle,sermon_title,singleLineText
tblSermonBacklog,fldSbPreacher,preacher,singleLineText
tblSermonBacklog,fldSbServiceDate,service_date,date
tblSermonBacklog,fldSbDuration,duration_min,number
tblSermonBacklog,fldSbVideoUpload,video_upload_date,date
tblSermonBacklog,fldSbVideoStatus,video_status,singleSelect
tblSermonBacklog,fldSbSitePublished,site_published_status,singleSelect
tblSermonBacklog,fldSbSitePubDate,site_publish_date,date
tblSermonBacklog,fldSbTags,tags,multipleSelects
