review_id,listing_id,guest_name,rating,comment,created_at
rev-marta-001,lst-strasburg,Tomas B.,5,"Beautiful cottage close to Lancaster, porch is lovely.",2026-08-22
rev-marta-002,lst-strasburg,Lena K.,5,Marta was quick to respond and the space was spotless.,2026-09-14
rev-marta-001-e001,lst-strasburg-e001,Tomas B.,5,"Beautiful cottage close to Lancaster, porch is lovely.",2026-08-22
rev-marta-002-e001,lst-strasburg-e001,Lena K.,5,Marta was quick to respond and the space was spotless.,2026-09-14
rev-marta-001-e002,lst-strasburg-e002,Tomas B.,5,"Beautiful cottage close to Lancaster, porch is lovely.",2026-08-22
rev-marta-002-e002,lst-strasburg-e002,Lena K.,5,Marta was quick to respond and the space was spotless.,2026-09-14
rev-marta-001-e003,lst-strasburg-e003,Tomas B.,5,"Beautiful cottage close to Lancaster, porch is lovely.",2026-08-22
rev-marta-002-e003,lst-strasburg-e003,Lena K.,5,Marta was quick to respond and the space was spotless.,2026-09-14
rev-marta-001-e004,lst-strasburg-e004,Tomas B.,5,"Beautiful cottage close to Lancaster, porch is lovely.",2026-08-22
rev-marta-002-e004,lst-strasburg-e004,Lena K.,5,Marta was quick to respond and the space was spotless.,2026-09-14
rev-marta-001-e005,lst-strasburg-e005,Tomas B.,5,"Beautiful cottage close to Lancaster, porch is lovely.",2026-08-22
rev-marta-002-e005,lst-strasburg-e005,Lena K.,5,Marta was quick to respond and the space was spotless.,2026-09-14
rev-marta-001-e006,lst-strasburg-e006,Tomas B.,5,"Beautiful cottage close to Lancaster, porch is lovely.",2026-08-22
rev-marta-002-e006,lst-strasburg-e006,Lena K.,5,Marta was quick to respond and the space was spotless.,2026-09-14
rev-marta-001-e007,lst-strasburg-e007,Tomas B.,5,"Beautiful cottage close to Lancaster, porch is lovely.",2026-08-22
rev-marta-002-e007,lst-strasburg-e007,Lena K.,5,Marta was quick to respond and the space was spotless.,2026-09-14
rev-marta-001-e008,lst-strasburg-e008,Tomas B.,5,"Beautiful cottage close to Lancaster, porch is lovely.",2026-08-22
rev-marta-002-e008,lst-strasburg-e008,Lena K.,5,Marta was quick to respond and the space was spotless.,2026-09-14
rev-marta-001-e009,lst-strasburg-e009,Tomas B.,5,"Beautiful cottage close to Lancaster, porch is lovely.",2026-08-22
rev-marta-002-e009,lst-strasburg-e009,Lena K.,5,Marta was quick to respond and the space was spotless.,2026-09-14
rev-marta-001-e010,lst-strasburg-e010,Tomas B.,5,"Beautiful cottage close to Lancaster, porch is lovely.",2026-08-22
rev-marta-002-e010,lst-strasburg-e010,Lena K.,5,Marta was quick to respond and the space was spotless.,2026-09-14
rev-marta-001-e011,lst-strasburg-e011,Tomas B.,5,"Beautiful cottage close to Lancaster, porch is lovely.",2026-08-22
