id,username,name,description,verified,protected,location,profile_image_url,created_at,followers_count,following_count,tweet_count
1000000000000000001,brian_henderson,Brian Henderson,Biostatistician | Windbridge Partners | Adjunct Lecturer Amberfield | Cambridge MA,false,false,"Cambridge, MA",,2023-02-07T11:58:32+00:00,240,180,12
1000000000000000002,sarah2,Sarah Henderson,,false,true,,,2022-10-14T14:18:06+00:00,527,548,459
1000000000000000003,robert3,Robert Henderson,,false,true,,,2022-02-15T10:02:26+00:00,490,101,472
1000000000000000004,patricia4,Patricia Henderson,,false,true,,,2024-01-17T02:54:40+00:00,378,364,606
1000000000000000006,scott6,Scott Henderson,,false,true,,,2024-02-25T15:21:28+00:00,740,205,258
1000000000000000007,mike7,Mike Torres,,false,true,,,2022-12-22T04:35:38+00:00,721,591,168
1000000000000000008,james8,James Cooper,,false,true,,,2025-11-04T10:40:54+00:00,792,104,171
1000000000000000010,lisa10,Lisa Cheng,,false,true,,,2023-02-16T00:44:19+00:00,420,392,413
1000000000000000012,james12,James Liu,,false,true,,,2023-02-08T05:47:27+00:00,308,108,405
1000000000000000014,rebecca14,Rebecca Foster,,false,true,,,2024-01-19T10:21:59+00:00,215,75,199
1000000000000000015,mark15,Mark Stevens,,false,true,,,2023-12-08T08:43:22+00:00,157,196,317
1000000000000000016,martin16,Martin Kessler,,false,true,,,2025-11-30T14:20:45+00:00,673,504,645
1000000000000000018,raj18,Raj Patel,,false,true,,,2023-10-27T12:59:16+00:00,168,95,194
1000000000000000020,david20,David Park,,false,true,,,2025-10-17T13:16:40+00:00,522,294,659
1000000000000000121,lisaanderson423,Lisa Anderson,Data scientist and coffee enthusiast,false,false,"Chicago, IL",https://pbs.twimg.com/profile_images/156242894373145884/img_50f9dc.jpg,2014-01-11T17:11:00Z,44484,1136,27822
1000000000000000122,matthewlee47,Matthew Lee,R and Python for good,true,false,"Somerville, MA",https://pbs.twimg.com/profile_images/543486454845644656/img_de6e2c.jpg,2016-10-02T19:46:00Z,20167,1529,21253
1000000000000000123,josephwilson766,Joseph Wilson,Public health advocate,false,false,"Portland, OR",https://pbs.twimg.com/profile_images/194987392074156772/img_9f099c.jpg,2023-02-24T06:21:00Z,33867,1690,2330
1000000000000000124,matthewwright684,Matthew Wright,Data scientist and coffee enthusiast,false,true,"Medford, MA",https://pbs.twimg.com/profile_images/918870960650201952/img_bfbe19.jpg,2017-03-19T23:28:00Z,41349,1367,31585
1000000000000000125,kennethcarter581,Kenneth Carter,R and Python for good,true,true,"Atlanta, GA",https://pbs.twimg.com/profile_images/705868650370719600/img_4395f2.jpg,2011-12-21T06:19:00Z,22562,606,30304
1000000000000000126,amandathompson3,Amanda Thompson,Loves genomics and bikes,true,false,"Waltham, MA",https://pbs.twimg.com/profile_images/796667795834785241/img_6ab153.jpg,2017-02-01T06:16:00Z,9681,1964,16684
