id,customer,amount,currency,status,paid,refunded,amount_refunded,description,payment_intent,created
ch_0000001,,15000,usd,succeeded,True,false,0,Prenatal package,pi_0000001,1609718400
ch_0000002,,30000,usd,succeeded,True,false,0,Birth attendance,pi_0000002,1609977600
ch_0000003,,45000,usd,succeeded,True,false,0,Postpartum visit series,pi_0000003,1610236800
ch_0000004,,60000,usd,pending,False,false,0,Sliding-scale contribution,pi_0000004,1610496000
ch_0000005,,75000,usd,succeeded,True,false,0,Class registration,pi_0000005,1610755200
ch_0000006,,90000,usd,succeeded,True,false,0,Prenatal package,pi_0000006,1611014400
ch_0000007,,105000,usd,succeeded,True,false,0,Birth attendance,pi_0000007,1611273600
ch_0000008,,120000,usd,succeeded,True,false,0,Postpartum visit series,pi_0000008,1611532800
ch_0000009,,135000,usd,pending,False,false,0,Sliding-scale contribution,pi_0000009,1611792000
ch_0000010,,150000,usd,succeeded,True,false,0,Class registration,pi_0000010,1612051200
ch_0000011,,165000,usd,succeeded,True,false,0,Prenatal package,pi_0000011,1612310400
ch_0000012,,180000,usd,succeeded,True,false,0,Birth attendance,pi_0000012,1612569600
ch_0000013,,195000,usd,succeeded,True,false,0,Postpartum visit series,pi_0000013,1612828800
ch_0000014,,210000,usd,pending,False,false,0,Sliding-scale contribution,pi_0000014,1613088000
ch_0000015,,225000,usd,succeeded,True,false,0,Class registration,pi_0000015,1613347200
ch_0000016,,240000,usd,succeeded,True,false,0,Prenatal package,pi_0000016,1613606400
ch_0000017,,255000,usd,succeeded,True,false,0,Birth attendance,pi_0000017,1613865600
ch_0000018,,270000,usd,succeeded,True,false,0,Postpartum visit series,pi_0000018,1614124800
ch_0000019,,285000,usd,pending,False,false,0,Sliding-scale contribution,pi_0000019,1614384000
ch_0000020,,300000,usd,succeeded,True,false,0,Class registration,pi_0000020,1614643200
ch_0000021,,15000,usd,succeeded,True,false,0,Prenatal package,pi_0000021,1614902400
ch_0000022,,30000,usd,succeeded,True,false,0,Birth attendance,pi_0000022,1615161600
ch_0000023,,45000,usd,succeeded,True,false,0,Postpartum visit series,pi_0000023,1615420800
ch_0000024,,60000,usd,pending,False,false,0,Sliding-scale contribution,pi_0000024,1615680000
ch_0000025,,75000,usd,succeeded,True,false,0,Class registration,pi_0000025,1615939200
ch_0000026,,90000,usd,succeeded,True,false,0,Prenatal package,pi_0000026,1616198400
ch_0000027,,105000,usd,succeeded,True,false,0,Birth attendance,pi_0000027,1616457600
ch_0000028,,120000,usd,succeeded,True,false,0,Postpartum visit series,pi_0000028,1616716800
ch_0000029,,135000,usd,pending,False,false,0,Sliding-scale contribution,pi_0000029,1616976000
ch_0000030,,150000,usd,succeeded,True,false,0,Class registration,pi_0000030,1617235200
ch_0000031,,165000,usd,succeeded,True,false,0,Prenatal package,pi_0000031,1617494400
ch_0000032,,180000,usd,succeeded,True,false,0,Birth attendance,pi_0000032,1617753600
ch_0000033,,195000,usd,succeeded,True,false,0,Postpartum visit series,pi_0000033,1618012800
ch_0000034,,210000,usd,pending,False,false,0,Sliding-scale contribution,pi_0000034,1618272000
ch_0000035,,225000,usd,succeeded,True,false,0,Class registration,pi_0000035,1618531200
ch_0000036,,240000,usd,succeeded,True,false,0,Prenatal package,pi_0000036,1618790400
ch_0000037,,255000,usd,succeeded,True,false,0,Birth attendance,pi_0000037,1619049600
ch_0000038,,270000,usd,succeeded,True,false,0,Postpartum visit series,pi_0000038,1619308800
ch_0000039,,285000,usd,pending,False,false,0,Sliding-scale contribution,pi_0000039,1619568000
ch_0000040,,300000,usd,succeeded,True,false,0,Class registration,pi_0000040,1619827200
ch_0000041,,15000,usd,succeeded,True,false,0,Prenatal package,pi_0000041,1620086400
ch_0000042,,30000,usd,succeeded,True,false,0,Birth attendance,pi_0000042,1620345600
ch_0000043,,45000,usd,succeeded,True,false,0,Postpartum visit series,pi_0000043,1620604800
ch_0000044,,60000,usd,pending,False,false,0,Sliding-scale contribution,pi_0000044,1620864000
ch_0000045,,75000,usd,succeeded,True,false,0,Class registration,pi_0000045,1621123200
ch_0000046,,90000,usd,succeeded,True,false,0,Prenatal package,pi_0000046,1621382400
ch_0000047,,105000,usd,succeeded,True,false,0,Birth attendance,pi_0000047,1621641600
ch_0000048,,120000,usd,succeeded,True,false,0,Postpartum visit series,pi_0000048,1621900800
ch_0000049,,135000,usd,pending,False,false,0,Sliding-scale contribution,pi_0000049,1622160000
ch_0000050,,150000,usd,succeeded,True,false,0,Class registration,pi_0000050,1622419200
ch_0000051,,165000,usd,succeeded,True,false,0,Prenatal package,pi_0000051,1622678400
ch_0000052,,180000,usd,succeeded,True,false,0,Birth attendance,pi_0000052,1622937600
ch_0000053,,195000,usd,succeeded,True,false,0,Postpartum visit series,pi_0000053,1623196800
ch_0000054,,210000,usd,pending,False,false,0,Sliding-scale contribution,pi_0000054,1623456000
ch_0000055,,225000,usd,succeeded,True,false,0,Class registration,pi_0000055,1623715200
ch_0000056,,240000,usd,succeeded,True,false,0,Prenatal package,pi_0000056,1623974400
ch_0000057,,255000,usd,succeeded,True,false,0,Birth attendance,pi_0000057,1624233600
ch_0000058,,270000,usd,succeeded,True,false,0,Postpartum visit series,pi_0000058,1624492800
ch_0000059,,285000,usd,pending,False,false,0,Sliding-scale contribution,pi_0000059,1624752000
ch_0000060,,300000,usd,succeeded,True,false,0,Class registration,pi_0000060,1625011200
ch_0000061,,15000,usd,succeeded,True,false,0,Prenatal package,pi_0000061,1625270400
ch_0000062,,30000,usd,succeeded,True,false,0,Birth attendance,pi_0000062,1625529600
ch_0000063,,45000,usd,succeeded,True,false,0,Postpartum visit series,pi_0000063,1625788800
ch_0000064,,60000,usd,pending,False,false,0,Sliding-scale contribution,pi_0000064,1626048000
ch_0000065,,75000,usd,succeeded,True,false,0,Class registration,pi_0000065,1626307200
ch_0000066,,90000,usd,succeeded,True,false,0,Prenatal package,pi_0000066,1626566400
ch_0000067,,105000,usd,succeeded,True,false,0,Birth attendance,pi_0000067,1626825600
ch_0000068,,120000,usd,succeeded,True,false,0,Postpartum visit series,pi_0000068,1627084800
ch_0000069,,135000,usd,pending,False,false,0,Sliding-scale contribution,pi_0000069,1627344000
ch_0000070,,150000,usd,succeeded,True,false,0,Class registration,pi_0000070,1627603200
ch_0000071,,165000,usd,succeeded,True,false,0,Prenatal package,pi_0000071,1627862400
ch_0000072,,180000,usd,succeeded,True,false,0,Birth attendance,pi_0000072,1628121600
ch_0000073,,195000,usd,succeeded,True,false,0,Postpartum visit series,pi_0000073,1628380800
ch_0000074,,210000,usd,pending,False,false,0,Sliding-scale contribution,pi_0000074,1628640000
ch_0000075,,225000,usd,succeeded,True,false,0,Class registration,pi_0000075,1628899200
ch_0000076,,240000,usd,succeeded,True,false,0,Prenatal package,pi_0000076,1629158400
ch_0000077,,255000,usd,succeeded,True,false,0,Birth attendance,pi_0000077,1629417600
ch_0000078,,270000,usd,succeeded,True,false,0,Postpartum visit series,pi_0000078,1629676800
ch_0000079,,285000,usd,pending,False,false,0,Sliding-scale contribution,pi_0000079,1629936000
ch_0000080,,300000,usd,succeeded,True,false,0,Class registration,pi_0000080,1630195200
ch_0000081,,15000,usd,succeeded,True,false,0,Prenatal package,pi_0000081,1630454400
ch_0000082,,30000,usd,succeeded,True,false,0,Birth attendance,pi_0000082,1630713600
ch_0000083,,45000,usd,succeeded,True,false,0,Postpartum visit series,pi_0000083,1630972800
ch_0000084,,60000,usd,pending,False,false,0,Sliding-scale contribution,pi_0000084,1631232000
ch_0000085,,75000,usd,succeeded,True,false,0,Class registration,pi_0000085,1631491200
ch_0000086,,90000,usd,succeeded,True,false,0,Prenatal package,pi_0000086,1631750400
ch_0000087,,105000,usd,succeeded,True,false,0,Birth attendance,pi_0000087,1632009600
ch_0000088,,120000,usd,succeeded,True,false,0,Postpartum visit series,pi_0000088,1632268800
ch_0000089,,135000,usd,pending,False,false,0,Sliding-scale contribution,pi_0000089,1632528000
ch_0000090,,150000,usd,succeeded,True,false,0,Class registration,pi_0000090,1632787200
ch_0000091,,165000,usd,succeeded,True,false,0,Prenatal package,pi_0000091,1633046400
ch_0000092,,180000,usd,succeeded,True,false,0,Birth attendance,pi_0000092,1633305600
ch_0000093,,195000,usd,succeeded,True,false,0,Postpartum visit series,pi_0000093,1633564800
ch_0000094,,210000,usd,pending,False,false,0,Sliding-scale contribution,pi_0000094,1633824000
ch_0000095,,225000,usd,succeeded,True,false,0,Class registration,pi_0000095,1634083200
ch_0000096,,240000,usd,succeeded,True,false,0,Prenatal package,pi_0000096,1634342400
ch_0000097,,255000,usd,succeeded,True,false,0,Birth attendance,pi_0000097,1634601600
ch_0000098,,270000,usd,succeeded,True,false,0,Postpartum visit series,pi_0000098,1634860800
ch_0000099,,285000,usd,pending,False,false,0,Sliding-scale contribution,pi_0000099,1635120000
ch_0000100,,300000,usd,succeeded,True,false,0,Class registration,pi_0000100,1635379200
ch_0000101,,15000,usd,succeeded,True,false,0,Prenatal package,pi_0000101,1635638400
ch_0000102,,30000,usd,succeeded,True,false,0,Birth attendance,pi_0000102,1635897600
ch_0000103,,45000,usd,succeeded,True,false,0,Postpartum visit series,pi_0000103,1636156800
ch_0000104,,60000,usd,pending,False,false,0,Sliding-scale contribution,pi_0000104,1636416000
ch_0000105,,75000,usd,succeeded,True,false,0,Class registration,pi_0000105,1636675200
ch_0000106,,90000,usd,succeeded,True,false,0,Prenatal package,pi_0000106,1636934400
ch_0000107,,105000,usd,succeeded,True,false,0,Birth attendance,pi_0000107,1637193600
ch_0000108,,120000,usd,succeeded,True,false,0,Postpartum visit series,pi_0000108,1637452800
ch_0000109,,135000,usd,pending,False,false,0,Sliding-scale contribution,pi_0000109,1637712000
ch_0000110,,150000,usd,succeeded,True,false,0,Class registration,pi_0000110,1637971200
